lag,independent_replicate_count,predicted_msd,observed_msd,ensemble_msd_relative_error,predicted_ngp,observed_ngp,ensemble_ngp_absolute_error,predicted_fs_k2,observed_fs_k2,ensemble_absolute_error_fs_k2,predicted_fs_k4,observed_fs_k4,ensemble_absolute_error_fs_k4,predicted_fs_k7p25,observed_fs_k7p25,ensemble_absolute_error_fs_k7p25
20.0,5.0,0.21946164966387785,0.16644706753509889,0.3185071561419952,1.0618936210993497,0.5344887762388694,0.5274048448604803,0.8726406946891533,0.8977986067917458,0.02515791210259255,0.6280577364324029,0.6708725623542008,0.04281482592179786,0.3066800730637508,0.33086790404330846,0.02418783097955768
100.0,5.0,0.6778063861395263,0.6277432713959149,0.07975093804237177,0.6356956717735358,0.27259878318412567,0.36309688858941014,0.6729573198192511,0.6729530928901382,4.226929112949307e-06,0.30528836106299856,0.2550264768632297,0.05026188419976885,0.08617159784741152,0.03791104562476884,0.04826055222264268
200.0,5.0,1.155491082216459,1.2114563032671688,0.0461966485293589,0.4405918428703801,0.16461288054797313,0.275978962322407,0.5183517925231365,0.4684955850761498,0.049856207446986656,0.15991559773510028,0.07669663841520627,0.08321895931989401,0.03323513846925101,0.0029394292791792066,0.030295709190071803
400.0,5.0,2.0313299162012024,2.3739410739101037,0.14432167734668688,0.24222644834600562,0.09624093789673074,0.14598551044927488,0.31564971434181033,0.22856523099152498,0.08708448335028535,0.0460786184816859,0.00533568134770505,0.040742937133980854,0.005037260641547593,-0.00020390029128960173,0.0052411609328371946
600.0,5.0,2.7454444841387073,3.5487077013310584,0.22635372783480057,0.15874617379991457,0.06492829891012106,0.09381787488979351,0.19699604093742362,0.10992628341556979,0.08706975752185384,0.012946851565039164,0.001625518978447396,0.011321332586591768,0.0008637905755074215,0.002668049891866133,0.0018042593163587117
