record,protocol,bath_order,held_clone_count,hyperparameter_selection_uses_held_folds,thermodynamic_claim_allowed,var_spectral_radius,maximum_var_spectral_radius,minimum_var_spectral_radius,minimum_white_noise_covariance_eigenvalue,maximum_minimum_white_noise_covariance_eigenvalue,minimum_minimum_white_noise_covariance_eigenvalue,maximum_white_residual_lag_one_correlation,maximum_maximum_white_residual_lag_one_correlation,minimum_maximum_white_residual_lag_one_correlation,maximum_white_residual_correlation_through_40_frames,maximum_maximum_white_residual_correlation_through_40_frames,minimum_maximum_white_residual_correlation_through_40_frames,maximum_absolute_white_residual_excess_kurtosis,maximum_maximum_absolute_white_residual_excess_kurtosis,minimum_maximum_absolute_white_residual_excess_kurtosis,maximum_held_white_residual_correlation_through_40_frames,maximum_maximum_held_white_residual_correlation_through_40_frames,minimum_maximum_held_white_residual_correlation_through_40_frames,stationary_covariance_rmse,maximum_stationary_covariance_rmse,minimum_stationary_covariance_rmse,stationary_covariance_maximum_error,maximum_stationary_covariance_maximum_error,minimum_stationary_covariance_maximum_error,target_correlation_rmse,maximum_target_correlation_rmse,minimum_target_correlation_rmse,target_correlation_maximum_error,maximum_target_correlation_maximum_error,minimum_target_correlation_maximum_error,marginal_excess_kurtosis_maximum_error,maximum_marginal_excess_kurtosis_maximum_error,minimum_marginal_excess_kurtosis_maximum_error,minimum_terminal_variance_ratio,maximum_minimum_terminal_variance_ratio,minimum_minimum_terminal_variance_ratio,maximum_simulated_absolute_state,maximum_maximum_simulated_absolute_state,minimum_maximum_simulated_absolute_state,markov_bath_gate_pass,selected_bath_order,white_driving_distribution,stable_white_driven_markov_bath_found,finite_dimensional_discrete_markov_bath_supported,autonomous_relative_matrix_mori_simulation_allowed,empirical_non_gaussian_white_driving_supported,gaussian_markov_bath_generation_closed,empirical_white_markov_bath_generation_closed,continuous_time_ou_embedding_audited,thermal_fdt_adjoint_audit_pass,microscopic_thermal_noise_model_closed,autonomous_single_particle_gle_allowed,complete_event_clock_closure_allowed,kramers_escape_claim_allowed
model_aggregate,discovery_leave_one_clone_out_empirical_markov_bath_scan,4.0,4.0,1.0,0.0,0.7212863334378798,0.7219605143777708,0.7203788203516452,4.572099171686519e-05,4.5833596171320745e-05,4.555422705213081e-05,0.0011329661546671864,0.001430078773628209,0.0007009749656661263,0.028429432541214834,0.028903018579373614,0.02758223975838798,2.4142281851778042,2.727049917797366,2.2371837720145766,0.027658546246715272,0.02897720067374733,0.02606410010566677,0.06820294171804576,0.08320482595426379,0.05644951311985948,0.2577779280165064,0.3119775703989367,0.20592199998213534,0.05532828575952541,0.06338299134483151,0.0467013841037197,0.1839483853995746,0.20771750814388473,0.13994083421607934,0.21901090294684533,0.2568291374121827,0.17813780538246027,0.9168425968593645,0.9497938134257706,0.9017707838868968,8.047736605894231,9.56663524377248,6.926390178280465,0.0,,,,,,,,,,,,,,
model_aggregate,discovery_leave_one_clone_out_empirical_markov_bath_scan,8.0,4.0,1.0,0.0,0.7379138938689745,0.7444699572307103,0.733747363889723,4.57223577841821e-05,4.583783399300087e-05,4.5553522111591905e-05,0.00031507931401526026,0.00046652846801158924,8.776682094156297e-05,0.016262854578509314,0.01656216178310335,0.016018343147222665,2.479866306754098,2.8036276926649517,2.301493991856299,0.016813296187980317,0.021826763696873877,0.014389936237191378,0.04948942280178184,0.06389781370420267,0.03984191467917398,0.22319873660613287,0.279794785753678,0.17989487388176606,0.054665852855034835,0.059144244066190184,0.044080713440609175,0.18182987306918236,0.20562176365355073,0.14408946585224036,0.22778719967954553,0.29790944719641566,0.1543128105752789,0.9527666047767395,0.9823597213774384,0.9061267296296492,8.141552462687784,9.196138096573463,7.18687591555704,0.0,,,,,,,,,,,,,,
model_aggregate,discovery_leave_one_clone_out_empirical_markov_bath_scan,16.0,4.0,1.0,0.0,0.864493225916581,0.8672163884332811,0.8616913130475518,4.5724216143566734e-05,4.583546742675852e-05,4.555737102354658e-05,0.00036234749071955506,0.0004487489769216203,0.00025913091047980954,0.010189260354313294,0.011612205298436545,0.008891710724192961,2.484456017522536,2.809204077262467,2.3044465959676215,0.013228325426451353,0.0172539842479307,0.009754226084761898,0.032002482058108184,0.0360445535387938,0.029376276412223394,0.13358530135762345,0.16671981222009347,0.11594211947593647,0.05652727077912724,0.06248091568737097,0.04908244608765626,0.19496163768502467,0.2203280180787142,0.17821036339910615,0.20824197140053624,0.2728169503885791,0.15970534222688215,0.9655776873104378,1.0019823210124836,0.9096124413828139,8.256843089276789,9.11334233390038,7.117637539448163,1.0,,,,,,,,,,,,,,
model_aggregate,discovery_leave_one_clone_out_empirical_markov_bath_scan,40.0,4.0,1.0,0.0,0.938181610055921,0.9386649252737557,0.9371844606947511,4.571352258328126e-05,4.584173604148614e-05,4.55508857852919e-05,0.00047879826624398303,0.0005761767663294149,0.00039334893604885037,0.0036200988743073687,0.0040592131694143045,0.0032053443181420203,2.5172483351809465,2.8497925428673394,2.334273582365417,0.012450920265845645,0.018355731075815545,0.007546044136471537,0.03576841849455595,0.039799283660003286,0.030134279281529692,0.15439452831466954,0.18692537153397892,0.12081699197556373,0.056662664449301715,0.06212198061592033,0.046322619946747606,0.18904814576569023,0.20556328678093766,0.1472406707833349,0.19549351447426455,0.258160697386153,0.15063654511349567,0.934842989453514,0.9548412475391088,0.9105437973305063,8.315221822391482,9.313534121907303,7.346781613510162,1.0,,,,,,,,,,,,,,
verdict,discovery_leave_one_clone_out_empirical_markov_bath_scan,,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,empirical,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
