temperature_count,temperatures,restart_replicate_counts_by_temperature,minimum_restart_replicate_count,initial_configuration_decorrelation_gate_pass,independence_class,physical_time_definition_consistent,saved_frame_interval_tau,physical_time_gate_source,restart_ensemble_uncertainty_ready,core_scalar_uncertainty_ready,curve_uncertainty_ready,core_scalar_precision_ready,curve_precision_ready,precision_blockers,cooling_trend_pass_count,cooling_trend_test_count,three_temperature_trend_chain_pass,independently_prepared_parent_ensemble_ready,allowed_claim_level,next_required_action,thermodynamic_claim_allowed
3.0,0.45;0.58;0.7,0.45:3;0.58:5;0.7:5,3.0,1.0,decorrelated_parent_frames_plus_velocity_seeds,1.0,1.0,current_first_two_frames_plus_upstream_all_frame_spacing_gate,1.0,1.0,1.0,1.0,0.0,T0.45:fs_k5;T0.45:fs_k7p25;T0.45:fs_k9;T0.45:ngp_3d,10.0,10.0,1.0,0.0,three_temperature_restart_ensemble_dynamical_trends,independent_parent_samples_and_low_temperature_curve_precision,0.0
