model,replicate,realization,temperature,lag,block_size,predicted_msd,observed_msd,msd_relative_error,predicted_ngp,observed_ngp,ngp_absolute_error,surrogate_base_seed,calibration_events_only,external_cage_channel_used,calibration_cage_residual_transfer,heldout_events_used_in_calibration,heldout_cage_residual_used_in_prediction,macro_fit_parameter_count,microdynamic_closure_claim_allowed,spatial_facilitation_claim_allowed,thermodynamic_claim_allowed,predicted_fs_k2,observed_fs_k2,absolute_error_fs_k2,predicted_fs_k4,observed_fs_k4,absolute_error_fs_k4,predicted_fs_k7p25,observed_fs_k7p25,absolute_error_fs_k7p25
anchor_aware_semi_markov,1.0,1.0,0.58,20.0,20.0,0.2269652606075916,0.16660841604263024,0.3622676813007921,0.7556531358001801,0.5385549106326213,0.21709822516755883,84031.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8665828829812147,0.8977103424506039,0.031127459469389218,0.6080175928800131,0.6706091522002315,0.06259155932021843,0.28794844410634457,0.3302563514537057,0.04230790734736112
anchor_aware_semi_markov,1.0,1.0,0.58,100.0,20.0,0.712462299956516,0.6244853324897498,0.14087915742714463,0.4181626356406878,0.2825033492140283,0.13565928642665948,84031.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6486118067939406,0.6748742076596806,0.026262400865740054,0.2540548497300854,0.25770578929215066,0.0036509395620652474,0.06358990613894569,0.03757140173250425,0.02601850440644144
anchor_aware_semi_markov,1.0,1.0,0.58,200.0,20.0,1.2610291197910923,1.1970958003749623,0.053407020053118925,0.3381980276969885,0.17003137790337108,0.1681666497936174,84031.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4748602482765285,0.4733264732392782,0.001533775037250329,0.1094660871504337,0.07641999280253814,0.03304609434789556,0.01881358376690232,0.0035374896626027496,0.015276094104299571
anchor_aware_semi_markov,1.0,1.0,0.58,400.0,20.0,2.3832361053958837,2.302522122507715,0.03505459604455918,0.25587686473975824,0.08241548506967367,0.17346137967008457,84031.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2626236577648849,0.2367746362454057,0.02584902151947918,0.027022724100747395,0.005007075510426834,0.022015648590320562,0.0054740302213316305,-0.0015893870932790705,0.007063417314610701
anchor_aware_semi_markov,1.0,1.0,0.58,600.0,20.0,3.4944375971027135,3.5092386999443375,0.004217753224327159,0.21034170684910758,0.04880248109629837,0.1615392257528092,84031.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15223875457441607,0.10971466137823888,0.0425240931961772,0.014380331207656694,0.003664696471714173,0.01071563473594252,0.0007924722884395068,-0.002099056579231919,0.002891528867671426
state_schedule_without_anchor_geometry,1.0,1.0,0.58,20.0,20.0,0.23056628116327077,0.16660841604263024,0.38388135869604323,0.7962962801541591,0.5385549106326213,0.2577413695215378,84031.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8650050754647143,0.8977103424506039,0.0327052669858896,0.6057331830152796,0.6706091522002315,0.06487596918495198,0.28735265767180856,0.3302563514537057,0.04290369378189712
state_schedule_without_anchor_geometry,1.0,1.0,0.58,100.0,20.0,0.7340734590613439,0.6244853324897498,0.17548550921873396,0.43403313122654374,0.2825033492140283,0.15152978201251543,84031.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6420182043041682,0.6748742076596806,0.03285600335551242,0.24954285357626216,0.25770578929215066,0.008162935715888497,0.06241802341205118,0.03757140173250425,0.024846621679546932
state_schedule_without_anchor_geometry,1.0,1.0,0.58,200.0,20.0,1.2809915000848275,1.1970958003749623,0.07008269487169438,0.34074374245049577,0.17003137790337108,0.17071236454712468,84031.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47256550186139384,0.4733264732392782,0.0007609713778843341,0.1086648273917614,0.07641999280253814,0.03224483458922327,0.01920075997175433,0.0035374896626027496,0.015663270309151583
state_schedule_without_anchor_geometry,1.0,1.0,0.58,400.0,20.0,2.3864996276645614,2.302522122507715,0.03647196451923129,0.27975346953535407,0.08241548506967367,0.1973379844656804,84031.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.268121286226001,0.2367746362454057,0.031346649980595304,0.02527261651467946,0.005007075510426834,0.020265541004252624,0.0037828890383850384,-0.0015893870932790705,0.005372276131664109
state_schedule_without_anchor_geometry,1.0,1.0,0.58,600.0,20.0,3.4877108636103826,3.5092386999443375,0.006134617270206255,0.2546831009741639,0.04880248109629837,0.20588061987786554,84031.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16081015944479,0.10971466137823888,0.051095498066551115,0.01276866521343843,0.003664696471714173,0.009103968741724257,0.0028727700826526744,-0.002099056579231919,0.0049718266618845935
anchor_aware_semi_markov,1.0,2.0,0.58,20.0,20.0,0.22811999170041392,0.16660841604263024,0.3691984902013872,0.7532658718885372,0.5385549106326213,0.21471096125591593,84031.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8658954864270029,0.8977103424506039,0.03181485602360101,0.6063215364730546,0.6706091522002315,0.0642876157271769,0.28666154767015556,0.3302563514537057,0.04359480378355013
anchor_aware_semi_markov,1.0,2.0,0.58,100.0,20.0,0.7207849933749478,0.6244853324897498,0.1542064414888058,0.42839996593827956,0.2825033492140283,0.14589661672425125,84031.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6462320516029119,0.6748742076596806,0.028642156056768786,0.25224134957411315,0.25770578929215066,0.005464439718037506,0.06194464295172844,0.03757140173250425,0.02437324121922419
anchor_aware_semi_markov,1.0,2.0,0.58,200.0,20.0,1.2774561020528066,1.1970958003749623,0.0671293823373813,0.3473405650106578,0.17003137790337108,0.17730918710728671,84031.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47393464686239634,0.4733264732392782,0.0006081736231181578,0.1066248064946798,0.07641999280253814,0.03020481369214166,0.018140965839056448,0.0035374896626027496,0.014603476176453698
anchor_aware_semi_markov,1.0,2.0,0.58,400.0,20.0,2.403892491529176,2.302522122507715,0.044025795900304754,0.2899791995795329,0.08241548506967367,0.20756371450985922,84031.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2629683812429702,0.2367746362454057,0.026193744997564467,0.02369562743848291,0.005007075510426834,0.018688551928056074,0.0032118605883231875,-0.0015893870932790705,0.004801247681602258
anchor_aware_semi_markov,1.0,2.0,0.58,600.0,20.0,3.544652362856901,3.5092386999443375,0.010091551456196335,0.23554644675310876,0.04880248109629837,0.1867439656568104,84031.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15724548731785837,0.10971466137823888,0.04753082593961949,0.009768849147889006,0.003664696471714173,0.006104152676174833,0.0008399391323788566,-0.002099056579231919,0.0029389957116107757
state_schedule_without_anchor_geometry,1.0,2.0,0.58,20.0,20.0,0.23142983746587772,0.16660841604263024,0.38906450804178805,0.7790360664924874,0.5385549106326213,0.24048115585986607,84031.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8644227755933123,0.8977103424506039,0.03328756685729162,0.6044459853461127,0.6706091522002315,0.06616316685411883,0.28638376147118483,0.3302563514537057,0.04387258998252086
