inverse_intercept,inverse_slope,amplitude,correlation_length,inverse_space_r_squared,fit_shell_count,fit_wave_number_min,fit_wave_number_max,fit_valid,temperature,lag,raw_q0_susceptibility,minimum_q_s4,minimum_q_to_raw_q0_ratio,ensemble_correction_available,xi4_identifiable,verdict,independent_replicate_count,xi4_claim_allowed,thermodynamic_claim_allowed
-0.1480520629803045,0.9568392745971529,nan,nan,0.9786939771729627,6.0,0.41730503688538984,1.0221844074625182,False,0.45,1375.0,3.2863645652488422,24.49022515014501,7.452071936605312,0.0,0.0,xi4_not_identifiable_negative_OZ_intercept,1.0,0.0,0.0
