particle_count,frame_count,maximum_time_tau,hard_trajectory_sha256,c3_trajectory_sha256,scaled_pair_histogram_total_variation,scaled_pair_histogram_wasserstein_bin_approximation,hard_force_norm_mean,c3_force_norm_mean,force_norm_mean_relative_difference,hard_force_norm_p95,c3_force_norm_p95,hard_curvature_mean,c3_curvature_mean,curvature_mean_relative_difference,hard_curvature_p95,c3_curvature_p95,hard_msd_final,c3_msd_final,msd_final_relative_difference,maximum_msd_relative_difference_after_0p01_tau,uncertainty_scope,equilibrium_glass_claim_allowed,thermodynamic_claim_allowed
4096,201,0.2,30ef2312092c875842b45dda82352e72db4d0f10d56c11814ec65e2c5af813b5,69f2bfc6cb8e829fed614129912cc2cae16c626d25e497a35744195b6968def9,0.015640692145444675,0.0013956297472120065,26.559672011870813,26.218922097487443,-0.012829597979638901,53.757545467073825,53.37015820937025,514.1020313122842,508.189244154753,-0.01150119392144472,810.4024598803845,819.0841899309396,0.02255039820707511,0.02168358936239113,-0.038438737831778994,0.038678297481995735,single_audit_path_particle_distribution_descriptive_only,False,False
