record_type,persistence_exchange_ratio,persistence_mean,exchange_mean,diffusion_coefficient,tau_alpha,stokes_einstein_product,late_time,late_ngp,time,ngp,alpha_decay
curve,1.0,1.0,1.0,0.35,2.8964617096967666,1.0137615983938684,nan,nan,0.09535348186887042,0.23493070363219717,0.967615310199438
curve,1.0,1.0,1.0,0.35,2.8964617096967666,1.0137615983938684,nan,nan,0.09910077849706934,0.22938023662805412,0.9663642675711741
curve,1.0,1.0,1.0,0.35,2.8964617096967666,1.0137615983938684,nan,nan,0.10299534014112807,0.22407361746763318,0.9650657742749064
curve,1.0,1.0,1.0,0.35,2.8964617096967666,1.0137615983938684,nan,nan,0.1070429541691277,0.21900302293883014,0.9637181004265665
curve,1.0,1.0,1.0,0.35,2.8964617096967666,1.0137615983938684,nan,nan,0.1112496353869362,0.21416098039962858,0.9623194586676705
curve,1.0,1.0,1.0,0.35,2.8964617096967666,1.0137615983938684,nan,nan,0.11562163497628651,0.2095403559997263,0.9608680027124897
curve,1.0,1.0,1.0,0.35,2.8964617096967666,1.0137615983938684,nan,nan,0.1201654497841119,0.2051343432693542,0.9593618258983619
curve,1.0,1.0,1.0,0.35,2.8964617096967666,1.0137615983938684,nan,nan,0.1248878319769431,0.20093645203779728,0.9577989597435825
curve,1.0,1.0,1.0,0.35,2.8964617096967666,1.0137615983938684,nan,nan,0.12979579907471359,0.19694049764202118,0.956177372517766
curve,1.0,1.0,1.0,0.35,2.8964617096967666,1.0137615983938684,nan,nan,0.13489664437888327,0.19314059038337197,0.9544949678300689
curve,1.0,1.0,1.0,0.35,2.8964617096967666,1.0137615983938684,nan,nan,0.14019794781037717,0.18953112518756215,0.9527495832411892
curve,1.0,1.0,1.0,0.35,2.8964617096967666,1.0137615983938684,nan,nan,0.14570758717344426,0.18610677142003892,0.9509389889056286
curve,1.0,1.0,1.0,0.35,2.8964617096967666,1.0137615983938684,nan,nan,0.15143374986217453,0.18286246280538143,0.9490608862513051
curve,1.0,1.0,1.0,0.35,2.8964617096967666,1.0137615983938684,nan,nan,0.15738494502707076,0.1797933873955575,0.9471129067042572
curve,1.0,1.0,1.0,0.35,2.8964617096967666,1.0137615983938684,nan,nan,0.1635700162197542,0.1768949775277266,0.9450926104668644
curve,1.0,1.0,1.0,0.35,2.8964617096967666,1.0137615983938684,nan,nan,0.16999815453459458,0.17416289970780058,0.9429974853587538
curve,1.0,1.0,1.0,0.35,2.8964617096967666,1.0137615983938684,nan,nan,0.17667891226679325,0.17159304435122072,0.9408249457303353
curve,1.0,1.0,1.0,0.35,2.8964617096967666,1.0137615983938684,nan,nan,0.1836222171072151,0.16918151530742054,0.9385723314597493
curve,1.0,1.0,1.0,0.35,2.8964617096967666,1.0137615983938684,nan,nan,0.1908383868950633,0.16692461908930642,0.9362369070448839
curve,1.0,1.0,1.0,0.35,2.8964617096967666,1.0137615983938684,nan,nan,0.1983381449503195,0.1648188537238932,0.9338158608030578
curve,1.0,1.0,1.0,0.35,2.8964617096967666,1.0137615983938684,nan,nan,0.20613263600873355,0.16286089713513557,0.9313063041919472
curve,1.0,1.0,1.0,0.35,2.8964617096967666,1.0137615983938684,nan,nan,0.21423344278304238,0.16104759496516088,0.9287052712663783
curve,1.0,1.0,1.0,0.35,2.8964617096967666,1.0137615983938684,nan,nan,0.22265260317502825,0.15937594773576483,0.9260097182866992
curve,1.0,1.0,1.0,0.35,2.8964617096967666,1.0137615983938684,nan,nan,0.23140262816399382,0.15784309724846066,0.9232165234955967
curve,1.0,1.0,1.0,0.35,2.8964617096967666,1.0137615983938684,nan,nan,0.24049652039823627,0.1564463121188975,0.9203224870814295
curve,1.0,1.0,1.0,0.35,2.8964617096967666,1.0137615983938684,nan,nan,0.24994779351714785,0.15518297234050307,0.9173243313474073
curve,1.0,1.0,1.0,0.35,2.8964617096967666,1.0137615983938684,nan,nan,0.2597704922326558,0.15405055277321275,0.9142187011072634
curve,1.0,1.0,1.0,0.35,2.8964617096967666,1.0137615983938684,nan,nan,0.2699792131998425,0.1530466054566847,0.9110021643294344
curve,1.0,1.0,1.0,0.35,2.8964617096967666,1.0137615983938684,nan,nan,0.28058912670776076,0.15216874065407288,0.9076712130531772
curve,1.0,1.0,1.0,0.35,2.8964617096967666,1.0137615983938684,nan,nan,0.2916159992226755,0.15141460654292907,0.9042222646015221
curve,1.0,1.0,1.0,0.35,2.8964617096967666,1.0137615983938684,nan,nan,0.30307621681723335,0.1507818674848811,0.9006516631174672
curve,1.0,1.0,1.0,0.35,2.8964617096967666,1.0137615983938684,nan,nan,0.3149868095203749,0.1502681808261652,0.8969556814513688
curve,1.0,1.0,1.0,0.35,2.8964617096967666,1.0137615983938684,nan,nan,0.32736547662417326,0.14987117220769278,0.8931305234290631
curve,1.0,1.0,1.0,0.35,2.8964617096967666,1.0137615983938684,nan,nan,0.3402306129852081,0.1495884093968739,0.889172326531858
