record,model,held_clone_index,history_length,history_time_tau,slow_mode_count,state_mode_count,captured_force_history_variance_fraction,trajectory_sha256,lag_frames,observed_msd,predicted_msd,observed_ngp,predicted_ngp,wave_number,observed_fs,predicted_fs,fs_scaled_absolute_error
held_curve,hankel_slow_2,1.0,64.0,0.63,2.0,3.0,0.3454238286360943,a77d5177fa9d632ef97a680d4f953885d10ed6e175ae76487b24861160dcce18,64.0,0.036410270149510864,0.3654251496251269,0.1369306002645696,-0.0006481408065983629,3.0,0.9470169955776053,0.5777326755652564,0.3899447652331886
held_curve,hankel_slow_2,1.0,64.0,0.63,2.0,3.0,0.3454238286360943,a77d5177fa9d632ef97a680d4f953885d10ed6e175ae76487b24861160dcce18,64.0,0.036410270149510864,0.3654251496251269,0.1369306002645696,-0.0006481408065983629,7.25,0.7310726749750059,0.03798544241038348,0.9480414961321292
held_curve,hankel_slow_2,1.0,64.0,0.63,2.0,3.0,0.3454238286360943,a77d5177fa9d632ef97a680d4f953885d10ed6e175ae76487b24861160dcce18,128.0,0.04316231874540734,0.9337311801479516,0.15391691704150134,0.0029540938823244822,1.0,0.9928353822872772,0.8560211450276892,0.1378015325606121
held_curve,hankel_slow_2,1.0,64.0,0.63,2.0,3.0,0.3454238286360943,a77d5177fa9d632ef97a680d4f953885d10ed6e175ae76487b24861160dcce18,128.0,0.04316231874540734,0.9337311801479516,0.15391691704150134,0.0029540938823244822,3.0,0.937554742216891,0.2500669107812144,0.7332775362109312
held_curve,hankel_slow_2,1.0,64.0,0.63,2.0,3.0,0.3454238286360943,a77d5177fa9d632ef97a680d4f953885d10ed6e175ae76487b24861160dcce18,128.0,0.04316231874540734,0.9337311801479516,0.15391691704150134,0.0029540938823244822,7.25,0.6907725807529485,0.007225029243672806,0.9895406542688804
held_curve,hankel_slow_2,1.0,64.0,0.63,2.0,3.0,0.3454238286360943,a77d5177fa9d632ef97a680d4f953885d10ed6e175ae76487b24861160dcce18,256.0,0.0540129049835863,2.1127331802105704,0.17838953745308017,0.00220180314838192,1.0,0.9910430128269488,0.7027218758773504,0.29092696605282836
held_curve,hankel_slow_2,1.0,64.0,0.63,2.0,3.0,0.3454238286360943,a77d5177fa9d632ef97a680d4f953885d10ed6e175ae76487b24861160dcce18,256.0,0.0540129049835863,2.1127331802105704,0.17838953745308017,0.00220180314838192,3.0,0.9225371690957154,0.029883623393572725,0.9676071334633973
held_curve,hankel_slow_2,1.0,64.0,0.63,2.0,3.0,0.3454238286360943,a77d5177fa9d632ef97a680d4f953885d10ed6e175ae76487b24861160dcce18,256.0,0.0540129049835863,2.1127331802105704,0.17838953745308017,0.00220180314838192,7.25,0.6315710012323086,0.008387413928745032,0.9867197608623898
held_curve,hankel_slow_2,1.0,64.0,0.63,2.0,3.0,0.3454238286360943,a77d5177fa9d632ef97a680d4f953885d10ed6e175ae76487b24861160dcce18,400.0,0.06649580226662068,3.496414754331403,0.24139108809708065,0.011300401611137323,1.0,0.9889912512832166,0.558819584291312,0.4349600326936732
held_curve,hankel_slow_2,1.0,64.0,0.63,2.0,3.0,0.3454238286360943,a77d5177fa9d632ef97a680d4f953885d10ed6e175ae76487b24861160dcce18,400.0,0.06649580226662068,3.496414754331403,0.24139108809708065,0.011300401611137323,3.0,0.9060171168380354,-0.003206545984609732,1.0035391671139728
held_curve,hankel_slow_2,1.0,64.0,0.63,2.0,3.0,0.3454238286360943,a77d5177fa9d632ef97a680d4f953885d10ed6e175ae76487b24861160dcce18,400.0,0.06649580226662068,3.496414754331403,0.24139108809708065,0.011300401611137323,7.25,0.5791997277742773,-0.007616405253532163,1.0131498771292593
held_curve,hankel_slow_4,1.0,64.0,0.63,4.0,5.0,0.607857508330712,a77d5177fa9d632ef97a680d4f953885d10ed6e175ae76487b24861160dcce18,1.0,0.00017184456337676634,0.00016991512613228732,0.006096013908619247,0.003376877654092336,1.0,0.9999713596495858,0.9999716812125891,3.2157221316581355e-07
held_curve,hankel_slow_4,1.0,64.0,0.63,4.0,5.0,0.607857508330712,a77d5177fa9d632ef97a680d4f953885d10ed6e175ae76487b24861160dcce18,1.0,0.00017184456337676634,0.00016991512613228732,0.006096013908619247,0.003376877654092336,3.0,0.999742266374433,0.99974515973086,2.894102334490266e-06
held_curve,hankel_slow_4,1.0,64.0,0.63,4.0,5.0,0.607857508330712,a77d5177fa9d632ef97a680d4f953885d10ed6e175ae76487b24861160dcce18,1.0,0.00017184456337676634,0.00016991512613228732,0.006096013908619247,0.003376877654092336,7.25,0.9984957026299639,0.9985125780559337,1.6900849873858884e-05
held_curve,hankel_slow_4,1.0,64.0,0.63,4.0,5.0,0.607857508330712,a77d5177fa9d632ef97a680d4f953885d10ed6e175ae76487b24861160dcce18,2.0,0.0006760754790630951,0.000669967896831382,0.006297379164590611,0.005176254410064862,1.0,0.9998873271029378,0.9998883449289179,1.0179406743789964e-06
held_curve,hankel_slow_4,1.0,64.0,0.63,4.0,5.0,0.607857508330712,a77d5177fa9d632ef97a680d4f953885d10ed6e175ae76487b24861160dcce18,2.0,0.0006760754790630951,0.000669967896831382,0.006297379164590611,0.005176254410064862,3.0,0.9989864009318942,0.9989955538536113,9.162208523124631e-06
held_curve,hankel_slow_4,1.0,64.0,0.63,4.0,5.0,0.607857508330712,a77d5177fa9d632ef97a680d4f953885d10ed6e175ae76487b24861160dcce18,2.0,0.0006760754790630951,0.000669967896831382,0.006297379164590611,0.005176254410064862,7.25,0.994094805471887,0.9941480229233257,5.353357762839555e-05
held_curve,hankel_slow_4,1.0,64.0,0.63,4.0,5.0,0.607857508330712,a77d5177fa9d632ef97a680d4f953885d10ed6e175ae76487b24861160dcce18,4.0,0.0025509729833545023,0.002590559145031967,0.007367262060328006,0.01165629770533827,1.0,0.9995749283246746,0.9995683339494927,6.59717945603577e-06
held_curve,hankel_slow_4,1.0,64.0,0.63,4.0,5.0,0.607857508330712,a77d5177fa9d632ef97a680d4f953885d10ed6e175ae76487b24861160dcce18,4.0,0.0025509729833545023,0.002590559145031967,0.007367262060328006,0.01165629770533827,3.0,0.9961808617522988,0.9961217508463379,5.9337524168968346e-05
held_curve,hankel_slow_4,1.0,64.0,0.63,4.0,5.0,0.607857508330712,a77d5177fa9d632ef97a680d4f953885d10ed6e175ae76487b24861160dcce18,4.0,0.0025509729833545023,0.002590559145031967,0.007367262060328006,0.01165629770533827,7.25,0.9779005906606164,0.9775628677775979,0.00034535502508524843
held_curve,hankel_slow_4,1.0,64.0,0.63,4.0,5.0,0.607857508330712,a77d5177fa9d632ef97a680d4f953885d10ed6e175ae76487b24861160dcce18,8.0,0.00832404917297206,0.00952038557972301,0.014765669429553485,0.01296361300510318,1.0,0.9986136288368089,0.998414524436787,0.0001993808158354778
held_curve,hankel_slow_4,1.0,64.0,0.63,4.0,5.0,0.607857508330712,a77d5177fa9d632ef97a680d4f953885d10ed6e175ae76487b24861160dcce18,8.0,0.00832404917297206,0.00952038557972301,0.014765669429553485,0.01296361300510318,3.0,0.9875922293957351,0.985820684571333,0.001793801906973334
held_curve,hankel_slow_4,1.0,64.0,0.63,4.0,5.0,0.607857508330712,a77d5177fa9d632ef97a680d4f953885d10ed6e175ae76487b24861160dcce18,8.0,0.00832404917297206,0.00952038557972301,0.014765669429553485,0.01296361300510318,7.25,0.9296946394219306,0.9199745871137629,0.010455102025985137
held_curve,hankel_slow_4,1.0,64.0,0.63,4.0,5.0,0.607857508330712,a77d5177fa9d632ef97a680d4f953885d10ed6e175ae76487b24861160dcce18,16.0,0.01841706918041355,0.03188355383999121,0.058647658035706485,-0.0017127859860708305,1.0,0.9969354187052918,0.9946999578535606,0.002242332662465112
held_curve,hankel_slow_4,1.0,64.0,0.63,4.0,5.0,0.607857508330712,a77d5177fa9d632ef97a680d4f953885d10ed6e175ae76487b24861160dcce18,16.0,0.01841706918041355,0.03188355383999121,0.058647658035706485,-0.0017127859860708305,3.0,0.9727701312672095,0.9532842023397389,0.0200313807971125
held_curve,hankel_slow_4,1.0,64.0,0.63,4.0,5.0,0.607857508330712,a77d5177fa9d632ef97a680d4f953885d10ed6e175ae76487b24861160dcce18,16.0,0.01841706918041355,0.03188355383999121,0.058647658035706485,-0.0017127859860708305,7.25,0.851516840148548,0.7559055129644733,0.11228354235178159
