temperature,threshold,block_count,half_window,source_doi,thermodynamic_claim_allowed,event_count_mean,event_count_standard_error,event_count_ci95_low,event_count_ci95_high,event_rate_mean,event_rate_standard_error,event_rate_ci95_low,event_rate_ci95_high,exchange_mean_mean,exchange_mean_standard_error,exchange_mean_ci95_low,exchange_mean_ci95_high,exchange_cv2_mean,exchange_cv2_standard_error,exchange_cv2_ci95_low,exchange_cv2_ci95_high,stationary_persistence_mean_mean,stationary_persistence_mean_standard_error,stationary_persistence_mean_ci95_low,stationary_persistence_mean_ci95_high,persistence_exchange_ratio_mean,persistence_exchange_ratio_standard_error,persistence_exchange_ratio_ci95_low,persistence_exchange_ratio_ci95_high,jump_squared_mean_mean,jump_squared_mean_standard_error,jump_squared_mean_ci95_low,jump_squared_mean_ci95_high,count_fano_mean,count_fano_standard_error,count_fano_ci95_low,count_fano_ci95_high,jump_correlation_lag1_over_q_mean,jump_correlation_lag1_over_q_standard_error,jump_correlation_lag1_over_q_ci95_low,jump_correlation_lag1_over_q_ci95_high,jump_correlation_lag2_over_q_mean,jump_correlation_lag2_over_q_standard_error,jump_correlation_lag2_over_q_ci95_low,jump_correlation_lag2_over_q_ci95_high,uncorrelated_diffusion_mean,uncorrelated_diffusion_standard_error,uncorrelated_diffusion_ci95_low,uncorrelated_diffusion_ci95_high,correlated_diffusion_mean,correlated_diffusion_standard_error,correlated_diffusion_ci95_low,correlated_diffusion_ci95_high
0.45,0.16,8.0,5.0,10.5281/zenodo.7469766,0.0,8681.125,357.1021981320113,7981.204691661258,9381.045308338742,0.00026493723525541446,1.089831894791589e-05,0.0002435765301174993,0.0002862979403933296,1491.5622563983743,32.442310957021945,1427.9753269226112,1555.1491858741374,1.5678433037161068,0.03364266687502063,1.5019036766410663,1.6337829307911473,1915.1909547428384,48.30992674126923,1820.5034983299506,2009.878411155726,1.2839216518580532,0.016821333437510314,1.250951838320533,1.3168914653955734,0.22704680432700647,0.0006241539715449172,0.22582346254277844,0.2282701461112345,2.1059295841303323,0.09769689018626927,1.9144436793652444,2.29741548889542,0.11184890961134211,0.0029532949542897427,0.10606045150093421,0.11763736772175001,0.008659338787385864,0.001954682933784096,0.004828160237169036,0.012490517337602692,1.0027850502403407e-05,4.2152579499250406e-07,9.201659944218099e-06,1.0854041060588716e-05,1.2449399745220285e-05,5.388188334032659e-07,1.1393314831749884e-05,1.3505484658690686e-05
0.45,0.18,8.0,5.0,10.5281/zenodo.7469766,0.0,7103.875,289.7986023270545,6535.869739438973,7671.880260561027,0.00021680150926291897,8.844296157630853e-06,0.0001994666887939625,0.00023413632973187545,1630.7654819932732,32.20770326894392,1567.6383835861432,1693.8925804004032,1.450861047312833,0.028933869864062812,1.3941506623792699,1.507571432246396,1997.9635206415796,42.4954876484008,1914.672364850714,2081.254676432445,1.2254305236564167,0.0144669349320314,1.1970753311896352,1.2537857161231982,0.25059613799617486,0.000725493548163356,0.2491741706417747,0.25201810535057506,1.9072114907404676,0.08611599420977714,1.7384241420893045,2.0759988393916307,0.11200847375621856,0.0030764500888987656,0.10597863158197697,0.11803831593046014,0.01022370327486639,0.00389851695525634,0.0025826100425639644,0.017864796507168816,9.05636238917687e-06,3.757617770423234e-07,8.319869306173916e-06,9.792855472179824e-06,1.1268543101320929e-05,4.6639216133079293e-07,1.0354414465112575e-05,1.2182671737529283e-05
0.45,0.2,8.0,5.0,10.5281/zenodo.7469766,0.0,5831.125,248.5200794920086,5344.0256441956635,6318.2243558043365,0.00017795874796512303,7.58452651771154e-06,0.00016309307599040842,0.00019282441993983765,1781.9741267697298,29.19481850802587,1724.752282493999,1839.1959710454605,1.3236281999601234,0.026294706965229057,1.2720905743082744,1.3751658256119723,2070.1358264302544,39.3733681955487,1992.964024766979,2147.3076280935297,1.161814099980062,0.01314735348261453,1.1360452871541373,1.1875829128059865,0.27369399912115644,0.0007517867839272256,0.27222049702465906,0.2751675012176538,1.7542242171919713,0.07317508133888333,1.61080105776776,1.8976473766161825,0.10965508665593696,0.003660881133464205,0.10247975963434712,0.11683041367752679,0.008925158783150913,0.004932457651081625,-0.0007424582129690709,0.018592775779270897,8.118361625704827e-06,3.492744877794574e-07,7.4337836296570906e-06,8.802939621752563e-06,1.0033213176046955e-05,4.0697592256018443e-07,9.235540367828993e-06,1.0830885984264916e-05
0.45,0.22,8.0,5.0,10.5281/zenodo.7469766,0.0,4893.375,203.4203896140067,4494.671036356547,5292.078963643453,0.00014933977376987013,6.208139569343161e-06,0.00013717182021395755,0.00016150772732578271,1896.3113267305616,25.6959640973761,1845.9472370997046,1946.6754163614187,1.2403596480570358,0.022565998628334895,1.1961302907454994,1.2845890053685722,2124.3733759609936,37.06038514269804,2051.7350210813056,2197.0117308406816,1.1201798240285181,0.011282999314167444,1.09806514537275,1.1422945026842863,0.29611644653304103,0.0007844905282105041,0.29457884509774845,0.2976540479683336,1.6211433243717548,0.05915535400671527,1.5051988305185928,1.7370878182249168,0.10522272814866869,0.00546352443624225,0.09451422025363387,0.1159312360437035,0.02121918980618711,0.005786492253978196,0.009877664988389845,0.032560714623984376,7.370656912185107e-06,3.088880935115734e-07,6.765236248902423e-06,7.976077575467791e-06,9.22400340184441e-06,3.6630686040431534e-07,8.506041955451953e-06,9.941964848236868e-06
0.45,0.24,8.0,5.0,10.5281/zenodo.7469766,0.0,4102.125,171.9120869078146,3765.1773096606835,4439.072690339317,0.0001251917990090129,5.246545005669764e-06,0.00011490857079790016,0.00013547502722012565,1993.2297512222426,29.92966701096004,1934.567603880761,2051.891898563724,1.168196432920023,0.024758922387153933,1.1196689450412012,1.2167239207988447,2161.0958591583203,42.13433860148104,2078.5125554994174,2243.679162817223,1.0840982164600117,0.012379461193576984,1.0598344725206008,1.1083619603994226,0.3182685881248656,0.000973664981849884,0.3163602047604398,0.32017697148929136,1.5186329883493443,0.05136101910099345,1.4179653909113972,1.6193005857872915,0.0975267587803342,0.004682738525021705,0.08834859127129166,0.10670492628937675,0.01583263392230464,0.005199969837461564,0.005640693040879975,0.026024574803729307,6.640548904293644e-06,2.789946405233943e-07,6.093719408867791e-06,7.187378399719497e-06,8.143603215522667e-06,3.519652513451818e-07,7.453751322886111e-06,8.833455108159224e-06
