peak_time,peak_ngp,true_jump_to_cage_variance,diagnostic_jump_to_cage_variance,true_renewal_rate,diagnostic_renewal_rate,target_renewal_count,renewal_rate_times_peak_time
11.30637498610339,0.2000000191777156,0.8,0.8000000767108624,0.18,0.18001006293293054,1.249999880139289,2.035261272791783
