halo_radius_lower_bound,mean_integrated_neighbor_excess_over_self_jump_squared,standard_deviation_integrated_neighbor_excess_over_self_jump_squared,standard_error_integrated_neighbor_excess_over_self_jump_squared,ci95_low_integrated_neighbor_excess_over_self_jump_squared,ci95_high_integrated_neighbor_excess_over_self_jump_squared,ci95_critical_value,ci95_method,independent_replicate_count,spatial_measurement_claim_allowed,spatial_model_claim_allowed,thermodynamic_claim_allowed,temperature,threshold,half_window,heldout_start,event_selection_mode,selected_events_min,selected_events_max
4.0,-0.9600753796125425,0.0015897618939052624,0.0009178494573936126,-0.9640245670860448,-0.9561261921390403,4.302652729911275,student_t_independent_replicates,3.0,0.0,0.0,0.0,0.45,0.15,5.0,5000.0,all_valid,4158.0,5644.0
