low_temperature_diffusion_transfer_pass,low_temperature_alpha_transfer_pass,low_temperature_ngp_transfer_pass,low_temperature_multik_fs_transfer_pass,low_temperature_count_kernel_identifiable,high_temperature_count_kernel_identifiable,high_temperature_diffusion_transfer_pass,high_temperature_joint_macro_transfer_pass,independent_count_jump_kernel_rejected,additional_exchange_clock_supported,next_minimal_extension,heldout_macro_closure_claim_allowed,spatial_facilitation_claim_allowed,thermodynamic_claim_allowed
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,mobility_state_conditioned_jump_cage_kernel,0.0,0.0,0.0
