temperature,calibration_horizon,scoring_horizon,independent_replicate_count,common_block_sizes,replica_block_count,second_clock_calibration_selection_fraction,conditional_shape_distribution_pass_fraction,full_hybrid_transfer_pass_fraction,maximum_mean_relative_error,maximum_fano_relative_error,maximum_count_tv_distance,maximum_identity_rmse,maximum_pair_tv_distance,event_level_outcome,conditional_event_shape_closure_claim_allowed,absolute_rate_transfer_claim_allowed,macro_observable_prediction_claim_allowed,spatial_facilitation_claim_allowed,thermodynamic_claim_allowed
0.58,300.0,600.0,5.0,20;50,10.0,0.0,1.0,1.0,0.04875713152673056,0.04051675167765256,0.019810862446632375,0.015590493948195134,0.028895888447885505,two_clock_hmm_full_event_shape_and_rate_closure,1.0,1.0,0.0,0.0,0.0
