diffusion,alpha_relaxation_time,diffusion_alpha_product,ngp_peak,ngp_peak_time,overlap_chi4_peak,overlap_chi4_peak_time,replicate,temperature,independence_class,thermodynamic_claim_allowed
0.0009574251277569111,16.825178564837064,0.016108848736971968,0.55044072926383,16.0,4.156380100405137,16.0,1.0,0.58,decorrelated_parent_frames_plus_velocity_seeds,0.0
0.0009795043459442027,16.640935782575475,0.01629986891961107,0.5395395224895283,16.0,6.072552042202254,32.0,2.0,0.58,decorrelated_parent_frames_plus_velocity_seeds,0.0
0.0009449469484777881,16.187687134861992,0.015296505561000987,0.5267710831001113,16.0,5.325446552106952,16.0,3.0,0.58,decorrelated_parent_frames_plus_velocity_seeds,0.0
0.0009170516927901744,17.370795283304,0.01592991721966551,0.5617461060061673,16.0,4.414831728003466,16.0,4.0,0.58,decorrelated_parent_frames_plus_velocity_seeds,0.0
0.0009567402834413065,17.077297167553986,0.016338538132497023,0.5526186035054879,16.0,6.329521450467774,32.0,5.0,0.58,decorrelated_parent_frames_plus_velocity_seeds,0.0
