model,mean_observed_diffusion,mean_predicted_diffusion,mean_coverage,standard_deviation_coverage,standard_error_coverage,ci95_low_coverage,ci95_high_coverage,ci95_critical_value,ci95_method,replicates_within_tolerance,independent_replicate_count,temperature,calibration_time,heldout_time,thermodynamic_claim_allowed
fixed_phop_direction_correlated,0.0009860833796362081,0.00036924488426782977,0.37454516911538593,0.011734223807391187,0.0052477044193046185,0.35997520586688275,0.3891151323638891,2.7764451051977987,student_t_independent_replicates,0.0,5.0,0.58,750.0,750.0,0.0
debye_waller_uncorrelated,0.0009860833796362081,0.0007794994603073121,0.7908436558526989,0.025774781494826243,0.011526832705527025,0.7588400376090045,0.8228472740963932,2.7764451051977987,student_t_independent_replicates,2.0,5.0,0.58,750.0,750.0,0.0
debye_waller_direction_correlated,0.0009860833796362081,0.0008264785630520913,0.8384311655512935,0.019481473962482364,0.00871238001640055,0.8142417207001351,0.8626206104024519,2.7764451051977987,student_t_independent_replicates,5.0,5.0,0.58,750.0,750.0,0.0
