threshold_scales,independent_replicate_count,threshold_robust_dominant_mechanism,dominant_mechanism,gamma_shape_misspecification_supported,empirical_waiting_law_sufficient,gamma_shape_misspecification_sufficient,median_window_particle_conditioned_shuffle_sufficient,all_window_particle_conditioned_shuffle_sufficient,temporal_waiting_memory_supported,temporal_waiting_memory_dominant,temporal_waiting_memory_parameter_claim_allowed,long_window_shuffle_failure_any_threshold,long_window_shuffle_failure_all_thresholds,persistent_particle_environment_supported,finite_exchange_supported_by_prior_identity_decay,maximum_sequence_shuffle_relative_error,maximum_median_sequence_shuffle_relative_error,minimum_temporal_ordering_contribution_fraction,minimum_particle_identity_contribution_fraction,spatial_cooperation_test_required,spatial_cooperation_proven,minimal_model_implication,thermodynamic_claim_allowed,temperature,calibration_time,count_windows,shuffle_replicates,event_definition
0.9;1;1.1,3.0,1.0,mixed_particle_environment_and_event_memory,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.1971491784740136,0.11178191462078668,0.07244208930095337,0.08748488896548952,1.0,0.0,finite_exchange_particle_conditioned_renewal,0.0,0.45,5000.0,50;100;200;500;1000,32.0,debye_waller_finite_duration_cage_jump
