ridge_relative,heldout_velocity_r_squared,maximum_held_residual_state_correlation,maximum_held_residual_lag_correlation,bilinear_to_baseline_lag_ratio,every_fold_lag_improves,teacher_forced_state_dependent_memory_gate_pass
1e-8,0.9783781020030075,0.02057052761155174,0.8608717313347608,1.0041725462117985,0,0
1e-6,0.9783544674755799,0.021823656474114266,0.8607831273321492,1.0040691931759531,0,0
1e-5,0.9764099780334878,0.14955930892162775,0.8601409657939394,1.0033201373486655,0,0
1e-4,0.921509792215379,0.4255743159591968,0.859382278442586,1.0024351588069655,0,0
1e-3,0.798539328366902,0.47280912822168397,0.9405994766798087,1.0971717819083069,0,0
