block_index,lag,origin_count,particle_count,msd,ngp_3d,overlap_mean,overlap_chi4,fs_k5,fs_k7p25,fs_k9,temperature,block_size,origin_stride,overlap_radius
0.0,1.0,625.0,3277.0,0.03077744565572864,0.14209006220199183,0.9561310955141898,0.12485005475740002,0.8806331622654618,0.7673561035001907,0.6673754824731227,0.45,9999.0,16.0,0.3
0.0,2.0,625.0,3277.0,0.03213027665028502,0.19780844012257837,0.9490519377479403,0.21999918637778462,0.8761595142026011,0.7599519982547557,0.6583322102361849,0.45,9999.0,16.0,0.3
0.0,4.0,625.0,3277.0,0.03297166133473154,0.2839985001068128,0.9441186451022276,0.27418810551113815,0.8737658093923926,0.7565844798608474,0.6548746054065404,0.45,9999.0,16.0,0.3
0.0,8.0,625.0,3277.0,0.03537601366226212,0.40693362401343514,0.9328112297833384,0.4486802741043636,0.8662610320848865,0.7445881003044444,0.6404841934708765,0.45,9999.0,16.0,0.3
0.0,16.0,624.0,3277.0,0.038812960232150986,0.6037416968501064,0.9179968388848462,0.8026927134650547,0.8561759380071593,0.7290093544134253,0.6221480068139537,0.45,9999.0,16.0,0.3
0.0,32.0,623.0,3277.0,0.04367150171161098,0.9108886833308119,0.8988754248566423,1.6238345588476977,0.8431852977287224,0.7100058742146075,0.6005539195847728,0.45,9999.0,16.0,0.3
0.0,64.0,621.0,3277.0,0.05189504508277097,1.3220095589530034,0.8695268884731675,3.2319479323795552,0.8230701216853323,0.6820269201156588,0.5697327674890764,0.45,9999.0,16.0,0.3
0.0,128.0,617.0,3277.0,0.06663659135365127,1.7328346133300605,0.8243412537359495,6.6407059955718335,0.7909895735228688,0.6400126711513295,0.5250409438390373,0.45,9999.0,16.0,0.3
0.0,256.0,609.0,3277.0,0.09427300391653459,2.017690582944843,0.7544446966542449,13.67064747332395,0.7397777908348349,0.5777048026687375,0.4616640749865903,0.45,9999.0,16.0,0.3
0.0,512.0,593.0,3277.0,0.14720165598133325,1.9898274668129927,0.6527455653152099,26.82470377263215,0.6604758382337457,0.4897875031910701,0.3769943671558161,0.45,9999.0,16.0,0.3
0.0,1024.0,561.0,3277.0,0.24895197439491115,1.6585272792565178,0.5200628591104097,41.370887818831264,0.5469333516432988,0.3782746739266314,0.2777368308558615,0.45,9999.0,16.0,0.3
0.0,2048.0,497.0,3277.0,0.43835848866528515,1.2355976877393755,0.37050990716959675,32.993068034533984,0.4069624258641954,0.2565250353843464,0.17715510924572647,0.45,9999.0,16.0,0.3
0.0,4096.0,369.0,3277.0,0.8121125151019309,0.8459515790963696,0.20988279153465927,11.197989177027429,0.24474716048180314,0.13131387323514024,0.08003369737642166,0.45,9999.0,16.0,0.3
0.0,8192.0,113.0,3277.0,1.6283004441854492,0.5360345975332816,0.07657014158751935,0.5388272869526162,0.08699150550661958,0.03525268126737335,0.01657989915728433,0.45,9999.0,16.0,0.3
1.0,1.0,625.0,3277.0,0.030420859029856608,0.1421934340396227,0.9577935916997254,0.12379604877631978,0.8819212073549185,0.7696665763795536,0.6703974269226743,0.45,9999.0,16.0,0.3
1.0,2.0,625.0,3277.0,0.03157007778274388,0.19136995519078082,0.9516196521208421,0.1979660061763807,0.878115390252088,0.7633730178814212,0.6627324559789617,0.45,9999.0,16.0,0.3
1.0,4.0,625.0,3277.0,0.0322725669890443,0.28125666031313146,0.9473401281660055,0.25135843486115356,0.8762179217683154,0.7608903606531082,0.6604261634810872,0.45,9999.0,16.0,0.3
1.0,8.0,625.0,3277.0,0.03416093764084608,0.39150030523318624,0.9387039365273118,0.3484933671528838,0.8703255185883995,0.7514331473940343,0.6490256460819555,0.45,9999.0,16.0,0.3
1.0,16.0,624.0,3277.0,0.03688312116304276,0.5637350613017331,0.9271378606136006,0.617170943381009,0.8622630205076093,0.7388941066001117,0.6341587908675488,0.45,9999.0,16.0,0.3
1.0,32.0,623.0,3277.0,0.040554904903793716,0.8631987760391864,0.9128558350407604,1.0169769121076717,0.8524853145335473,0.7246567411214786,0.6180258588830073,0.45,9999.0,16.0,0.3
1.0,64.0,621.0,3277.0,0.04672048209343083,1.309403169784305,0.891537515411419,1.828733785214012,0.8375152645917923,0.703771911238919,0.5948093313408207,0.45,9999.0,16.0,0.3
1.0,128.0,617.0,3277.0,0.05753465974113808,1.8703429804112197,0.858788897027512,3.349384201558196,0.8142461285002532,0.6729696753261447,0.5615260771044024,0.45,9999.0,16.0,0.3
1.0,256.0,609.0,3277.0,0.07691328647384559,2.366462034614803,0.8102699162646759,5.932188743500179,0.7784762626989977,0.6285913109496556,0.5152771025721914,0.45,9999.0,16.0,0.3
