lag,metric,mean,standard_deviation,standard_error,ci95_low,ci95_high,ci95_critical_value,ci95_method,independent_replicate_count,temperature,independence_class,thermodynamic_claim_allowed
8.0,overlap_chi4,2.673000107192105,0.2681410593767851,0.11991632726505978,2.3400590073237324,3.0059412070604776,2.7764451051977987,student_t_independent_replicates,5.0,0.7,decorrelated_parent_frames_plus_velocity_seeds,0.0
8.0,fs_k5,0.48147349948913104,0.001938879114108736,0.000867093099860341,0.47906606309627303,0.48388093588198905,2.7764451051977987,student_t_independent_replicates,5.0,0.7,decorrelated_parent_frames_plus_velocity_seeds,0.0
8.0,fs_k7p25,0.24893315619740847,0.0021071141710846224,0.0009423301045796674,0.24631682839106772,0.2515494840037492,2.7764451051977987,student_t_independent_replicates,5.0,0.7,decorrelated_parent_frames_plus_velocity_seeds,0.0
8.0,fs_k9,0.13853207541257495,0.0016916598600449995,0.0007565332883736799,0.13643160226715065,0.14063254855799925,2.7764451051977987,student_t_independent_replicates,5.0,0.7,decorrelated_parent_frames_plus_velocity_seeds,0.0
16.0,msd,0.342681060751689,0.0015300547493077169,0.0006842612857496909,0.3407812468541929,0.34458087464918513,2.7764451051977987,student_t_independent_replicates,5.0,0.7,decorrelated_parent_frames_plus_velocity_seeds,0.0
16.0,ngp_3d,0.2560773125250756,0.006779562856159082,0.003031912680820867,0.24765937340302335,0.26449525164712784,2.7764451051977987,student_t_independent_replicates,5.0,0.7,decorrelated_parent_frames_plus_velocity_seeds,0.0
16.0,overlap_mean,0.2061028960278916,0.0018407831609556582,0.0008232232559467577,0.20381726184843324,0.20838853020735,2.7764451051977987,student_t_independent_replicates,5.0,0.7,decorrelated_parent_frames_plus_velocity_seeds,0.0
16.0,overlap_chi4,1.4437039057149867,0.26309041447851433,0.11765761020051058,1.1170340097845086,1.7703738016454649,2.7764451051977987,student_t_independent_replicates,5.0,0.7,decorrelated_parent_frames_plus_velocity_seeds,0.0
16.0,fs_k5,0.297713314547912,0.0020909759343776925,0.0009351128657169319,0.29511702500908477,0.30030960408673923,2.7764451051977987,student_t_independent_replicates,5.0,0.7,decorrelated_parent_frames_plus_velocity_seeds,0.0
16.0,fs_k7p25,0.10930615729174764,0.0015971171976190764,0.0007142525243820439,0.10732307436655195,0.11128924021694334,2.7764451051977987,student_t_independent_replicates,5.0,0.7,decorrelated_parent_frames_plus_velocity_seeds,0.0
16.0,fs_k9,0.04700747897217108,0.0009976316843178558,0.00044615445252846727,0.04576875562628621,0.048246202318055945,2.7764451051977987,student_t_independent_replicates,5.0,0.7,decorrelated_parent_frames_plus_velocity_seeds,0.0
32.0,msd,0.6335934431157135,0.0025888982449718085,0.0011577904925173734,0.6303789013699191,0.6368079848615079,2.7764451051977987,student_t_independent_replicates,5.0,0.7,decorrelated_parent_frames_plus_velocity_seeds,0.0
32.0,ngp_3d,0.17140247253935598,0.0030475881586507765,0.00136292285803331,0.1676183920414072,0.17518655303730477,2.7764451051977987,student_t_independent_replicates,5.0,0.7,decorrelated_parent_frames_plus_velocity_seeds,0.0
32.0,overlap_mean,0.08917144181105122,0.0009883617429686882,0.0004420088087276323,0.08794422861760508,0.09039865500449736,2.7764451051977987,student_t_independent_replicates,5.0,0.7,decorrelated_parent_frames_plus_velocity_seeds,0.0
32.0,overlap_chi4,0.4163595470146694,0.10010337492793299,0.04476759022320125,0.2920647902679614,0.5406543037613774,2.7764451051977987,student_t_independent_replicates,5.0,0.7,decorrelated_parent_frames_plus_velocity_seeds,0.0
32.0,fs_k5,0.11708337755235129,0.001205677733044212,0.0005391954740089404,0.11558633091779437,0.11858042418690821,2.7764451051977987,student_t_independent_replicates,5.0,0.7,decorrelated_parent_frames_plus_velocity_seeds,0.0
32.0,fs_k7p25,0.0234704472783161,0.0005168114323522657,0.00023112509885774002,0.02282874112890417,0.02411215342772803,2.7764451051977987,student_t_independent_replicates,5.0,0.7,decorrelated_parent_frames_plus_velocity_seeds,0.0
32.0,fs_k9,0.006683932561021522,0.00036981545665762215,0.00016538650004331405,0.006224746022510467,0.0071431190995325765,2.7764451051977987,student_t_independent_replicates,5.0,0.7,decorrelated_parent_frames_plus_velocity_seeds,0.0
64.0,msd,1.2161468674548797,0.008207222732732061,0.003670381587374095,1.2059562544624067,1.2263374804473526,2.7764451051977987,student_t_independent_replicates,5.0,0.7,decorrelated_parent_frames_plus_velocity_seeds,0.0
64.0,ngp_3d,0.10132395834290855,0.003995960018804702,0.0017870476474837304,0.0963623186492971,0.10628559803652,2.7764451051977987,student_t_independent_replicates,5.0,0.7,decorrelated_parent_frames_plus_velocity_seeds,0.0
64.0,overlap_mean,0.03201215434459385,0.00036328714793125807,0.00016246695162526302,0.03156107377199748,0.03246323491719021,2.7764451051977987,student_t_independent_replicates,5.0,0.7,decorrelated_parent_frames_plus_velocity_seeds,0.0
64.0,overlap_chi4,0.063380725202044,0.01284688679874056,0.0057453024362457104,0.04742920837504862,0.0793322420290394,2.7764451051977987,student_t_independent_replicates,5.0,0.7,decorrelated_parent_frames_plus_velocity_seeds,0.0
64.0,fs_k5,0.018822756586577845,0.0008046855309268852,0.0003598663095326049,0.01782360753295045,0.01982190564020524,2.7764451051977987,student_t_independent_replicates,5.0,0.7,decorrelated_parent_frames_plus_velocity_seeds,0.0
64.0,fs_k7p25,0.0010394934239670562,0.0008048524050767154,0.0003599409379211465,4.013716871558424e-05,0.0020388496792185283,2.7764451051977987,student_t_independent_replicates,5.0,0.7,decorrelated_parent_frames_plus_velocity_seeds,0.0
64.0,fs_k9,-0.0003782816041484237,0.0005632017161680176,0.00025187146447924595,-0.0010775888988408273,0.00032102569054397997,2.7764451051977987,student_t_independent_replicates,5.0,0.7,decorrelated_parent_frames_plus_velocity_seeds,0.0
128.0,msd,2.383040111732395,0.023205542276983997,0.010377833997216293,2.354226625328269,2.4118535981365214,2.7764451051977987,student_t_independent_replicates,5.0,0.7,decorrelated_parent_frames_plus_velocity_seeds,0.0
128.0,ngp_3d,0.05552517363488026,0.002391133649742751,0.0010693474768223928,0.052556189067101106,0.05849415820265941,2.7764451051977987,student_t_independent_replicates,5.0,0.7,decorrelated_parent_frames_plus_velocity_seeds,0.0
128.0,overlap_mean,0.010976182414308665,0.0002218401529935158,9.920993244649096e-05,0.010700731482980601,0.011251633345636728,2.7764451051977987,student_t_independent_replicates,5.0,0.7,decorrelated_parent_frames_plus_velocity_seeds,0.0
128.0,overlap_chi4,0.01268115838982361,0.0018151435090849812,0.000811756855046305,0.010427360043019538,0.014934956736627683,2.7764451051977987,student_t_independent_replicates,5.0,0.7,decorrelated_parent_frames_plus_velocity_seeds,0.0
128.0,fs_k5,1.517824367800615e-05,0.000550547496709249,0.0002462123254968445,-0.0006684167622870748,0.0006987732496430872,2.7764451051977987,student_t_independent_replicates,5.0,0.7,decorrelated_parent_frames_plus_velocity_seeds,0.0
128.0,fs_k7p25,0.0001651513250020857,0.0004262146036566941,0.00019060896535589967,-0.00036406400386711875,0.0006943666538712901,2.7764451051977987,student_t_independent_replicates,5.0,0.7,decorrelated_parent_frames_plus_velocity_seeds,0.0
128.0,fs_k9,0.00027683311180082303,0.0005718253779718363,0.00025572808328090733,-0.0004331818732860672,0.0009868480968877134,2.7764451051977987,student_t_independent_replicates,5.0,0.7,decorrelated_parent_frames_plus_velocity_seeds,0.0
256.0,msd,4.7153665253773385,0.05571888307833421,0.024918242038703606,4.646182394238846,4.784550656515831,2.7764451051977987,student_t_independent_replicates,5.0,0.7,decorrelated_parent_frames_plus_velocity_seeds,0.0
256.0,ngp_3d,0.028370722591092478,0.0012451381035058476,0.0005568426881628489,0.02682467943517755,0.029916765747007405,2.7764451051977987,student_t_independent_replicates,5.0,0.7,decorrelated_parent_frames_plus_velocity_seeds,0.0
256.0,overlap_mean,0.0037062723666324523,0.00011223922416124602,5.019490699327658e-05,0.003566908962805111,0.0038456357704597936,2.7764451051977987,student_t_independent_replicates,5.0,0.7,decorrelated_parent_frames_plus_velocity_seeds,0.0
256.0,overlap_chi4,0.003903735723448607,0.00045152701804460717,0.00020192902120510315,0.0033430908809263162,0.004464380565970898,2.7764451051977987,student_t_independent_replicates,5.0,0.7,decorrelated_parent_frames_plus_velocity_seeds,0.0
256.0,fs_k5,0.0003702891155152607,0.000737247259931064,0.0003297069978862632,-0.0005451242649155157,0.0012857024959460372,2.7764451051977987,student_t_independent_replicates,5.0,0.7,decorrelated_parent_frames_plus_velocity_seeds,0.0
256.0,fs_k7p25,-0.00040513170236294155,0.0008513940029097398,0.0003807549732283664,-0.0014622769840625582,0.0006520135793366752,2.7764451051977987,student_t_independent_replicates,5.0,0.7,decorrelated_parent_frames_plus_velocity_seeds,0.0
256.0,fs_k9,-0.00030651932135735246,0.0004605902831574246,0.00020598223658317558,-0.0008784176938764052,0.0002653790511617003,2.7764451051977987,student_t_independent_replicates,5.0,0.7,decorrelated_parent_frames_plus_velocity_seeds,0.0
512.0,msd,9.391339766836827,0.13297448690916178,0.059467998400408326,9.226230133762103,9.556449399911552,2.7764451051977987,student_t_independent_replicates,5.0,0.7,decorrelated_parent_frames_plus_velocity_seeds,0.0
512.0,ngp_3d,0.009804475465245942,0.006551822009712618,0.00293006387803934,0.0016693139531467373,0.017939636977345148,2.7764451051977987,student_t_independent_replicates,5.0,0.7,decorrelated_parent_frames_plus_velocity_seeds,0.0
512.0,overlap_mean,0.0013357448191509684,4.6301513177566735e-05,2.07066661852283e-05,0.0012782538971760266,0.0013932357411259103,2.7764451051977987,student_t_independent_replicates,5.0,0.7,decorrelated_parent_frames_plus_velocity_seeds,0.0
512.0,overlap_chi4,0.001344256704920332,0.00022417556855824398,0.0001002543620381796,0.0010659059721647,0.001622607437675964,2.7764451051977987,student_t_independent_replicates,5.0,0.7,decorrelated_parent_frames_plus_velocity_seeds,0.0
512.0,fs_k5,-0.0005485658165600467,0.0006076033774148355,0.0002717284910516065,-0.0013030050554830633,0.00020587342236296998,2.7764451051977987,student_t_independent_replicates,5.0,0.7,decorrelated_parent_frames_plus_velocity_seeds,0.0
512.0,fs_k7p25,0.00043059327854124503,0.0005202788686193774,0.00023267578349792198,-0.00021541826164962318,0.0010766048187321132,2.7764451051977987,student_t_independent_replicates,5.0,0.7,decorrelated_parent_frames_plus_velocity_seeds,0.0
512.0,fs_k9,-2.376656830727198e-05,0.00069909003515618,0.00031264256820038726,-0.0008918014964637061,0.0008442683598491622,2.7764451051977987,student_t_independent_replicates,5.0,0.7,decorrelated_parent_frames_plus_velocity_seeds,0.0
