model,mean_observed_diffusion,mean_predicted_diffusion,mean_coverage,standard_deviation_coverage,standard_error_coverage,ci95_low_coverage,ci95_high_coverage,ci95_critical_value,ci95_method,replicates_within_tolerance,independent_replicate_count,temperature,calibration_time,heldout_time,thermodynamic_claim_allowed
uncorrelated_event_clock,2.856588657272773e-05,6.0687673697106385e-06,0.21905596507952965,0.051006775483401844,0.02944877555583686,0.09234811054166378,0.34576381961739555,4.302652729911275,student_t_independent_replicates,0.0,3.0,0.45,5000.0,5000.0,0.0
correlated_event_clock,2.856588657272773e-05,7.720187873574624e-06,0.2798610681966284,0.07775608813434504,0.044892498415496376,0.08670423733665536,0.4730178990566015,4.302652729911275,student_t_independent_replicates,0.0,3.0,0.45,5000.0,5000.0,0.0
