high_temperature_two_state_hmm_sufficient,low_temperature_two_state_hmm_sufficient,high_positive_late_excess_block_count,low_positive_late_excess_block_count,common_block_count,single_exchange_time_low_temperature_rejected,finite_exchange_spectrum_broadening_detected,finite_exchange_environment_supported,spatial_facilitation_claim_allowed,heldout_macro_prediction_claim_allowed,thermodynamic_claim_allowed,common_block_sizes,common_scoring_horizon,high_replica_block_pass_fraction,low_replica_block_pass_fraction,mechanism_statement
1.0,0.0,0.0,3.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,20;50;100,600.0,1.0,0.1111111111111111,finite_exchange_survives_but_single_markov_exchange_time_fails_on_cooling
