integer_squared,wave_number,wavevector_count,s4,s4_wavevector_standard_deviation,s4_wavevector_min,s4_wavevector_max,overlap_mean,origin_count,particle_count,temperature,lag,overlap_radius,particle_selection,ensemble_correction_available,independent_replicate_count,xi4_claim_allowed,thermodynamic_claim_allowed
0.0,0.0,1.0,18.24055622535151,0.0,18.24055622535151,18.24055622535151,0.44125614872685187,270.0,4096.0,0.45,1375.0,0.3,all_particles,0.0,1.0,0.0,0.0
1.0,0.41730503688538984,6.0,11.744080152651891,0.7902994563651717,10.670042146838094,12.548852059646252,0.44125614872685187,270.0,4096.0,0.45,1375.0,0.3,all_particles,0.0,1.0,0.0,0.0
2.0,0.5901584428099229,12.0,5.3617097286815865,1.9023342781896009,2.759306335255393,8.61578193324328,0.44125614872685187,270.0,4096.0,0.45,1375.0,0.3,all_particles,0.0,1.0,0.0,0.0
3.0,0.7227935261398996,8.0,4.228590075767055,1.113104497488023,2.3646886457194163,5.274369640531847,0.44125614872685187,270.0,4096.0,0.45,1375.0,0.3,all_particles,0.0,1.0,0.0,0.0
4.0,0.8346100737707797,6.0,2.208332612799291,0.6004739671256887,1.386050359610136,2.8031647839799305,0.44125614872685187,270.0,4096.0,0.45,1375.0,0.3,all_particles,0.0,1.0,0.0,0.0
5.0,0.9331224298287889,24.0,1.8007004365973085,0.525575444950714,0.9404202977849649,2.721551188705221,0.44125614872685187,270.0,4096.0,0.45,1375.0,0.3,all_particles,0.0,1.0,0.0,0.0
6.0,1.0221844074625182,24.0,1.1193034651456177,0.38679995354223745,0.5512385727547906,1.748711094184685,0.44125614872685187,270.0,4096.0,0.45,1375.0,0.3,all_particles,0.0,1.0,0.0,0.0
