low_temperature,high_temperature,low_calibration_time,high_calibration_time,block_size,radial_bin_count,recoil_realizations_per_replicate,primary_radius_scale,primary_null_excess_ratio_tolerance,msd_relative_error_tolerance,ngp_absolute_error_tolerance,fs_absolute_error_tolerance,msd_mc_relative_se_tolerance,ngp_mc_se_tolerance,fs_mc_se_tolerance,minimum_low_return_fraction_s0p5,maximum_high_return_fraction_s0p5,radius_scale_separated_s0p5,minimum_low_return_fraction_s1,maximum_high_return_fraction_s1,radius_scale_separated_s1,minimum_low_return_fraction_s1p5,maximum_high_return_fraction_s1p5,radius_scale_separated_s1p5,all_radius_scales_separated,minimum_primary_low_return_excess_ratio,primary_radius_null_excess_pass,cage_anchor_return_signal_ready,low_temperature_recoil_quality_precision_pass,high_temperature_recoil_quality_precision_pass,high_temperature_curve_transfer_pass,low_temperature_curve_transfer_pass,low_temperature_ngp_failure,low_temperature_fs_failure,ordered_calibration_path_upper_bound_pass,low_maximum_ensemble_msd_relative_error,low_maximum_ensemble_ngp_absolute_error,low_maximum_ensemble_fs_absolute_error,high_maximum_ensemble_msd_relative_error,high_maximum_ensemble_ngp_absolute_error,high_maximum_ensemble_fs_absolute_error,low_maximum_radial_mean_relative_error,low_maximum_radial_standard_deviation_relative_error,low_maximum_lag_one_cosine_mean_absolute_error,low_maximum_lag_one_cosine_quantile_maximum_absolute_error,low_maximum_normalized_lag_one_dot_correlation_absolute_error,high_maximum_radial_mean_relative_error,high_maximum_radial_standard_deviation_relative_error,high_maximum_lag_one_cosine_mean_absolute_error,high_maximum_lag_one_cosine_quantile_maximum_absolute_error,high_maximum_normalized_lag_one_dot_correlation_absolute_error,cage_anchor_memory_required,mechanism_state,next_minimal_model_candidate,microdynamic_closure_claim_allowed,spatial_facilitation_claim_allowed,thermodynamic_claim_allowed
0.45,0.58,5000.0,750.0,20.0,8.0,16.0,1.0,1.35,0.1,0.3,0.03,0.01,0.03,0.003,0.15640386451860946,0.010022130888397091,1.0,0.42905334176681426,0.05943724312361682,1.0,0.6374099291835646,0.15133232780291603,1.0,1.0,1.4977206337013411,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,3.3981894621459805,1.9760066636068214,0.5366481931710047,0.036308802277920216,0.09621280512626257,0.01698840077369959,0.0016240111864791462,0.004247563890556139,0.0018545720651786946,0.004348276007661092,0.004703831536609249,0.006706575908779433,0.007985442035674861,0.004175307801835976,0.0077024018770174285,0.004376553307654629,1.0,cage_anchor_memory_required,anchor_aware_reversible_cage_semi_markov,0.0,0.0,0.0
