temperature,restart,model,realization,lag,block_size,predicted_msd,predicted_ngp,predicted_fs_k2,predicted_fs_k4,predicted_fs_k7p25,target_msd,target_ngp,target_fs_k2,target_fs_k4,target_fs_k7p25,support_pass,heldout_path_used_in_prediction,heldout_observables_used_as_model_inputs,calibration_budget_equal_to_nulls,one_step_jump_law_retained,two_point_path_spectrum_retained,particle_identity_retained,static_particle_environment_retained,finite_exchange_environment_retained,ordered_path_memory_retained,microdynamic_closure_claim_allowed,spatial_facilitation_claim_allowed,thermodynamic_claim_allowed
0.45,3,finite_exchange_environment,45,3000,20,5.988895275377448,0.01568645177438821,0.015893798780332875,-0.0008780973859005547,0.00042247793040646833,0.6472318283567606,0.8235015742528151,0.6922019467726407,0.3580006787434651,0.1294193663865033,1,0,0,1,1,0,1,0,1,0,0,0,0
0.45,3,finite_exchange_environment,46,20,20,0.038638281120134434,0.651658695243331,0.974770030985085,0.9047490471822512,0.7305344328989483,0.04088453535015432,0.6717795454013664,0.9733464399062582,0.8998300405768516,0.719625334776794,1,0,0,1,1,0,1,0,1,0,0,0,0
0.45,3,finite_exchange_environment,46,100,20,0.1933902416966719,0.17933972494770156,0.8802575178064439,0.6088203278668722,0.21563480757390513,0.06145764487131366,1.5290982774510748,0.9610112315857834,0.862271216767361,0.6509038936949388,1,0,0,1,1,0,1,0,1,0,0,0,0
0.45,3,finite_exchange_environment,46,200,20,0.3864066162561292,0.11354457138579988,0.7755618282417722,0.3739786836320459,0.048901219607255395,0.08291711479064671,1.8615152201432474,0.9487120659775828,0.8285185258267364,0.5978656138385857,1,0,0,1,1,0,1,0,1,0,0,0,0
0.45,3,finite_exchange_environment,46,500,20,0.9670315999603873,0.06615866333009923,0.5308878449422909,0.0872237465021351,0.0004180855367607227,0.1442378852338565,1.8875616697620217,0.9154651401493429,0.746495797190644,0.4861965894302254,1,0,0,1,1,0,1,0,1,0,0,0,0
0.45,3,finite_exchange_environment,46,1000,20,1.9335874221580567,0.04196564008426784,0.28404107163174713,0.006093434262501394,-0.001483946750988709,0.24403309580251992,1.5499016636258744,0.8653976751912258,0.6394261790931611,0.3638800632295381,1,0,0,1,1,0,1,0,1,0,0,0,0
0.45,3,finite_exchange_environment,46,2000,20,3.8633331689406347,0.020936364888441528,0.07569705523471496,0.0012825693377376602,-0.0013708474545544012,0.45236003499621646,1.073065313621913,0.7710587368632903,0.47164946591635304,0.21085493819329598,1,0,0,1,1,0,1,0,1,0,0,0,0
0.45,3,finite_exchange_environment,46,3000,20,5.798564113120363,0.015471506087646025,0.021550754924580577,-0.001452731250365322,0.0005325379033695858,0.6472318283567606,0.8235015742528151,0.6922019467726407,0.3580006787434651,0.1294193663865033,1,0,0,1,1,0,1,0,1,0,0,0,0
0.45,3,finite_exchange_environment,47,20,20,0.03864422949202407,0.6308116173225322,0.9747620100394079,0.9047042185489481,0.7305053200080166,0.04088453535015432,0.6717795454013664,0.9733464399062582,0.8998300405768516,0.719625334776794,1,0,0,1,1,0,1,0,1,0,0,0,0
0.45,3,finite_exchange_environment,47,100,20,0.19349343744646116,0.17311532416018682,0.8801901315234688,0.6087398821195642,0.2159087363668731,0.06145764487131366,1.5290982774510748,0.9610112315857834,0.862271216767361,0.6509038936949388,1,0,0,1,1,0,1,0,1,0,0,0,0
0.45,3,finite_exchange_environment,47,200,20,0.38770402151722344,0.1109575829391376,0.7749275607509757,0.3734781859599209,0.050260435308636844,0.08291711479064671,1.8615152201432474,0.9487120659775828,0.8285185258267364,0.5978656138385857,1,0,0,1,1,0,1,0,1,0,0,0,0
0.45,3,finite_exchange_environment,47,500,20,0.9708295362155114,0.06536828204872291,0.5295800452278886,0.0875292344747817,0.0009291000408961978,0.1442378852338565,1.8875616697620217,0.9154651401493429,0.746495797190644,0.4861965894302254,1,0,0,1,1,0,1,0,1,0,0,0,0
0.45,3,finite_exchange_environment,47,1000,20,1.9456283417022702,0.04471948815817406,0.2828834475948973,0.00893665550427915,0.0006717473016384897,0.24403309580251992,1.5499016636258744,0.8653976751912258,0.6394261790931611,0.3638800632295381,1,0,0,1,1,0,1,0,1,0,0,0,0
0.45,3,finite_exchange_environment,47,2000,20,3.901108718815527,0.039861672279982496,0.08366128608703464,0.0021346711476004374,-0.0011822957403791953,0.45236003499621646,1.073065313621913,0.7710587368632903,0.47164946591635304,0.21085493819329598,1,0,0,1,1,0,1,0,1,0,0,0,0
0.45,3,finite_exchange_environment,47,3000,20,5.864363069584672,0.03347152137677223,0.02524993681178686,0.002983090539315494,0.0021571438954383396,0.6472318283567606,0.8235015742528151,0.6922019467726407,0.3580006787434651,0.1294193663865033,1,0,0,1,1,0,1,0,1,0,0,0,0
0.45,3,finite_exchange_environment,48,20,20,0.03858522727789018,0.6261918631750882,0.9747970600656819,0.9048084865297943,0.7306560808206821,0.04088453535015432,0.6717795454013664,0.9733464399062582,0.8998300405768516,0.719625334776794,1,0,0,1,1,0,1,0,1,0,0,0,0
0.45,3,finite_exchange_environment,48,100,20,0.19307727328001248,0.17347639521764235,0.8804164896268659,0.6093602144312255,0.21725528520848006,0.06145764487131366,1.5290982774510748,0.9610112315857834,0.862271216767361,0.6509038936949388,1,0,0,1,1,0,1,0,1,0,0,0,0
0.45,3,finite_exchange_environment,48,200,20,0.3874041080192596,0.11245744520506551,0.7750654447431675,0.37387892178836996,0.05035207590660445,0.08291711479064671,1.8615152201432474,0.9487120659775828,0.8285185258267364,0.5978656138385857,1,0,0,1,1,0,1,0,1,0,0,0,0
0.45,3,finite_exchange_environment,48,500,20,0.9724584463387204,0.07082064634294771,0.529550170185584,0.08848812809806,0.0001192543506594857,0.1442378852338565,1.8875616697620217,0.9154651401493429,0.746495797190644,0.4861965894302254,1,0,0,1,1,0,1,0,1,0,0,0,0
0.45,3,finite_exchange_environment,48,1000,20,1.9527997652132203,0.04880991437687676,0.281040812869339,0.00795155681887598,-0.0013050919615357351,0.24403309580251992,1.5499016636258744,0.8653976751912258,0.6394261790931611,0.3638800632295381,1,0,0,1,1,0,1,0,1,0,0,0,0
0.45,3,finite_exchange_environment,48,2000,20,3.9197382304539747,0.024029024494668594,0.07914826163936797,-0.001323502390702082,0.0014073788950833353,0.45236003499621646,1.073065313621913,0.7710587368632903,0.47164946591635304,0.21085493819329598,1,0,0,1,1,0,1,0,1,0,0,0,0
0.45,3,finite_exchange_environment,48,3000,20,5.834540576592732,0.02082108307270869,0.01970630734754839,0.00295373960278899,0.0011396924255717593,0.6472318283567606,0.8235015742528151,0.6922019467726407,0.3580006787434651,0.1294193663865033,1,0,0,1,1,0,1,0,1,0,0,0,0
0.45,3,finite_exchange_environment,49,20,20,0.038728064368168974,0.6540871636338215,0.974713381201943,0.9045599697557432,0.730208671912269,0.04088453535015432,0.6717795454013664,0.9733464399062582,0.8998300405768516,0.719625334776794,1,0,0,1,1,0,1,0,1,0,0,0,0
0.45,3,finite_exchange_environment,49,100,20,0.1935495098455867,0.18393820188990695,0.8802073873650696,0.6089139918259113,0.2163346566848468,0.06145764487131366,1.5290982774510748,0.9610112315857834,0.862271216767361,0.6509038936949388,1,0,0,1,1,0,1,0,1,0,0,0,0
0.45,3,finite_exchange_environment,49,200,20,0.3872033400642437,0.11627636152613707,0.775270544442635,0.3741542959249245,0.05032122645510426,0.08291711479064671,1.8615152201432474,0.9487120659775828,0.8285185258267364,0.5978656138385857,1,0,0,1,1,0,1,0,1,0,0,0,0
0.45,3,finite_exchange_environment,49,500,20,0.9693130826183509,0.06469714597343623,0.5305969253991176,0.09039884429783226,0.0006343003015965257,0.1442378852338565,1.8875616697620217,0.9154651401493429,0.746495797190644,0.4861965894302254,1,0,0,1,1,0,1,0,1,0,0,0,0
0.45,3,finite_exchange_environment,49,1000,20,1.9457888050200776,0.03412283140668393,0.28080312697581344,0.008074595823678777,-0.001178661375409272,0.24403309580251992,1.5499016636258744,0.8653976751912258,0.6394261790931611,0.3638800632295381,1,0,0,1,1,0,1,0,1,0,0,0,0
0.45,3,finite_exchange_environment,49,2000,20,3.9172643686796564,0.006098333473351536,0.07206333507830232,-0.0007494182893883737,-0.0019555711721910276,0.45236003499621646,1.073065313621913,0.7710587368632903,0.47164946591635304,0.21085493819329598,1,0,0,1,1,0,1,0,1,0,0,0,0
0.45,3,finite_exchange_environment,49,3000,20,5.8688131190457336,0.006520620472909133,0.017496200121548802,-0.001410943412498495,0.0010042487222420864,0.6472318283567606,0.8235015742528151,0.6922019467726407,0.3580006787434651,0.1294193663865033,1,0,0,1,1,0,1,0,1,0,0,0,0
0.45,3,finite_exchange_environment,50,20,20,0.03873824368835221,0.6571764967183844,0.9747087663565426,0.9045608050145092,0.7302170155203704,0.04088453535015432,0.6717795454013664,0.9733464399062582,0.8998300405768516,0.719625334776794,1,0,0,1,1,0,1,0,1,0,0,0,0
0.45,3,finite_exchange_environment,50,100,20,0.1939900506567732,0.18652148315712735,0.8799691094880588,0.6083847934962702,0.21604070114177507,0.06145764487131366,1.5290982774510748,0.9610112315857834,0.862271216767361,0.6509038936949388,1,0,0,1,1,0,1,0,1,0,0,0,0
0.45,3,finite_exchange_environment,50,200,20,0.3893394943635177,0.12097864037490846,0.7743456418620832,0.3729230775660345,0.04943118983629319,0.08291711479064671,1.8615152201432474,0.9487120659775828,0.8285185258267364,0.5978656138385857,1,0,0,1,1,0,1,0,1,0,0,0,0
0.45,3,finite_exchange_environment,50,500,20,0.9770070193238368,0.07056966073589499,0.5281570382946447,0.087832919801228,0.0005320246364095912,0.1442378852338565,1.8875616697620217,0.9154651401493429,0.746495797190644,0.4861965894302254,1,0,0,1,1,0,1,0,1,0,0,0,0
0.45,3,finite_exchange_environment,50,1000,20,1.9660458601965682,0.047112838702652926,0.27802901097841165,0.009176169975485008,-0.0012756971157073505,0.24403309580251992,1.5499016636258744,0.8653976751912258,0.6394261790931611,0.3638800632295381,1,0,0,1,1,0,1,0,1,0,0,0,0
0.45,3,finite_exchange_environment,50,2000,20,3.9541839779216392,0.02356717183874002,0.07472341469956124,0.002647090475414211,-0.0003872323289974734,0.45236003499621646,1.073065313621913,0.7710587368632903,0.47164946591635304,0.21085493819329598,1,0,0,1,1,0,1,0,1,0,0,0,0
0.45,3,finite_exchange_environment,50,3000,20,5.930362024965856,0.004715023828377296,0.01688041680494168,5.801254861100013e-05,-0.0002947862029797898,0.6472318283567606,0.8235015742528151,0.6922019467726407,0.3580006787434651,0.1294193663865033,1,0,0,1,1,0,1,0,1,0,0,0,0
0.45,3,finite_exchange_environment,51,20,20,0.03869707978328073,0.6372175409141432,0.974728173644888,0.904574965044804,0.7301186913972237,0.04088453535015432,0.6717795454013664,0.9733464399062582,0.8998300405768516,0.719625334776794,1,0,0,1,1,0,1,0,1,0,0,0,0
0.45,3,finite_exchange_environment,51,100,20,0.19352852954898056,0.17843676572945433,0.8801804488667917,0.6088149168044213,0.21678028181402775,0.06145764487131366,1.5290982774510748,0.9610112315857834,0.862271216767361,0.6509038936949388,1,0,0,1,1,0,1,0,1,0,0,0,0
0.45,3,finite_exchange_environment,51,200,20,0.38685054831302623,0.11347442295118104,0.7753636533243777,0.3743647348158786,0.05070860299595424,0.08291711479064671,1.8615152201432474,0.9487120659775828,0.8285185258267364,0.5978656138385857,1,0,0,1,1,0,1,0,1,0,0,0,0
0.45,3,finite_exchange_environment,51,500,20,0.9657845006471838,0.059765580818424535,0.531507110621925,0.08906909498990048,0.0009527904548472742,0.1442378852338565,1.8875616697620217,0.9154651401493429,0.746495797190644,0.4861965894302254,1,0,0,1,1,0,1,0,1,0,0,0,0
0.45,3,finite_exchange_environment,51,1000,20,1.92879750848524,0.027300836263195016,0.2824151014178902,0.005219642915741881,-0.0006423339730229592,0.24403309580251992,1.5499016636258744,0.8653976751912258,0.6394261790931611,0.3638800632295381,1,0,0,1,1,0,1,0,1,0,0,0,0
0.45,3,finite_exchange_environment,51,2000,20,3.888504342101414,0.008762308519826068,0.07853847168271695,0.001344740663160624,-0.0006987870564872831,0.45236003499621646,1.073065313621913,0.7710587368632903,0.47164946591635304,0.21085493819329598,1,0,0,1,1,0,1,0,1,0,0,0,0
0.45,3,finite_exchange_environment,51,3000,20,5.799134536578439,0.002238993130306177,0.022465569455832432,0.0026286567279686112,-0.0024947622167063683,0.6472318283567606,0.8235015742528151,0.6922019467726407,0.3580006787434651,0.1294193663865033,1,0,0,1,1,0,1,0,1,0,0,0,0
0.45,3,finite_exchange_environment,52,20,20,0.038717910019995666,0.6637623848032517,0.9747219417037587,0.9045964430988515,0.7302439873798976,0.04088453535015432,0.6717795454013664,0.9733464399062582,0.8998300405768516,0.719625334776794,1,0,0,1,1,0,1,0,1,0,0,0,0
0.45,3,finite_exchange_environment,52,100,20,0.19372251888848946,0.18711353274150144,0.8800843323576597,0.6086044228312772,0.21695798720990636,0.06145764487131366,1.5290982774510748,0.9610112315857834,0.862271216767361,0.6509038936949388,1,0,0,1,1,0,1,0,1,0,0,0,0
0.45,3,finite_exchange_environment,52,200,20,0.3877776800737802,0.12084844937806238,0.7749470299469666,0.37368896353266456,0.049915706878550056,0.08291711479064671,1.8615152201432474,0.9487120659775828,0.8285185258267364,0.5978656138385857,1,0,0,1,1,0,1,0,1,0,0,0,0
0.45,3,finite_exchange_environment,52,500,20,0.9725566664945767,0.06896157779798351,0.5297212873713525,0.09047776999852464,0.000451561635808264,0.1442378852338565,1.8875616697620217,0.9154651401493429,0.746495797190644,0.4861965894302254,1,0,0,1,1,0,1,0,1,0,0,0,0
0.45,3,finite_exchange_environment,52,1000,20,1.9538216819408316,0.04630848064808757,0.2819807027597732,0.0104036241871799,0.0010351901004106395,0.24403309580251992,1.5499016636258744,0.8653976751912258,0.6394261790931611,0.3638800632295381,1,0,0,1,1,0,1,0,1,0,0,0,0
0.45,3,finite_exchange_environment,52,2000,20,3.906477658773978,0.01949034716325726,0.07766154161764582,-0.002180997177663388,0.00025577379341588713,0.45236003499621646,1.073065313621913,0.7710587368632903,0.47164946591635304,0.21085493819329598,1,0,0,1,1,0,1,0,1,0,0,0,0
0.45,3,finite_exchange_environment,52,3000,20,5.844868561037591,0.005364822937649505,0.02101972817434478,-0.0006396659507708383,0.0008423742050764551,0.6472318283567606,0.8235015742528151,0.6922019467726407,0.3580006787434651,0.1294193663865033,1,0,0,1,1,0,1,0,1,0,0,0,0
0.45,3,finite_exchange_environment,53,20,20,0.038823077950960884,0.6480071662923466,0.9746505746999584,0.9043276978643155,0.7296218849522558,0.04088453535015432,0.6717795454013664,0.9733464399062582,0.8998300405768516,0.719625334776794,1,0,0,1,1,0,1,0,1,0,0,0,0
0.45,3,finite_exchange_environment,53,100,20,0.19398849806090418,0.18437333181715232,0.8799632903639573,0.6084844922760697,0.2163884451008372,0.06145764487131366,1.5290982774510748,0.9610112315857834,0.862271216767361,0.6509038936949388,1,0,0,1,1,0,1,0,1,0,0,0,0
0.45,3,finite_exchange_environment,53,200,20,0.3866128999643443,0.11737619928902965,0.7756450039582731,0.37566557394396094,0.05166952572079756,0.08291711479064671,1.8615152201432474,0.9487120659775828,0.8285185258267364,0.5978656138385857,1,0,0,1,1,0,1,0,1,0,0,0,0
0.45,3,finite_exchange_environment,53,500,20,0.9642615639016617,0.06414525356457457,0.5327144470414903,0.09244394675460618,0.0014438445554472048,0.1442378852338565,1.8875616697620217,0.9154651401493429,0.746495797190644,0.4861965894302254,1,0,0,1,1,0,1,0,1,0,0,0,0
0.45,3,finite_exchange_environment,53,1000,20,1.9345939881234495,0.03672135817734534,0.28426308406964995,0.009040172085670076,-0.0008033224216864702,0.24403309580251992,1.5499016636258744,0.8653976751912258,0.6394261790931611,0.3638800632295381,1,0,0,1,1,0,1,0,1,0,0,0,0
0.45,3,finite_exchange_environment,53,2000,20,3.9013200725288306,0.022055510278127466,0.08202254635100395,0.0028038470961878363,-0.0010406825992371983,0.45236003499621646,1.073065313621913,0.7710587368632903,0.47164946591635304,0.21085493819329598,1,0,0,1,1,0,1,0,1,0,0,0,0
0.45,3,finite_exchange_environment,53,3000,20,5.875583899916548,0.02018435873289648,0.024308760305979997,0.0006504382973478924,0.0017436540989627276,0.6472318283567606,0.8235015742528151,0.6922019467726407,0.3580006787434651,0.1294193663865033,1,0,0,1,1,0,1,0,1,0,0,0,0
0.45,3,finite_exchange_environment,54,20,20,0.03865233090707143,0.6691144589498161,0.9747642150780016,0.904744980690695,0.7305075599311427,0.04088453535015432,0.6717795454013664,0.9733464399062582,0.8998300405768516,0.719625334776794,1,0,0,1,1,0,1,0,1,0,0,0,0
0.45,3,finite_exchange_environment,54,100,20,0.19330104640938522,0.18517696736909106,0.8803640195279606,0.6095116212321954,0.2173642659383419,0.06145764487131366,1.5290982774510748,0.9610112315857834,0.862271216767361,0.6509038936949388,1,0,0,1,1,0,1,0,1,0,0,0,0
0.45,3,finite_exchange_environment,54,200,20,0.38667144309689616,0.11500572366980544,0.7755085364967225,0.3748921540095157,0.05140482238242957,0.08291711479064671,1.8615152201432474,0.9487120659775828,0.8285185258267364,0.5978656138385857,1,0,0,1,1,0,1,0,1,0,0,0,0
0.45,3,finite_exchange_environment,54,500,20,0.9707080464304702,0.06915766481159902,0.5300564795901709,0.08918814403304028,0.0032890683008545214,0.1442378852338565,1.8875616697620217,0.9154651401493429,0.746495797190644,0.4861965894302254,1,0,0,1,1,0,1,0,1,0,0,0,0
0.45,3,finite_exchange_environment,54,1000,20,1.9502287172459425,0.039368194673536916,0.28148166460616514,0.010255972007189685,-0.0008583349049569962,0.24403309580251992,1.5499016636258744,0.8653976751912258,0.6394261790931611,0.3638800632295381,1,0,0,1,1,0,1,0,1,0,0,0,0
0.45,3,finite_exchange_environment,54,2000,20,3.9187636151643916,0.02369984375598233,0.07880590302687629,0.0035095905414764053,-0.00048492847091854036,0.45236003499621646,1.073065313621913,0.7710587368632903,0.47164946591635304,0.21085493819329598,1,0,0,1,1,0,1,0,1,0,0,0,0
0.45,3,finite_exchange_environment,54,3000,20,5.873526260276549,0.01914802035382701,0.03095459179395792,0.0014173607915135826,-0.00011175688278082457,0.6472318283567606,0.8235015742528151,0.6922019467726407,0.3580006787434651,0.1294193663865033,1,0,0,1,1,0,1,0,1,0,0,0,0
0.45,3,finite_exchange_environment,55,20,20,0.038660982311093196,0.6606434909549093,0.974756946036864,0.9047146353885624,0.7305267799170266,0.04088453535015432,0.6717795454013664,0.9733464399062582,0.8998300405768516,0.719625334776794,1,0,0,1,1,0,1,0,1,0,0,0,0
0.45,3,finite_exchange_environment,55,100,20,0.19288668827076638,0.18546326350031683,0.8805939945693702,0.6099628290881133,0.2172652939989787,0.06145764487131366,1.5290982774510748,0.9610112315857834,0.862271216767361,0.6509038936949388,1,0,0,1,1,0,1,0,1,0,0,0,0
0.45,3,finite_exchange_environment,55,200,20,0.38589389862300694,0.12105207824769981,0.7759917365722558,0.37575846468355245,0.05107114114657055,0.08291711479064671,1.8615152201432474,0.9487120659775828,0.8285185258267364,0.5978656138385857,1,0,0,1,1,0,1,0,1,0,0,0,0
0.45,3,finite_exchange_environment,55,500,20,0.9663289556637488,0.07096315521137209,0.5320841802091667,0.08881895335632232,-0.00014605829452092253,0.1442378852338565,1.8875616697620217,0.9154651401493429,0.746495797190644,0.4861965894302254,1,0,0,1,1,0,1,0,1,0,0,0,0
0.45,3,finite_exchange_environment,55,1000,20,1.9255955920509202,0.04295411744466748,0.28642939372924353,0.008734782664503669,0.0005935019315020907,0.24403309580251992,1.5499016636258744,0.8653976751912258,0.6394261790931611,0.3638800632295381,1,0,0,1,1,0,1,0,1,0,0,0,0
0.45,3,finite_exchange_environment,55,2000,20,3.835254529295289,0.021701226292937248,0.08384924925420735,-0.00010215023947040632,0.0015585205513381252,0.45236003499621646,1.073065313621913,0.7710587368632903,0.47164946591635304,0.21085493819329598,1,0,0,1,1,0,1,0,1,0,0,0,0
0.45,3,finite_exchange_environment,55,3000,20,5.729375820915653,0.011584261159276021,0.019182469129714677,0.0002682532483855941,0.0021317709544060007,0.6472318283567606,0.8235015742528151,0.6922019467726407,0.3580006787434651,0.1294193663865033,1,0,0,1,1,0,1,0,1,0,0,0,0
0.45,3,finite_exchange_environment,56,20,20,0.038619569972660035,0.653571212397251,0.9747818286967547,0.9047915937253966,0.730688884367502,0.04088453535015432,0.6717795454013664,0.9733464399062582,0.8998300405768516,0.719625334776794,1,0,0,1,1,0,1,0,1,0,0,0,0
0.45,3,finite_exchange_environment,56,100,20,0.1933096010776388,0.18205311113380196,0.8803574555623616,0.6095471987891735,0.21766972347313432,0.06145764487131366,1.5290982774510748,0.9610112315857834,0.862271216767361,0.6509038936949388,1,0,0,1,1,0,1,0,1,0,0,0,0
0.45,3,finite_exchange_environment,56,200,20,0.3868154248217613,0.11172753531860713,0.7754365757437159,0.3746278543198525,0.05051902733488111,0.08291711479064671,1.8615152201432474,0.9487120659775828,0.8285185258267364,0.5978656138385857,1,0,0,1,1,0,1,0,1,0,0,0,0
0.45,3,finite_exchange_environment,56,500,20,0.9686533499717218,0.06091905489400995,0.5307656554973278,0.08813849483151613,0.0024133748387149194,0.1442378852338565,1.8875616697620217,0.9154651401493429,0.746495797190644,0.4861965894302254,1,0,0,1,1,0,1,0,1,0,0,0,0
0.45,3,finite_exchange_environment,56,1000,20,1.936533264370702,0.03189332512369747,0.2835436736061169,0.01164916737390132,0.0008031103594540986,0.24403309580251992,1.5499016636258744,0.8653976751912258,0.6394261790931611,0.3638800632295381,1,0,0,1,1,0,1,0,1,0,0,0,0
0.45,3,finite_exchange_environment,56,2000,20,3.871570866108921,0.020603829966118647,0.0838859532536839,0.0008393770817736605,0.00029289049335497555,0.45236003499621646,1.073065313621913,0.7710587368632903,0.47164946591635304,0.21085493819329598,1,0,0,1,1,0,1,0,1,0,0,0,0
0.45,3,finite_exchange_environment,56,3000,20,5.806611421407937,0.012724580649192685,0.028441793553155074,0.0014154790650964817,-0.00017926094167661094,0.6472318283567606,0.8235015742528151,0.6922019467726407,0.3580006787434651,0.1294193663865033,1,0,0,1,1,0,1,0,1,0,0,0,0
0.45,3,finite_exchange_environment,57,20,20,0.0387933277728287,0.6668289031577628,0.9746741599170407,0.9044341334777682,0.729907362935275,0.04088453535015432,0.6717795454013664,0.9733464399062582,0.8998300405768516,0.719625334776794,1,0,0,1,1,0,1,0,1,0,0,0,0
0.45,3,finite_exchange_environment,57,100,20,0.19428719564034738,0.18517564213958493,0.8798053008295104,0.6081183852932728,0.21568795497078622,0.06145764487131366,1.5290982774510748,0.9610112315857834,0.862271216767361,0.6509038936949388,1,0,0,1,1,0,1,0,1,0,0,0,0
0.45,3,finite_exchange_environment,57,200,20,0.3885481862404497,0.11799540346034498,0.7747491396805378,0.37388247023221477,0.04982984878731003,0.08291711479064671,1.8615152201432474,0.9487120659775828,0.8285185258267364,0.5978656138385857,1,0,0,1,1,0,1,0,1,0,0,0,0
0.45,3,finite_exchange_environment,57,500,20,0.970081120557427,0.06763362625335367,0.5306238679502894,0.08865614390371336,5.974149197725169e-05,0.1442378852338565,1.8875616697620217,0.9154651401493429,0.746495797190644,0.4861965894302254,1,0,0,1,1,0,1,0,1,0,0,0,0
0.45,3,finite_exchange_environment,57,1000,20,1.941019276544022,0.04356556090024455,0.28450805307858607,0.01004082296601696,0.00045235394300313875,0.24403309580251992,1.5499016636258744,0.8653976751912258,0.6394261790931611,0.3638800632295381,1,0,0,1,1,0,1,0,1,0,0,0,0
0.45,3,finite_exchange_environment,57,2000,20,3.9092569233231864,0.02445531182947347,0.08086978188343272,0.0019083854799029937,-0.0002564084439140295,0.45236003499621646,1.073065313621913,0.7710587368632903,0.47164946591635304,0.21085493819329598,1,0,0,1,1,0,1,0,1,0,0,0,0
0.45,3,finite_exchange_environment,57,3000,20,5.846889211472434,0.016505190769355416,0.018048367040479952,-0.0010668076300966215,-0.0010960318713707914,0.6472318283567606,0.8235015742528151,0.6922019467726407,0.3580006787434651,0.1294193663865033,1,0,0,1,1,0,1,0,1,0,0,0,0
0.45,3,finite_exchange_environment,58,20,20,0.03874421794467852,0.6554865955946083,0.9747050204307338,0.9045446632554544,0.7301773754888132,0.04088453535015432,0.6717795454013664,0.9733464399062582,0.8998300405768516,0.719625334776794,1,0,0,1,1,0,1,0,1,0,0,0,0
0.45,3,finite_exchange_environment,58,100,20,0.1941105858216696,0.19226332982452599,0.8799445686035825,0.6085245100838872,0.21603643197594916,0.06145764487131366,1.5290982774510748,0.9610112315857834,0.862271216767361,0.6509038936949388,1,0,0,1,1,0,1,0,1,0,0,0,0
0.45,3,finite_exchange_environment,58,200,20,0.3891568268284757,0.1258762744201718,0.7744600930409101,0.37289814412269234,0.0487998299523127,0.08291711479064671,1.8615152201432474,0.9487120659775828,0.8285185258267364,0.5978656138385857,1,0,0,1,1,0,1,0,1,0,0,0,0
0.45,3,finite_exchange_environment,58,500,20,0.9780439995104873,0.07085246818947888,0.5276127048749012,0.08623214888806169,0.0015691370303550333,0.1442378852338565,1.8875616697620217,0.9154651401493429,0.746495797190644,0.4861965894302254,1,0,0,1,1,0,1,0,1,0,0,0,0
0.45,3,finite_exchange_environment,58,1000,20,1.9678893709385537,0.039801518523822965,0.2771086727944942,0.006381755625564179,-0.0003547394265791552,0.24403309580251992,1.5499016636258744,0.8653976751912258,0.6394261790931611,0.3638800632295381,1,0,0,1,1,0,1,0,1,0,0,0,0
0.45,3,finite_exchange_environment,58,2000,20,3.933359635280062,0.013507788525953135,0.07655687018539334,0.002964206434606859,0.00024050972040203287,0.45236003499621646,1.073065313621913,0.7710587368632903,0.47164946591635304,0.21085493819329598,1,0,0,1,1,0,1,0,1,0,0,0,0
0.45,3,finite_exchange_environment,58,3000,20,5.8911963485463605,0.003160896075332431,0.02529443391552976,0.0003645292028809198,0.000769906945549802,0.6472318283567606,0.8235015742528151,0.6922019467726407,0.3580006787434651,0.1294193663865033,1,0,0,1,1,0,1,0,1,0,0,0,0
0.45,3,finite_exchange_environment,59,20,20,0.038818789891230825,0.6635556795487807,0.9746574138702595,0.904373324568032,0.7297338408564148,0.04088453535015432,0.6717795454013664,0.9733464399062582,0.8998300405768516,0.719625334776794,1,0,0,1,1,0,1,0,1,0,0,0,0
0.45,3,finite_exchange_environment,59,100,20,0.19422541592351686,0.18293538646123575,0.8798384177941859,0.6080740098091321,0.2155080723493712,0.06145764487131366,1.5290982774510748,0.9610112315857834,0.862271216767361,0.6509038936949388,1,0,0,1,1,0,1,0,1,0,0,0,0
0.45,3,finite_exchange_environment,59,200,20,0.3892365858008283,0.12106881253946677,0.7744188042963441,0.37323803968251784,0.05043241832543339,0.08291711479064671,1.8615152201432474,0.9487120659775828,0.8285185258267364,0.5978656138385857,1,0,0,1,1,0,1,0,1,0,0,0,0
0.45,3,finite_exchange_environment,59,500,20,0.9760818946248282,0.06760967030753195,0.52831811720918,0.08777745122926774,-0.00022896759447056184,0.1442378852338565,1.8875616697620217,0.9154651401493429,0.746495797190644,0.4861965894302254,1,0,0,1,1,0,1,0,1,0,0,0,0
0.45,3,finite_exchange_environment,59,1000,20,1.9552643703947343,0.04354999172246887,0.28079192178740936,0.007870547756744773,0.0017696490915778392,0.24403309580251992,1.5499016636258744,0.8653976751912258,0.6394261790931611,0.3638800632295381,1,0,0,1,1,0,1,0,1,0,0,0,0
0.45,3,finite_exchange_environment,59,2000,20,3.9314784329985275,0.02722233747057823,0.07827562418213908,0.0016398356120897555,0.0004725594774166817,0.45236003499621646,1.073065313621913,0.7710587368632903,0.47164946591635304,0.21085493819329598,1,0,0,1,1,0,1,0,1,0,0,0,0
0.45,3,finite_exchange_environment,59,3000,20,5.907239730734741,0.017568896892361296,0.0240247190795634,0.0011411130905025684,-0.0009000262641958853,0.6472318283567606,0.8235015742528151,0.6922019467726407,0.3580006787434651,0.1294193663865033,1,0,0,1,1,0,1,0,1,0,0,0,0
