temperature,independent_replicate_count,mean_cross_half_particle_identity_correlation,standard_error_cross_half_particle_identity_correlation,ci95_low_cross_half_particle_identity_correlation,ci95_high_cross_half_particle_identity_correlation,ci95_critical_value,ci95_method,cross_half_identity_persistence_detected,mean_permutation_z_score,static_disorder_claim_allowed,finite_exchange_claim_allowed,thermodynamic_claim_allowed
0.45,3.0,0.2101118229940501,0.049831845415809956,-0.004297302720801255,0.42452094870890145,4.302652729911275,student_t_independent_replicates,0.0,12.110545938391745,0.0,0.0,0.0
