replicate,temperature,block_size,block_lag,lag_time,observed_identity_correlation,hmm_identity_correlation,poisson_identity_correlation,static_identity_correlation
2.0,0.45,20.0,21.0,420.0,0.07436819754907477,0.013585673390603337,0.0,0.05325557575368396
2.0,0.45,20.0,22.0,440.0,0.07113733278641782,0.011799932530140165,0.0,0.05325557575368396
2.0,0.45,20.0,23.0,460.0,0.06877634290719076,0.010248914699522048,0.0,0.05325557575368396
2.0,0.45,20.0,24.0,480.0,0.06705601849996855,0.008901767213480108,0.0,0.05325557575368396
2.0,0.45,20.0,25.0,500.0,0.06635426670035308,0.007731692754422552,0.0,0.05325557575368396
2.0,0.45,20.0,26.0,520.0,0.06034402321492026,0.0067154163229819885,0.0,0.05325557575368396
2.0,0.45,20.0,27.0,540.0,0.06125749846840072,0.005832722254150283,0.0,0.05325557575368396
2.0,0.45,20.0,28.0,560.0,0.05841312796606329,0.005066052089374118,0.0,0.05325557575368396
2.0,0.45,20.0,29.0,580.0,0.05842448359729305,0.004400155305524788,0.0,0.05325557575368396
2.0,0.45,20.0,30.0,600.0,0.05529231382395886,0.00382178595307928,0.0,0.05325557575368396
2.0,0.45,50.0,1.0,50.0,0.3558513925131523,0.3291514272103241,0.0,0.12329011064361797
2.0,0.45,50.0,2.0,100.0,0.26959654193174226,0.24380589098894395,0.0,0.12329011064361797
2.0,0.45,50.0,3.0,150.0,0.23083250467840763,0.18058956324357817,0.0,0.12329011064361797
2.0,0.45,50.0,4.0,200.0,0.19878986357675502,0.13376457074199746,0.0,0.12329011064361797
2.0,0.45,50.0,5.0,250.0,0.17568851133276883,0.09908081100820272,0.0,0.12329011064361797
2.0,0.45,50.0,6.0,300.0,0.16185016392156393,0.07339018886382137,0.0,0.12329011064361797
2.0,0.45,50.0,7.0,350.0,0.14680162011557668,0.054360877415723444,0.0,0.12329011064361797
2.0,0.45,50.0,8.0,400.0,0.13854505823414262,0.0402656681929329,0.0,0.12329011064361797
2.0,0.45,50.0,9.0,450.0,0.12692670404443787,0.02982519988822722,0.0,0.12329011064361797
2.0,0.45,50.0,10.0,500.0,0.11794672253369674,0.022091836253914053,0.0,0.12329011064361797
2.0,0.45,50.0,11.0,550.0,0.10905657404832537,0.01636365324955951,0.0,0.12329011064361797
2.0,0.45,50.0,12.0,600.0,0.10240764421423154,0.012120728426292693,0.0,0.12329011064361797
2.0,0.45,100.0,1.0,100.0,0.4175715764361991,0.36269372878406764,0.0,0.2195160617464632
2.0,0.45,100.0,2.0,200.0,0.29668921435177614,0.2310268618037858,0.0,0.2195160617464632
2.0,0.45,100.0,3.0,300.0,0.23784754373358122,0.14715835052853032,0.0,0.2195160617464632
2.0,0.45,100.0,4.0,400.0,0.20471771690220691,0.09373620002971852,0.0,0.2195160617464632
2.0,0.45,100.0,5.0,500.0,0.1742228938008002,0.05970762219373969,0.0,0.2195160617464632
2.0,0.45,100.0,6.0,600.0,0.1532745155216361,0.038032266583242054,0.0,0.2195160617464632
3.0,0.45,20.0,1.0,20.0,0.24720092177471936,0.22949243347059062,0.0,0.04946029460241234
3.0,0.45,20.0,2.0,40.0,0.186348661723079,0.20101585194979552,0.0,0.04946029460241234
3.0,0.45,20.0,3.0,60.0,0.15835745351539243,0.17607278864939266,0.0,0.04946029460241234
3.0,0.45,20.0,4.0,80.0,0.1360864887036057,0.15422478676217277,0.0,0.04946029460241234
3.0,0.45,20.0,5.0,100.0,0.12504311272624055,0.13508779541852106,0.0,0.04946029460241234
3.0,0.45,20.0,6.0,120.0,0.11409034887307987,0.11832541872258971,0.0,0.04946029460241234
3.0,0.45,20.0,7.0,140.0,0.10368240042469212,0.10364300248219614,0.0,0.04946029460241234
3.0,0.45,20.0,8.0,160.0,0.09904464589954026,0.09078245468717505,0.0,0.04946029460241234
3.0,0.45,20.0,9.0,180.0,0.09041799189311735,0.07951770868896542,0.0,0.04946029460241234
3.0,0.45,20.0,10.0,200.0,0.08500822493755993,0.06965074933181371,0.0,0.04946029460241234
3.0,0.45,20.0,11.0,220.0,0.08048009820372506,0.06100813218171044,0.0,0.04946029460241234
3.0,0.45,20.0,12.0,240.0,0.07535124909759329,0.05343793466699999,0.0,0.04946029460241234
3.0,0.45,20.0,13.0,260.0,0.07114614193258784,0.04680708553687929,0.0,0.04946029460241234
3.0,0.45,20.0,14.0,280.0,0.0666322363628239,0.04099902569418916,0.0,0.04946029460241234
3.0,0.45,20.0,15.0,300.0,0.06626299993717001,0.03591165928390023,0.0,0.04946029460241234
3.0,0.45,20.0,16.0,320.0,0.058628308936411966,0.03145555902089939,0.0,0.04946029460241234
3.0,0.45,20.0,17.0,340.0,0.05922411508648534,0.027552394209778876,0.0,0.04946029460241234
3.0,0.45,20.0,18.0,360.0,0.0556838402045137,0.024133553823878325,0.0,0.04946029460241234
3.0,0.45,20.0,19.0,380.0,0.05274259156498333,0.02113894043964125,0.0,0.04946029460241234
3.0,0.45,20.0,20.0,400.0,0.050048252449214174,0.01851591382569488,0.0,0.04946029460241234
3.0,0.45,20.0,21.0,420.0,0.051702907960191044,0.01621836561673841,0.0,0.04946029460241234
3.0,0.45,20.0,22.0,440.0,0.05051821082940119,0.014205908806573917,0.0,0.04946029460241234
3.0,0.45,20.0,23.0,460.0,0.048764354662926356,0.012443167812940137,0.0,0.04946029460241234
3.0,0.45,20.0,24.0,480.0,0.047852606663556896,0.01089915663469128,0.0,0.04946029460241234
3.0,0.45,20.0,25.0,500.0,0.04693719277758512,0.009546734170377333,0.0,0.04946029460241234
3.0,0.45,20.0,26.0,520.0,0.0436214508024487,0.008362127123648932,0.0,0.04946029460241234
3.0,0.45,20.0,27.0,540.0,0.04224527780998903,0.007324512108971962,0.0,0.04946029460241234
3.0,0.45,20.0,28.0,560.0,0.04107341023430359,0.00641564961177804,0.0,0.04946029460241234
3.0,0.45,20.0,29.0,580.0,0.04078036077415757,0.0056195633686903475,0.0,0.04946029460241234
3.0,0.45,20.0,30.0,600.0,0.036760445755492824,0.0049222595318721635,0.0,0.04946029460241234
3.0,0.45,50.0,1.0,50.0,0.3299701716241673,0.33546891963275993,0.0,0.11511062813676136
3.0,0.45,50.0,2.0,100.0,0.2326228175768337,0.2527992812184003,0.0,0.11511062813676136
3.0,0.45,50.0,3.0,150.0,0.18880333053019185,0.19050192981960817,0.0,0.11511062813676136
3.0,0.45,50.0,4.0,200.0,0.1585120040156805,0.14355652077049277,0.0,0.11511062813676136
3.0,0.45,50.0,5.0,250.0,0.1354797073362248,0.10817987342828332,0.0,0.11511062813676136
3.0,0.45,50.0,6.0,300.0,0.11919981327327207,0.08152109672307453,0.0,0.11511062813676136
3.0,0.45,50.0,7.0,350.0,0.10496633436670885,0.06143184494792889,0.0,0.11511062813676136
3.0,0.45,50.0,8.0,400.0,0.09570725867583703,0.0462931894369152,0.0,0.11511062813676136
3.0,0.45,50.0,9.0,450.0,0.09300008882127675,0.034885154272326115,0.0,0.11511062813676136
3.0,0.45,50.0,10.0,500.0,0.0836864669284523,0.026288402320224478,0.0,0.11511062813676136
3.0,0.45,50.0,11.0,550.0,0.07815037476856324,0.01981014878578902,0.0,0.11511062813676136
3.0,0.45,50.0,12.0,600.0,0.06828891452191208,0.014928331898404508,0.0,0.11511062813676136
3.0,0.45,100.0,1.0,100.0,0.3705471965672179,0.372368193759805,0.0,0.2064559788639083
3.0,0.45,100.0,2.0,200.0,0.24162427992941116,0.24197262068589515,0.0,0.2064559788639083
3.0,0.45,100.0,3.0,300.0,0.17998560543544775,0.15723885697758622,0.0,0.2064559788639083
3.0,0.45,100.0,4.0,400.0,0.14696825304906003,0.10217708959606686,0.0,0.2064559788639083
3.0,0.45,100.0,5.0,500.0,0.12729332346781994,0.06639680444771281,0.0,0.2064559788639083
3.0,0.45,100.0,6.0,600.0,0.10329857864720945,0.043146028706590955,0.0,0.2064559788639083
