replicate,temperature,block_size,block_lag,lag_time,observed_identity_correlation,hmm_identity_correlation,poisson_identity_correlation,static_identity_correlation
1.0,0.45,20.0,1.0,20.0,0.2534134938807104,0.2263808223926345,0.0,0.05173194582231816
1.0,0.45,20.0,2.0,40.0,0.1933360021003892,0.1973006405390069,0.0,0.05173194582231816
1.0,0.45,20.0,3.0,60.0,0.16905313881997194,0.17195600910746114,0.0,0.05173194582231816
1.0,0.45,20.0,4.0,80.0,0.15308557770565187,0.14986707081835052,0.0,0.05173194582231816
1.0,0.45,20.0,5.0,100.0,0.14391250194777575,0.13061560937737504,0.0,0.05173194582231816
1.0,0.45,20.0,6.0,120.0,0.1302432394091692,0.11383713126482252,0.0,0.05173194582231816
1.0,0.45,20.0,7.0,140.0,0.11775927148655142,0.0992139646737287,0.0,0.05173194582231816
1.0,0.45,20.0,8.0,160.0,0.11062568070651438,0.08646924493714518,0.0,0.05173194582231816
1.0,0.45,20.0,9.0,180.0,0.10535943492169879,0.07536167256886021,0.0,0.05173194582231816
1.0,0.45,20.0,10.0,200.0,0.09878322424972436,0.06568094467003226,0.0,0.05173194582231816
1.0,0.45,20.0,11.0,220.0,0.09400760358975249,0.057243773203228994,0.0,0.05173194582231816
1.0,0.45,20.0,12.0,240.0,0.0931195010122386,0.049890414746696254,0.0,0.05173194582231816
1.0,0.45,20.0,13.0,260.0,0.0872381321567216,0.0434816460256845,0.0,0.05173194582231816
1.0,0.45,20.0,14.0,280.0,0.08380598553174116,0.037896127957687986,0.0,0.05173194582231816
1.0,0.45,20.0,15.0,300.0,0.08111670934376587,0.03302810830429811,0.0,0.05173194582231816
1.0,0.45,20.0,16.0,320.0,0.07949951435129841,0.0287854194333103,0.0,0.05173194582231816
1.0,0.45,20.0,17.0,340.0,0.07453286923064963,0.02508773328213195,0.0,0.05173194582231816
1.0,0.45,20.0,18.0,360.0,0.0730470357482245,0.021865040483205887,0.0,0.05173194582231816
1.0,0.45,20.0,19.0,380.0,0.06892231777312278,0.0190563248562887,0.0,0.05173194582231816
1.0,0.45,20.0,20.0,400.0,0.06813682531875395,0.016608408171360577,0.0,0.05173194582231816
1.0,0.45,20.0,21.0,420.0,0.06686692244886233,0.01447494330972681,0.0,0.05173194582231816
1.0,0.45,20.0,22.0,440.0,0.06526776265298374,0.012615536760537149,0.0,0.05173194582231816
1.0,0.45,20.0,23.0,460.0,0.06399542467611355,0.010994983838694416,0.0,0.05173194582231816
1.0,0.45,20.0,24.0,480.0,0.060160247983971384,0.009582602144310514,0.0,0.05173194582231816
1.0,0.45,20.0,25.0,500.0,0.05978722716253791,0.008351650643903832,0.0,0.05173194582231816
1.0,0.45,20.0,26.0,520.0,0.06111850452257274,0.007278823374633378,0.0,0.05173194582231816
1.0,0.45,20.0,27.0,540.0,0.056929684127716866,0.006343808185724599,0.0,0.05173194582231816
1.0,0.45,20.0,28.0,560.0,0.055791038546586916,0.0055289021626099616,0.0,0.05173194582231816
1.0,0.45,20.0,29.0,580.0,0.052718545464615435,0.004818676452497672,0.0,0.05173194582231816
1.0,0.45,20.0,30.0,600.0,0.05353463587611631,0.004199684145413516,0.0,0.05173194582231816
1.0,0.45,50.0,1.0,50.0,0.3448526730329156,0.3297506320188556,0.0,0.12001680989491832
1.0,0.45,50.0,2.0,100.0,0.2603708713273364,0.24697195035823097,0.0,0.12001680989491832
1.0,0.45,50.0,3.0,150.0,0.21359006047361645,0.18497354770880534,0.0,0.12001680989491832
1.0,0.45,50.0,4.0,200.0,0.18040036553150288,0.13853886363351292,0.0,0.12001680989491832
1.0,0.45,50.0,5.0,250.0,0.16618301520877635,0.10376087270099668,0.0,0.12001680989491832
1.0,0.45,50.0,6.0,300.0,0.1472113250966482,0.07771334643074147,0.0,0.12001680989491832
1.0,0.45,50.0,7.0,350.0,0.13698916811184833,0.05820463972838604,0.0,0.12001680989491832
1.0,0.45,50.0,8.0,400.0,0.12651455338137194,0.04359328534295484,0.0,0.12001680989491832
1.0,0.45,50.0,9.0,450.0,0.11604281884892048,0.032649880419506845,0.0,0.12001680989491832
1.0,0.45,50.0,10.0,500.0,0.10996262657015542,0.02445364424868648,0.0,0.12001680989491832
1.0,0.45,50.0,11.0,550.0,0.1052451667820065,0.018314943557467083,0.0,0.12001680989491832
1.0,0.45,50.0,12.0,600.0,0.09530523801139779,0.013717266600507727,0.0,0.12001680989491832
1.0,0.45,100.0,1.0,100.0,0.401289550024608,0.3664820174198383,0.0,0.21431251537408352
1.0,0.45,100.0,2.0,200.0,0.27669472361051334,0.23697157154890863,0.0,0.21431251537408352
1.0,0.45,100.0,3.0,300.0,0.22155132214735745,0.15322859800247243,0.0,0.21431251537408352
1.0,0.45,100.0,4.0,400.0,0.18758407251403042,0.09907940894487198,0.0,0.21431251537408352
1.0,0.45,100.0,5.0,500.0,0.1639367389506438,0.06406590809312747,0.0,0.21431251537408352
1.0,0.45,100.0,6.0,600.0,0.14508385206097363,0.04142576771002719,0.0,0.21431251537408352
2.0,0.45,20.0,1.0,20.0,0.2574560708669135,0.22756951306366557,0.0,0.05325557575368396
2.0,0.45,20.0,2.0,40.0,0.19856114685199092,0.19765710707615144,0.0,0.05325557575368396
2.0,0.45,20.0,3.0,60.0,0.17639199135941686,0.1716764756919935,0.0,0.05325557575368396
2.0,0.45,20.0,4.0,80.0,0.15923831983803047,0.1491108148955587,0.0,0.05325557575368396
2.0,0.45,20.0,5.0,100.0,0.14516300429745632,0.12951125091074142,0.0,0.05325557575368396
2.0,0.45,20.0,6.0,120.0,0.13846320493772774,0.11248791125052468,0.0,0.05325557575368396
2.0,0.45,20.0,7.0,140.0,0.1312363298479866,0.0977021694140432,0.0,0.05325557575368396
2.0,0.45,20.0,8.0,160.0,0.1228832504353808,0.08485990896346983,0.0,0.05325557575368396
2.0,0.45,20.0,9.0,180.0,0.11372048549763172,0.0737056729904436,0.0,0.05325557575368396
2.0,0.45,20.0,10.0,200.0,0.1078643595239298,0.0640175825938345,0.0,0.05325557575368396
2.0,0.45,20.0,11.0,220.0,0.10385833101177756,0.05560292328773372,0.0,0.05325557575368396
2.0,0.45,20.0,12.0,240.0,0.09716607585032824,0.048294311544956066,0.0,0.05325557575368396
2.0,0.45,20.0,13.0,260.0,0.09686118149352249,0.04194636522133726,0.0,0.05325557575368396
2.0,0.45,20.0,14.0,280.0,0.09327341992456768,0.036432811629252354,0.0,0.05325557575368396
2.0,0.45,20.0,15.0,300.0,0.0870808509783889,0.03164397573445506,0.0,0.05325557575368396
2.0,0.45,20.0,16.0,320.0,0.08433718917850701,0.027484598511710565,0.0,0.05325557575368396
2.0,0.45,20.0,17.0,340.0,0.08153955723269447,0.023871942062179415,0.0,0.05325557575368396
2.0,0.45,20.0,18.0,360.0,0.07886946363338118,0.02073414379974451,0.0,0.05325557575368396
2.0,0.45,20.0,19.0,380.0,0.07637503556605796,0.01800878696792695,0.0,0.05325557575368396
2.0,0.45,20.0,20.0,400.0,0.07622311657349935,0.015641659052261985,0.0,0.05325557575368396
