temperature,distance_low,distance_high,distance_midpoint,mean_covariance_excess,standard_deviation,standard_error,ci95_low,ci95_high,mean_pair_count,block_count,count_window,spatial_block,threshold,uncertainty_scope,independent_replicate_count,spatial_model_claim_allowed,thermodynamic_claim_allowed
0.45,0.0,1.1,0.55,0.0013678430744833803,0.0004231277238896001,0.00013380473486539765,0.0011055857941472008,0.0016301003548195598,8225.2,10.0,100.0,1000.0,0.2,single_trajectory_nonoverlapping_time_blocks,1.0,0.0,0.0
0.45,1.1,1.4,1.25,0.0009378814162217394,0.00022151811663184513,7.005017915474573e-05,0.0008005830650784378,0.001075179767365041,10453.9,10.0,100.0,1000.0,0.2,single_trajectory_nonoverlapping_time_blocks,1.0,0.0,0.0
0.45,1.4,1.8,1.6,0.0004515077308929939,0.0002093585961153978,6.62050011459937e-05,0.0003217459286468463,0.0005812695331391415,15429.2,10.0,100.0,1000.0,0.2,single_trajectory_nonoverlapping_time_blocks,1.0,0.0,0.0
0.45,1.8,2.5,2.15,0.0002637439485908307,9.772151916787172e-05,3.090225769822768e-05,0.00020317552350230446,0.000324312373679357,64153.3,10.0,100.0,1000.0,0.2,single_trajectory_nonoverlapping_time_blocks,1.0,0.0,0.0
0.45,2.5,3.5,3.0,8.399550819313483e-05,5.1746049169460206e-05,1.6363537529055852e-05,5.192297463618536e-05,0.00011606804175008431,179654.0,10.0,100.0,1000.0,0.2,single_trajectory_nonoverlapping_time_blocks,1.0,0.0,0.0
0.45,3.5,5.0,4.25,4.449930537257816e-06,1.3516939645375642e-05,4.274431627441568e-06,-3.927955452527658e-06,1.282781652704329e-05,544011.0,10.0,100.0,1000.0,0.2,single_trajectory_nonoverlapping_time_blocks,1.0,0.0,0.0
0.45,5.0,7.5,6.25,-1.479077456048562e-05,7.428260149119327e-06,2.3490221123479082e-06,-1.939485790068752e-05,-1.0186691220283719e-05,1956563.9,10.0,100.0,1000.0,0.2,single_trajectory_nonoverlapping_time_blocks,1.0,0.0,0.0
0.45,7.5,13.1,10.3,-1.2945363645706316e-05,9.411553531374208e-06,2.9761945479743477e-06,-1.877870495973604e-05,-7.112022331676594e-06,2589235.5,10.0,100.0,1000.0,0.2,single_trajectory_nonoverlapping_time_blocks,1.0,0.0,0.0
