halo_radius_lower_bound,mean_integrated_neighbor_excess_over_self_jump_squared,standard_deviation_integrated_neighbor_excess_over_self_jump_squared,standard_error_integrated_neighbor_excess_over_self_jump_squared,ci95_low_integrated_neighbor_excess_over_self_jump_squared,ci95_high_integrated_neighbor_excess_over_self_jump_squared,ci95_critical_value,ci95_method,independent_replicate_count,spatial_measurement_claim_allowed,spatial_model_claim_allowed,thermodynamic_claim_allowed,temperature,threshold,half_window,heldout_start,sampled_events_per_replicate
4.0,5.6302051013809065,0.4609210140408539,0.2661128715316423,4.485213828220758,6.775196374541055,4.302652729911275,student_t_independent_replicates,3.0,1.0,0.0,0.0,0.45,0.15,5.0,5000.0,1200.0
