block_index,lag,origin_count,particle_count,msd,ngp_3d,overlap_mean,overlap_chi4,fs_k5,fs_k7p25,fs_k9,replicate,temperature,independence_class,thermodynamic_claim_allowed
2.0,4.0,250.0,3277.0,0.12314706545521623,0.3095183106269508,0.5383655782728106,2.7714634800122053,0.6204643128197069,0.39071239935837465,0.2540398775025565,3.0,0.7,decorrelated_parent_frames_plus_velocity_seeds,0.0
2.0,8.0,249.0,3277.0,0.19703136098931867,0.3137661407227357,0.36949997120002753,3.0988372188884092,0.4811690089477369,0.24858398391660957,0.13822870886018443,3.0,0.7,decorrelated_parent_frames_plus_velocity_seeds,0.0
2.0,16.0,247.0,3277.0,0.34165357248759015,0.2562328714014881,0.20695832442776854,1.87434922894386,0.29834414497964473,0.10972778795491821,0.047340078054238725,3.0,0.7,decorrelated_parent_frames_plus_velocity_seeds,0.0
2.0,32.0,243.0,3277.0,0.6323431664375995,0.17379553324789532,0.0893432339877259,0.5685467110211966,0.11752245159976207,0.024051240212629364,0.007064892438550269,3.0,0.7,decorrelated_parent_frames_plus_velocity_seeds,0.0
2.0,64.0,235.0,3277.0,1.218684543743771,0.10695607070684643,0.031731150052915554,0.08065749279620515,0.01785557532262751,2.1475641262478472e-05,-8.419351054155926e-05,3.0,0.7,decorrelated_parent_frames_plus_velocity_seeds,0.0
2.0,128.0,219.0,3277.0,2.399683242138989,0.05794633803564153,0.010733450101231357,0.013565428888899198,1.416796239312463e-05,0.0005216319105088311,-0.0004597265384058541,3.0,0.7,decorrelated_parent_frames_plus_velocity_seeds,0.0
2.0,256.0,187.0,3277.0,4.756615459213787,0.02971144901481182,0.003528073642417824,0.003714175089627533,0.001369148945713889,0.0006659620509864698,-0.0005942651850615329,3.0,0.7,decorrelated_parent_frames_plus_velocity_seeds,0.0
2.0,512.0,123.0,3277.0,9.568743251969549,0.013062176684617066,0.0013297905331814994,0.0011418835952019027,0.0001130900893389802,0.0011001757870288125,-0.0007352908051479735,3.0,0.7,decorrelated_parent_frames_plus_velocity_seeds,0.0
3.0,1.0,250.0,3277.0,0.06191043994976751,0.16969537042523353,0.7852181873664938,0.7993916386939274,0.7767845249137171,0.5945563561419005,0.45596467120674966,4.0,0.7,decorrelated_parent_frames_plus_velocity_seeds,0.0
3.0,2.0,250.0,3277.0,0.08466196448495615,0.24939757961665232,0.6755886481537993,1.4233356069575829,0.7127229053584445,0.5041519432697491,0.3608249169432912,4.0,0.7,decorrelated_parent_frames_plus_velocity_seeds,0.0
3.0,4.0,250.0,3277.0,0.12268844921948148,0.3217781620543687,0.5404870308208729,2.010595368935001,0.622018652407198,0.39265985853350305,0.2558306995260999,4.0,0.7,decorrelated_parent_frames_plus_velocity_seeds,0.0
3.0,8.0,249.0,3277.0,0.1957956309890477,0.32400813686563024,0.3737795245676021,2.4726297813313054,0.4844405516666688,0.2522736833445208,0.14121458406581644,4.0,0.7,decorrelated_parent_frames_plus_velocity_seeds,0.0
3.0,16.0,247.0,3277.0,0.34102660616700436,0.26642178170891917,0.20886957187810024,1.292504200531342,0.3009704837131396,0.11182423916453872,0.04853446217354131,4.0,0.7,decorrelated_parent_frames_plus_velocity_seeds,0.0
3.0,32.0,243.0,3277.0,0.6321025974925064,0.17455715892016288,0.0905387467961638,0.44602606898633346,0.11851056496058608,0.023615431623778837,0.0065611527601827455,4.0,0.7,decorrelated_parent_frames_plus_velocity_seeds,0.0
3.0,64.0,235.0,3277.0,1.2123931705759219,0.10137776666612885,0.03260117258260345,0.06181643519250804,0.019626742141343374,0.002098559775808863,-7.566445269218952e-05,4.0,0.7,decorrelated_parent_frames_plus_velocity_seeds,0.0
3.0,128.0,219.0,3277.0,2.362643441017655,0.05174966727227348,0.011184915482615099,0.011174639866868232,0.0009621974722560289,-0.00048712620237910317,0.0004528758854445149,4.0,0.7,decorrelated_parent_frames_plus_velocity_seeds,0.0
3.0,256.0,187.0,3277.0,4.645112737026196,0.02640424916708084,0.0037810113919898693,0.003972758887982506,-0.0006804952665487544,-0.0007557595492647619,0.0004065000124755499,4.0,0.7,decorrelated_parent_frames_plus_velocity_seeds,0.0
3.0,512.0,123.0,3277.0,9.304231344349652,0.014785055142124026,0.001267766720999526,0.001096742362140681,-0.00042871788390393855,-0.00025390088655381,0.0004126404197367339,4.0,0.7,decorrelated_parent_frames_plus_velocity_seeds,0.0
4.0,1.0,250.0,3277.0,0.06210953592039283,0.17285440111437844,0.7843271284711627,0.7379574000610316,0.7762455382950135,0.5938718789091888,0.4553507624640001,5.0,0.7,decorrelated_parent_frames_plus_velocity_seeds,0.0
4.0,2.0,250.0,3277.0,0.08481697770164826,0.2508067655331023,0.6749063167531278,1.676674328959414,0.7123278315826526,0.5036042179794082,0.36024844054270133,5.0,0.7,decorrelated_parent_frames_plus_velocity_seeds,0.0
4.0,4.0,250.0,3277.0,0.12349188268563262,0.3155930124222739,0.5376075678974672,2.3132793408605425,0.6199461589809886,0.39011005197072124,0.2535041199755527,5.0,0.7,decorrelated_parent_frames_plus_velocity_seeds,0.0
4.0,8.0,249.0,3277.0,0.19786404573327035,0.3156102033782384,0.36932472030324537,2.529027160847322,0.48000722695127407,0.2473372978678917,0.13714589198163102,5.0,0.7,decorrelated_parent_frames_plus_velocity_seeds,0.0
4.0,16.0,247.0,3277.0,0.3442559564214068,0.25659034027959393,0.2053818850311149,1.478809704324679,0.2967169664116487,0.10888694859483741,0.04683297687726841,5.0,0.7,decorrelated_parent_frames_plus_velocity_seeds,0.0
4.0,32.0,243.0,3277.0,0.6360099948324048,0.172137116273539,0.08917998118825435,0.41358046654776753,0.11716853233883165,0.023284162934438888,0.006367821461181999,5.0,0.7,decorrelated_parent_frames_plus_velocity_seeds,0.0
4.0,64.0,235.0,3277.0,1.224289648000686,0.10317131833957482,0.031892169147962265,0.07156873295405802,0.019591094530849992,0.0014784116282932909,0.00022758926135883146,5.0,0.7,decorrelated_parent_frames_plus_velocity_seeds,0.0
4.0,128.0,219.0,3277.0,2.4080344183517055,0.05622400410994688,0.010782219509714168,0.012714417026747468,-0.0003543145606163198,-4.310341455285425e-05,0.000946116923681222,5.0,0.7,decorrelated_parent_frames_plus_velocity_seeds,0.0
4.0,256.0,187.0,3277.0,4.76967948715293,0.028455924650953923,0.0038054892387226476,0.00464848708188838,0.0004759645174430318,-0.0003773732258375455,-0.0006984142958551094,5.0,0.7,decorrelated_parent_frames_plus_velocity_seeds,0.0
4.0,512.0,123.0,3277.0,9.441087942150855,0.015597220551393232,0.001394295297850751,0.0014343939445557142,-0.0009621479451836526,0.00010443512165886298,0.00032872450078221986,5.0,0.7,decorrelated_parent_frames_plus_velocity_seeds,0.0
