mechanism_state,evidence_completeness_pass,selection_scope,static_environment_family_excluded,cross_particle_mechanism_excluded,microdynamic_closure_claim_allowed,spatial_facilitation_claim_allowed,thermodynamic_claim_allowed,pooled_one_step_rejected,pooled_anchor_semi_markov_rejected,anchor_model_improves_all_low_replicates,particle_identity_without_order_state,particle_identity_without_order_sufficient,particle_identity_without_order_rejected,ordered_particle_path_upper_bound_closes,ordered_recoil_path_required,persistent_particle_environment_supported,finite_exchange_environment_supported,pure_static_particle_rate_disorder_rejected,minimum_temporal_ordering_contribution_fraction,minimum_particle_identity_contribution_fraction,minimum_exchange_time_growth_ratio,minimum_exchange_time_growth_ci95_low,cross_half_identity_correlation_growth_ratio,cross_half_identity_correlation_growth_ci95_low,positive_short_range_spatial_covariance_measured,spatial_correlation_length,spatial_correlation_length_ci95_low,spatial_correlation_length_ci95_high,spatial_correlation_length_resolved,spatial_facilitation_required,next_minimal_model_candidate,environment_recomputed_from_raw,environment_waiting_consensus_recomputed_from_windows,waiting_recomputed_from_thresholds,stored_high_environment_waiting_consistency_pass,stored_low_environment_waiting_consistency_pass,stored_environment_waiting_consistency_pass,stored_environment_consistency_pass,stored_waiting_consistency_pass,stored_subgate_consistency_pass
ordered_particle_path_required_finite_exchange_supported,1.0,within_frozen_single_particle_alternatives,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,rejected,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.07244208930095337,0.08748488896548952,2.9676536828786326,1.326292166800656,5.132536616561052,1.6796594000507878,1.0,0.6952115464371099,0.45055024904913665,0.9398728438250832,1.0,0.0,particle_conditioned_finite_exchange_ordered_path_kernel,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
