distance_low,distance_high,distance_midpoint,pair_count,count_window,window_count,retained_event_count,count_covariance,all_pair_covariance_null,covariance_excess_over_all_pairs,normalized_covariance_excess,temperature,block_index,spatial_block,threshold,half_window,uncertainty_scope,independent_replicate_count,spatial_model_claim_allowed,thermodynamic_claim_allowed
2.5,3.5,3.0,179463.0,100.0,10.0,373.0,1.1384788388328745e-05,-3.4141404158284086e-06,1.4798928804157154e-05,0.0013231375938445096,0.45,6.0,1000.0,0.2,5.0,single_trajectory_nonoverlapping_time_blocks,1.0,0.0,0.0
3.5,5.0,4.25,544097.0,100.0,10.0,373.0,-1.369752595237774e-05,-3.4141404158284086e-06,-1.028338553654933e-05,-0.0009194134369768148,0.45,6.0,1000.0,0.2,5.0,single_trajectory_nonoverlapping_time_blocks,1.0,0.0,0.0
5.0,7.5,6.25,1956042.0,100.0,10.0,373.0,-1.2759818611452897e-05,-3.4141404158284086e-06,-9.345678195624488e-06,-0.0008355752179259129,0.45,6.0,1000.0,0.2,5.0,single_trajectory_nonoverlapping_time_blocks,1.0,0.0,0.0
7.5,13.1,10.3,2589767.0,100.0,10.0,373.0,-7.513170619870224e-06,-3.4141404158284086e-06,-4.099030204041815e-06,-0.00036648469852414747,0.45,6.0,1000.0,0.2,5.0,single_trajectory_nonoverlapping_time_blocks,1.0,0.0,0.0
0.0,1.1,0.55,8165.0,100.0,10.0,616.0,0.001966347012774142,-5.8978655644983475e-06,0.0019722448783386403,0.10207563135468412,0.45,7.0,1000.0,0.2,5.0,single_trajectory_nonoverlapping_time_blocks,1.0,0.0,0.0
1.1,1.4,1.25,10590.0,100.0,10.0,616.0,0.0012379881246140669,-5.8978655644983475e-06,0.0012438859901785651,0.06437864241669601,0.45,7.0,1000.0,0.2,5.0,single_trajectory_nonoverlapping_time_blocks,1.0,0.0,0.0
1.4,1.8,1.6,15302.0,100.0,10.0,616.0,0.0008933676487576497,-5.8978655644983475e-06,0.000899265514322148,0.046542443151000465,0.45,7.0,1000.0,0.2,5.0,single_trajectory_nonoverlapping_time_blocks,1.0,0.0,0.0
1.8,2.5,2.15,64166.0,100.0,10.0,616.0,0.00042532267170407935,-5.8978655644983475e-06,0.0004312205372685777,0.02231827755175861,0.45,7.0,1000.0,0.2,5.0,single_trajectory_nonoverlapping_time_blocks,1.0,0.0,0.0
2.5,3.5,3.0,179684.0,100.0,10.0,616.0,0.00015876017438398786,-5.8978655644983475e-06,0.0001646580399484862,0.008522051987542602,0.45,7.0,1000.0,0.2,5.0,single_trajectory_nonoverlapping_time_blocks,1.0,0.0,0.0
3.5,5.0,4.25,544005.0,100.0,10.0,616.0,1.380656624602802e-05,-5.8978655644983475e-06,1.9704431810526368e-05,0.0010198238259536486,0.45,7.0,1000.0,0.2,5.0,single_trajectory_nonoverlapping_time_blocks,1.0,0.0,0.0
5.0,7.5,6.25,1956742.0,100.0,10.0,616.0,-2.8300748604405238e-05,-5.8978655644983475e-06,-2.240288303990689e-05,-0.001159485039398334,0.45,7.0,1000.0,0.2,5.0,single_trajectory_nonoverlapping_time_blocks,1.0,0.0,0.0
7.5,13.1,10.3,2589072.0,100.0,10.0,616.0,-3.184363009869236e-05,-5.8978655644983475e-06,-2.5945764534194013e-05,-0.001342850639337841,0.45,7.0,1000.0,0.2,5.0,single_trajectory_nonoverlapping_time_blocks,1.0,0.0,0.0
0.0,1.1,0.55,8293.0,100.0,10.0,495.0,0.0011964654221147707,-4.352244694188318e-06,0.001200817666808959,0.08422089866244388,0.45,8.0,1000.0,0.2,5.0,single_trajectory_nonoverlapping_time_blocks,1.0,0.0,0.0
1.1,1.4,1.25,10337.0,100.0,10.0,495.0,0.0008979854671923571,-4.352244694188318e-06,0.0009023377118865454,0.06328662135197297,0.45,8.0,1000.0,0.2,5.0,single_trajectory_nonoverlapping_time_blocks,1.0,0.0,0.0
1.4,1.8,1.6,15434.0,100.0,10.0,495.0,0.00028197224332078324,-4.352244694188318e-06,0.00028632448801497155,0.020081737932592793,0.45,8.0,1000.0,0.2,5.0,single_trajectory_nonoverlapping_time_blocks,1.0,0.0,0.0
