scenario,wave_number,diffusion_coefficient,tau_alpha,rotational_relaxation_time,translational_persistence_mean,translational_exchange_mean,rotational_persistence_mean,rotational_exchange_mean,rotational_step_correlation,translational_clock_ratio,rotational_clock_ratio,rotational_to_translational_persistence_ratio,translation_rotation_ratio,stokes_einstein_product,rotational_dse_product,translation_rotation_decoupling_detected,inferred_translational_persistence_mean,inferred_rotational_persistence_mean,tau_alpha_log_residual,rotational_tau_log_residual,poisson_rotational_relaxation_time
coupled_clock,1.1,0.35,6.29523721557856,5.99126757241633,4.0,1.0,4.0,1.0,0.62,4.0,4.0,1.0,0.9517143464570312,2.203333025452496,2.0969436503457155,0.0,3.9999999999999982,3.999999999999999,-3.33066907387547e-16,0.0,2.6315789473684212
rotationally_slow_clock,1.1,0.35,6.29523721557856,15.86438686313205,4.0,1.0,14.0,1.0,0.62,4.0,14.0,3.5,2.5200618054349273,2.203333025452496,5.552535402096217,1.0,3.9999999999999982,13.999999999999996,-3.33066907387547e-16,-2.2204460492503136e-16,2.6315789473684212
