model,replicate,lag,realization_count,predicted_msd,observed_msd,predicted_msd_mc_se,predicted_ngp,observed_ngp,predicted_ngp_mc_se,microdynamic_closure_claim_allowed,spatial_facilitation_claim_allowed,thermodynamic_claim_allowed,msd_relative_error,ngp_absolute_error,predicted_fs_k2,observed_fs_k2,absolute_error_fs_k2,predicted_fs_k2_mc_se,predicted_fs_k4,observed_fs_k4,absolute_error_fs_k4,predicted_fs_k4_mc_se,predicted_fs_k7p25,observed_fs_k7p25,absolute_error_fs_k7p25,predicted_fs_k7p25_mc_se,temperature,calibration_time,block_size,radial_bin_count,required_realizations_per_replicate,surrogate_base_seed,calibration_events_only,external_cage_channel_used,calibration_cage_residual_transfer,heldout_events_used_in_calibration,heldout_cage_residual_used_in_prediction,macro_fit_parameter_count,calibration_residual_source,heldout_target_source,debye_waller_source
anchor_aware_semi_markov,1.0,20.0,16.0,0.22751691648987904,0.16660841604263024,0.00015278808879347577,0.7560518106213746,0.5385549106326213,0.0025138356166931326,0.0,0.0,0.0,0.3655787738337546,0.21749689998875332,0.866285741681063,0.8977103424506039,0.0314246007695409,7.304563015880532e-05,0.6073026986855311,0.6706091522002315,0.06330645351470043,0.00015101341238573117,0.2874000622930618,0.3302563514537057,0.04285628916064388,0.00010737111539898343,0.58,750.0,20.0,8.0,16.0,84031.0,1.0,1.0,1.0,0.0,0.0,0.0,data/renewal_cage_ka_replicates_T058_calibration_event_channels_factorization_rows.csv,data/renewal_cage_ka_replicates_T058_event_oracle_factorization_rows.csv,data/renewal_cage_ka_replicates_T058_debye_waller_heldout_replicates.csv
anchor_aware_semi_markov,1.0,100.0,16.0,0.7143548409490716,0.6244853324897498,0.0009434080405191205,0.39686891988675554,0.2825033492140283,0.003784337756682406,0.0,0.0,0.0,0.14390971858541923,0.11436557067272723,0.6471852828858831,0.6748742076596806,0.027688924773797585,0.00028484910847363063,0.2522109478430739,0.25770578929215066,0.005494841449076748,0.00032855428183291643,0.06268975573359405,0.03757140173250425,0.025118354001089797,0.0001517018928780099,0.58,750.0,20.0,8.0,16.0,84031.0,1.0,1.0,1.0,0.0,0.0,0.0,data/renewal_cage_ka_replicates_T058_calibration_event_channels_factorization_rows.csv,data/renewal_cage_ka_replicates_T058_event_oracle_factorization_rows.csv,data/renewal_cage_ka_replicates_T058_debye_waller_heldout_replicates.csv
anchor_aware_semi_markov,1.0,200.0,16.0,1.264946000379494,1.1970958003749623,0.002130013558258614,0.30564587532941345,0.17003137790337108,0.0055329321182196745,0.0,0.0,0.0,0.05667900596032416,0.13561449742604237,0.4729096203155024,0.4733264732392782,0.0004168529237758012,0.0005947998108234453,0.10695796090848231,0.07641999280253814,0.03053796810594417,0.0005936077552121583,0.01902186409543297,0.0035374896626027496,0.01548437443283022,0.00022433902844868795,0.58,750.0,20.0,8.0,16.0,84031.0,1.0,1.0,1.0,0.0,0.0,0.0,data/renewal_cage_ka_replicates_T058_calibration_event_channels_factorization_rows.csv,data/renewal_cage_ka_replicates_T058_event_oracle_factorization_rows.csv,data/renewal_cage_ka_replicates_T058_debye_waller_heldout_replicates.csv
anchor_aware_semi_markov,1.0,400.0,16.0,2.3931296754785514,2.302522122507715,0.00589384956482612,0.24070116052318224,0.08241548506967367,0.007352113491720429,0.0,0.0,0.0,0.0393514364466363,0.15828567545350858,0.2588633315152826,0.2367746362454057,0.022088695269876918,0.001339007572212544,0.025732571573484294,0.005007075510426834,0.020725496063057458,0.0005167492552327592,0.0042197364723898095,-0.0015893870932790705,0.00580912356566888,0.00022800075310448688,0.58,750.0,20.0,8.0,16.0,84031.0,1.0,1.0,1.0,0.0,0.0,0.0,data/renewal_cage_ka_replicates_T058_calibration_event_channels_factorization_rows.csv,data/renewal_cage_ka_replicates_T058_event_oracle_factorization_rows.csv,data/renewal_cage_ka_replicates_T058_debye_waller_heldout_replicates.csv
anchor_aware_semi_markov,1.0,600.0,16.0,3.5210570332688826,3.5092386999443375,0.011496137119042609,0.22272999958447154,0.04880248109629837,0.006499146328638379,0.0,0.0,0.0,0.003367776983860482,0.17392751848817317,0.15159736203172347,0.10971466137823888,0.041882700653484595,0.0015706161130259217,0.010199221759949325,0.003664696471714173,0.006534525288235152,0.0008600561644797857,0.0023401214399584123,-0.002099056579231919,0.004439178019190332,0.0003273108311384286,0.58,750.0,20.0,8.0,16.0,84031.0,1.0,1.0,1.0,0.0,0.0,0.0,data/renewal_cage_ka_replicates_T058_calibration_event_channels_factorization_rows.csv,data/renewal_cage_ka_replicates_T058_event_oracle_factorization_rows.csv,data/renewal_cage_ka_replicates_T058_debye_waller_heldout_replicates.csv
anchor_aware_semi_markov,2.0,20.0,16.0,0.22017338679073511,0.16893775764805471,0.00012399684562488486,0.7519620569271285,0.5268513866039641,0.002215414524101449,0.0,0.0,0.0,0.3032811010160248,0.22511067032316434,0.8700514246682542,0.8963572500530242,0.02630582538477,5.472872079560171e-05,0.6147789062681097,0.6669561225844329,0.052177216316323216,9.789244625391208e-05,0.2927503934266042,0.3258010831779263,0.03305068975132208,7.101862517116048e-05,0.58,750.0,20.0,8.0,16.0,84031.0,1.0,1.0,1.0,0.0,0.0,0.0,data/renewal_cage_ka_replicates_T058_calibration_event_channels_factorization_rows.csv,data/renewal_cage_ka_replicates_T058_event_oracle_factorization_rows.csv,data/renewal_cage_ka_replicates_T058_debye_waller_heldout_replicates.csv
anchor_aware_semi_markov,2.0,100.0,16.0,0.6751174346783576,0.6429152367660607,0.0007979270218957994,0.42974208142014975,0.2515771495978034,0.0030145546163975285,0.0,0.0,0.0,0.050087781515768315,0.17816493182234633,0.6630577551000089,0.6661168891936906,0.003059134093681748,0.0002718652588475873,0.2721772254626903,0.24525439631843157,0.026922829144258725,0.000288696641105106,0.07113369272971734,0.03400429515488748,0.03712939757482986,0.00015401374272366116,0.58,750.0,20.0,8.0,16.0,84031.0,1.0,1.0,1.0,0.0,0.0,0.0,data/renewal_cage_ka_replicates_T058_calibration_event_channels_factorization_rows.csv,data/renewal_cage_ka_replicates_T058_event_oracle_factorization_rows.csv,data/renewal_cage_ka_replicates_T058_debye_waller_heldout_replicates.csv
anchor_aware_semi_markov,2.0,200.0,16.0,1.1906819747116373,1.239448946514999,0.0020690309624851605,0.3333775798074847,0.13004647316350693,0.003339774386451671,0.0,0.0,0.0,0.03934568821126627,0.2033311066439778,0.4946595599066705,0.45825187248330496,0.03640768742336553,0.0005527168119009841,0.12330363800395636,0.06963898340301387,0.05366465460094248,0.0004574904504233876,0.023787656269649717,0.0013632909193586297,0.022424365350291086,0.0002280535150753397,0.58,750.0,20.0,8.0,16.0,84031.0,1.0,1.0,1.0,0.0,0.0,0.0,data/renewal_cage_ka_replicates_T058_calibration_event_channels_factorization_rows.csv,data/renewal_cage_ka_replicates_T058_event_oracle_factorization_rows.csv,data/renewal_cage_ka_replicates_T058_debye_waller_heldout_replicates.csv
anchor_aware_semi_markov,2.0,400.0,16.0,2.2406466341184608,2.446386944815099,0.006141656814603025,0.2640835583364201,0.06244093818479679,0.004994780332370286,0.0,0.0,0.0,0.08409966016728732,0.20164262015162332,0.282136500464098,0.2134958630148948,0.0686406374492032,0.0009494163108403123,0.031797701341366044,-0.0008022615567074514,0.032599962898073494,0.0007365860127528602,0.004670458765010448,0.0005040949482152632,0.004166363816795185,0.00015438525404265637,0.58,750.0,20.0,8.0,16.0,84031.0,1.0,1.0,1.0,0.0,0.0,0.0,data/renewal_cage_ka_replicates_T058_calibration_event_channels_factorization_rows.csv,data/renewal_cage_ka_replicates_T058_event_oracle_factorization_rows.csv,data/renewal_cage_ka_replicates_T058_debye_waller_heldout_replicates.csv
anchor_aware_semi_markov,2.0,600.0,16.0,3.299122602964304,3.687875142081927,0.012334695286568689,0.2339664512292592,0.05260664913915636,0.006453895700134254,0.0,0.0,0.0,0.10541369328956174,0.18135980209010283,0.16714661453187105,0.09566220281545856,0.07148441171641248,0.001175502286350496,0.012744942522922454,-0.0033646927489369453,0.0161096352718594,0.0006399763265744146,0.0028018695558189176,0.004720807730679563,0.0019189381748606457,0.0002384308226225541,0.58,750.0,20.0,8.0,16.0,84031.0,1.0,1.0,1.0,0.0,0.0,0.0,data/renewal_cage_ka_replicates_T058_calibration_event_channels_factorization_rows.csv,data/renewal_cage_ka_replicates_T058_event_oracle_factorization_rows.csv,data/renewal_cage_ka_replicates_T058_debye_waller_heldout_replicates.csv
