comparison,lag_count,maximum_msd_relative_error,maximum_ngp_absolute_error,maximum_fs_absolute_error,msd_relative_error_tolerance,ngp_absolute_error_tolerance,fs_absolute_error_tolerance,curve_transfer_pass,temperature,calibration_time,block_size,independent_replicate_count,surrogate_realizations_per_replicate,surrogate_iteration_count,surrogate_base_seed,microdynamic_closure_claim_allowed,spatial_facilitation_claim_allowed,thermodynamic_claim_allowed
early_late,5.0,0.10621871804359684,0.06438697521412423,0.04440252391378685,0.1,0.3,0.03,0.0,0.58,750.0,10.0,5.0,8.0,240.0,211003.0,0.0,0.0,0.0
early_heldout,5.0,0.11814383318999466,0.06865196862650347,0.04797617979762542,0.1,0.3,0.03,0.0,0.58,750.0,10.0,5.0,8.0,240.0,211003.0,0.0,0.0,0.0
late_heldout,5.0,0.016602234169970642,0.01440863489265451,0.00520120901107729,0.1,0.3,0.03,1.0,0.58,750.0,10.0,5.0,8.0,240.0,211003.0,0.0,0.0,0.0
