held_clone_index,bath_order,lag_frames,correlation_component,observed_correlation,simulated_correlation,simulated_marginal_covariance,thermodynamic_claim_allowed
1.0,16.0,36.0,pp,-0.029096011484436503,-0.021509461837327784,1.0224962934081254,0.0
1.0,16.0,37.0,uu,0.239526686758642,0.2233864602098939,1.0411218333191008,0.0
1.0,16.0,37.0,up,0.0017414577828258704,0.05002069002104072,0.01875018118391451,0.0
1.0,16.0,37.0,pu,-0.00023366251492950698,-0.015583462280196397,0.01875018118391451,0.0
1.0,16.0,37.0,pp,-0.018757797597105778,-0.01623195943666575,1.0109564908303528,0.0
1.0,16.0,38.0,uu,0.23966604312986095,0.2201910668219583,1.0466961898463456,0.0
1.0,16.0,38.0,up,-0.0007990733156507417,0.04842048458991582,0.010674969087581209,0.0
1.0,16.0,38.0,pu,0.00224082412252118,-0.016264792253807475,0.010674969087581209,0.0
1.0,16.0,38.0,pp,-0.009857139001560626,-0.004601950065840731,0.9910443010232165,0.0
1.0,16.0,39.0,uu,0.2401162352914379,0.21704660353692323,1.048420332419195,0.0
1.0,16.0,39.0,up,-0.0019098610476532274,0.048295085580274066,-0.0004520174727538348,0.0
1.0,16.0,39.0,pu,0.0032965779267470512,-0.01640377695523064,-0.0004520174727538348,0.0
1.0,16.0,39.0,pp,-0.002860666241663895,0.004185634189515215,0.9809280997210885,0.0
1.0,16.0,40.0,uu,0.2406534207361794,0.21352350534406359,1.0458322354166296,0.0
1.0,16.0,40.0,up,-0.0019405631148251977,0.049451118137015054,-0.011894744781127306,0.0
1.0,16.0,40.0,pu,0.0032788378396420006,-0.02239627556991236,-0.011894744781127306,0.0
1.0,16.0,40.0,pp,0.002118915226955027,0.004710520634273457,0.9879713406263273,0.0
1.0,16.0,41.0,uu,0.2411171670407262,0.20928654800876834,1.040515568745191,0.0
1.0,16.0,41.0,up,-0.0012355899581903773,0.04939444309447694,-0.01523501683455517,0.0
1.0,16.0,41.0,pu,0.0025473537332214857,-0.024274325640594927,-0.01523501683455517,0.0
1.0,16.0,41.0,pp,0.0052194703977981585,-0.00233558576753326,0.9912592948168395,0.0
1.0,16.0,42.0,uu,0.24140642515739077,0.20535021844534154,1.0351713977449533,0.0
