metric,mean,standard_deviation,standard_error,ci95_low,ci95_high,ci95_critical_value,ci95_method,block_count,temperature,independent_replicate_count,independence_class,maximum_absolute_initial_fs,thermodynamic_claim_allowed
diffusion,2.7296702914512262e-05,2.966205188526792e-06,1.7125393640676082e-06,1.992824074462625e-05,3.4665165084398274e-05,4.302652729911275,student_t_independent_replicates,3.0,0.45,3.0,decorrelated_parent_frames_plus_velocity_seeds,0.011093063288265275,0.0
alpha_relaxation_time,1382.5047837581885,239.03755446291203,138.0083964155921,788.7025801699638,1976.3069873464133,4.302652729911275,student_t_independent_replicates,3.0,0.45,3.0,decorrelated_parent_frames_plus_velocity_seeds,0.011093063288265275,0.0
diffusion_alpha_product,0.037273675924802,0.0025709484464566225,0.0014843377776343812,0.030887085933752993,0.043660265915851,4.302652729911275,student_t_independent_replicates,3.0,0.45,3.0,decorrelated_parent_frames_plus_velocity_seeds,0.011093063288265275,0.0
ngp_peak,2.150850788462476,0.12448146488299926,0.07186940725931858,1.8416216871210636,2.4600798898038883,4.302652729911275,student_t_independent_replicates,3.0,0.45,3.0,decorrelated_parent_frames_plus_velocity_seeds,0.011093063288265275,0.0
ngp_peak_time,426.6666666666667,147.8016689125442,85.33333333333333,59.506967047571266,793.8263662857621,4.302652729911275,student_t_independent_replicates,3.0,0.45,3.0,decorrelated_parent_frames_plus_velocity_seeds,0.011093063288265275,0.0
overlap_chi4_peak,10.352436943546195,5.133364150727782,2.9637491742710593,-2.3995465319034643,23.104420418995854,4.302652729911275,student_t_independent_replicates,3.0,0.45,3.0,decorrelated_parent_frames_plus_velocity_seeds,0.011093063288265275,0.0
overlap_chi4_peak_time,853.3333333333334,295.6033378250884,170.66666666666666,119.01393409514253,1587.6527325715242,4.302652729911275,student_t_independent_replicates,3.0,0.45,3.0,decorrelated_parent_frames_plus_velocity_seeds,0.011093063288265275,0.0
