consensus_verdict,consensus_replicate_count,independent_replicate_count,all_replicates_agree,finite_memory_model_required,persistent_environment_identifiable,collective_covariance_replicate_count,spatial_cooperation_test_required,spatial_cooperation_proven,thermodynamic_claim_allowed,mean_median_empirical_iid_relative_error,standard_error_median_empirical_iid_relative_error,mean_median_gamma_iid_relative_error,standard_error_median_gamma_iid_relative_error,mean_median_temporal_memory_excess_fraction,standard_error_median_temporal_memory_excess_fraction,mean_median_persistent_environment_excess_fraction,standard_error_median_persistent_environment_excess_fraction,mean_median_waiting_correlation_z_vs_shuffle,standard_error_median_waiting_correlation_z_vs_shuffle,temperature,calibration_time,count_windows,shuffle_replicates,event_definition
persistent_particle_environment_required,3.0,3.0,1.0,0.0,1.0,3.0,1.0,0.0,0.0,0.19480173720543337,0.003793777993892925,0.33689125465785513,0.014649178231191846,0.09954717113582416,0.002639257805919972,3.0129714158635412,0.11128323020569766,18.549245093446213,2.1149693753983745,0.45,5000.0,50;100;200;500;1000,32.0,debye_waller_finite_duration_cage_jump
