fit_id,system_id,temperature,structure_id,interval_clock_candidate_ready,persistence_fit_ready,exponential_rate_mle,exponential_mean_persistence_time,log_likelihood,observed_crossed_fraction,predicted_crossed_fraction_at_latest_lag,right_censored_fraction,latest_lag_time,tau_alpha_direct,alpha_threshold_crossed,mean_persistence_over_tau_alpha_direct,exchange_clock_ready,real_pe_inversion_ready,thermodynamic_claim_allowed,primary_blocker,next_required_action,persistence_fit_stage
glassbench_ka2d_interval_censored_persistence_fit,KA2D,0.23,151,1.0,1.0,1.8272245092266246e-07,5472781.231591796,-0.6326326983139481,0.24007751937984495,0.23973154391606166,0.759922480620155,1500000.0,1500000.0,1.0,3.6485208210611972,0.0,0.0,0.0,exchange_clock_and_replica_identity,estimate_exchange_clock_or_joint_pe_model_under_interval_censoring,interval_censored_exponential_persistence_fit_ready
glassbench_ka2d_interval_censored_persistence_fit,KA2D,0.30,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,interval_censored_clock,complete_interval_censored_first_crossing_clock,interval_censored_persistence_fit_upstream_incomplete
glassbench_ka2d_interval_censored_persistence_fit,KA2D,0.30,none,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,interval_censored_clock,complete_interval_censored_first_crossing_clock,interval_censored_persistence_fit_upstream_incomplete
