halo_radius_lower_bound,mean_integrated_neighbor_excess_over_self_jump_squared,standard_deviation_integrated_neighbor_excess_over_self_jump_squared,standard_error_integrated_neighbor_excess_over_self_jump_squared,ci95_low_integrated_neighbor_excess_over_self_jump_squared,ci95_high_integrated_neighbor_excess_over_self_jump_squared,ci95_critical_value,ci95_method,independent_replicate_count,spatial_measurement_claim_allowed,spatial_model_claim_allowed,thermodynamic_claim_allowed,temperature,threshold
5.0,6.21247301503072,0.06821152584923773,0.03938194281089252,6.0430261912862235,6.381919838775216,4.302652729911275,student_t_independent_replicates,3.0,1.0,0.0,0.0,0.45,0.15
