diffusion,alpha_relaxation_time,diffusion_alpha_product,ngp_peak,ngp_peak_time,overlap_chi4_peak,overlap_chi4_peak_time,replicate,temperature,independence_class,thermodynamic_claim_allowed
0.0030663334576263392,4.367655119347661,0.013392687023828695,0.31194955367826704,8.0,2.7772776086569957,8.0,1.0,0.7,decorrelated_parent_frames_plus_velocity_seeds,0.0
0.003002233044884757,4.419608751415223,0.013268695438960643,0.3144605570096026,4.0,2.487228766236492,8.0,2.0,0.7,decorrelated_parent_frames_plus_velocity_seeds,0.0
0.0031148252773338376,4.386791039860868,0.013664087617340222,0.3137661407227357,8.0,3.0988372188884092,8.0,3.0,0.7,decorrelated_parent_frames_plus_velocity_seeds,0.0
0.0030287211407388193,4.430108786789915,0.013417564138323417,0.32400813686563024,8.0,2.4726297813313054,8.0,4.0,0.7,decorrelated_parent_frames_plus_velocity_seeds,0.0
0.003073270814502231,4.373419390710155,0.01344070217304765,0.3156102033782384,8.0,2.529027160847322,8.0,5.0,0.7,decorrelated_parent_frames_plus_velocity_seeds,0.0
