replicate,temperature,jump_count,sample_count,conditional_msd,conditional_fourth_moment,conditional_characteristic_k2,conditional_characteristic_k4,conditional_characteristic_k7p25
1.0,0.45,35.0,14750.0,0.9883907362337656,2.4054295706301145,0.5682054546775022,0.21106312275599018,0.06769460684921544
1.0,0.45,36.0,13801.0,1.0097517683123114,2.4983418266332857,0.5618330576331444,0.2080944030458002,0.07162011997838096
1.0,0.45,37.0,12893.0,1.0321467320664506,2.5995042001224133,0.5553646633386082,0.2040681222731951,0.07124979829833455
1.0,0.45,38.0,12037.0,1.0533396917815072,2.699128627372415,0.5493999692618612,0.199710947734059,0.06996824214583498
1.0,0.45,39.0,11229.0,1.0762619805666809,2.805391595506225,0.5429529051951154,0.19674019616888538,0.06972419680727172
1.0,0.45,40.0,10467.0,1.0978991319796418,2.9164161616811444,0.5372906909511328,0.19288971903461327,0.06696804114970598
1.0,0.45,41.0,9740.0,1.1236374458777074,3.0505199069574833,0.5299453571925746,0.18769328105457445,0.06940345725010102
1.0,0.45,42.0,9065.0,1.150285178329295,3.2012567396466336,0.5230923447194231,0.1850476075425408,0.06803564824010244
1.0,0.45,43.0,8435.0,1.1742844697732242,3.3338280203043404,0.5167810106055162,0.18398484696682582,0.07106780642862881
1.0,0.45,44.0,7846.0,1.1970624531517606,3.4798469788397326,0.511427322537769,0.18258426984985973,0.06906785851035042
1.0,0.45,45.0,7293.0,1.2257200697330715,3.663026104737056,0.5048960041937497,0.17970549168543626,0.07015186226917365
1.0,0.45,46.0,6782.0,1.2543964201643352,3.84679367079596,0.49798554745289636,0.1754012763882636,0.06818796090732089
1.0,0.45,47.0,6304.0,1.2804873665961305,4.042377484448599,0.4928054532614312,0.1743390302396935,0.06985880968106618
1.0,0.45,48.0,5856.0,1.3071284583006164,4.232167168909835,0.48742627798835825,0.17193379576094966,0.06692661008664279
1.0,0.45,49.0,5435.0,1.33798572112336,4.44861881733876,0.4810025160483417,0.16811955973209874,0.06865745636286091
1.0,0.45,50.0,5038.0,1.3627645271127666,4.643047330104365,0.4759122858197829,0.1636030850125641,0.07064383738297715
1.0,0.45,51.0,4664.0,1.3900275747971085,4.867478444243346,0.47098693137479214,0.15924791985299394,0.07008886847643994
1.0,0.45,52.0,4312.0,1.4220127627494226,5.135377465140392,0.4653009232975231,0.15457741086158988,0.06954232846995134
1.0,0.45,53.0,3981.0,1.4495856910762375,5.399336515788312,0.4616563724311556,0.15311878835066686,0.07444097771209686
1.0,0.45,54.0,3671.0,1.477258132065058,5.674915484571803,0.4579676219952449,0.14870672671344282,0.07056225686391743
1.0,0.45,55.0,3379.0,1.503836184080203,5.93999862864123,0.4544630176404844,0.14708712966262857,0.07144807189214601
