block_index,lag,origin_count,particle_count,msd,ngp_3d,overlap_mean,overlap_chi4,fs_k2,fs_k4,fs_k7p25,replicate,temperature,representation,calibration_debye_waller_factor,analysis_window,window_dw_event_count,window_phop_event_count,oracle_uses_heldout_events,prediction_claim_allowed,thermodynamic_claim_allowed
0.0,10.0,93.0,3277.0,0.10750766441484316,0.5215776650020589,0.6182910543015675,3.0124234491805013,0.932042696508698,0.7649719650823928,0.4560534322972421,1.0,0.58,observed_trajectory,0.055629000067710876,heldout,36575.0,22101.0,0.0,0.0,0.0
0.0,20.0,92.0,3277.0,0.16660841604263024,0.5385549106326213,0.4668738639529793,3.8038527028328852,0.8977103424506039,0.6706091522002315,0.3302563514537057,1.0,0.58,observed_trajectory,0.055629000067710876,heldout,36575.0,22101.0,0.0,0.0,0.0
0.0,50.0,88.0,3277.0,0.33915786238642154,0.4228744500577841,0.24497184231697505,2.3745022281516306,0.8059051064886428,0.46632311008109595,0.14432782920476006,1.0,0.58,observed_trajectory,0.055629000067710876,heldout,36575.0,22101.0,0.0,0.0,0.0
0.0,100.0,82.0,3277.0,0.6244853324897498,0.2825033492140283,0.10712876887694722,0.8458237945248527,0.6748742076596806,0.25770578929215066,0.03757140173250425,1.0,0.58,observed_trajectory,0.055629000067710876,heldout,36575.0,22101.0,0.0,0.0,0.0
0.0,200.0,69.0,3277.0,1.1970958003749623,0.17003137790337108,0.0364463785806212,0.09053418654274248,0.4733264732392782,0.07641999280253814,0.0035374896626027496,1.0,0.58,observed_trajectory,0.055629000067710876,heldout,36575.0,22101.0,0.0,0.0,0.0
0.0,400.0,44.0,3277.0,2.302522122507715,0.08241548506967367,0.011693067384248345,0.012563774062650529,0.2367746362454057,0.005007075510426834,-0.0015893870932790705,1.0,0.58,observed_trajectory,0.055629000067710876,heldout,36575.0,22101.0,0.0,0.0,0.0
0.0,600.0,19.0,3277.0,3.5092386999443375,0.04880248109629837,0.005830107768658754,0.006742197993739629,0.10971466137823888,0.003664696471714173,-0.002099056579231919,1.0,0.58,observed_trajectory,0.055629000067710876,heldout,36575.0,22101.0,0.0,0.0,0.0
0.0,10.0,93.0,3277.0,0.049459916053939075,7.828559626674862,0.8867538825505887,1.0793012384497456,0.9713179324912159,0.9197163776440846,0.873378354888089,1.0,0.58,oracle_debye_waller_event_path,0.055629000067710876,heldout,36575.0,22101.0,1.0,0.0,0.0
0.0,20.0,92.0,3277.0,0.09818320617097337,3.813630553363441,0.7900784121213732,2.1856858219601247,0.9437075597324515,0.8464839028482145,0.7665549045462,1.0,0.58,oracle_debye_waller_event_path,0.055629000067710876,heldout,36575.0,22101.0,1.0,0.0,0.0
0.0,50.0,88.0,3277.0,0.24477766051355518,1.4968657711584212,0.5711189558076956,3.233749396305834,0.8654481849777611,0.6625721675150108,0.5305350472963344,1.0,0.58,oracle_debye_waller_event_path,0.055629000067710876,heldout,36575.0,22101.0,1.0,0.0,0.0
0.0,100.0,82.0,3277.0,0.49750347788957255,0.7172195556989069,0.3349062572102682,2.036062459733688,0.7449394010875829,0.43350252808765666,0.2872317922786726,1.0,0.58,oracle_debye_waller_event_path,0.055629000067710876,heldout,36575.0,22101.0,1.0,0.0,0.0
0.0,200.0,69.0,3277.0,1.0280418068105244,0.33055614931605204,0.12077147267074428,0.4012785193910677,0.5428254528471689,0.17375741054947494,0.08503500741680234,1.0,0.58,oracle_debye_waller_event_path,0.055629000067710876,heldout,36575.0,22101.0,1.0,0.0,0.0
0.0,400.0,44.0,3277.0,2.1038259187275288,0.13522767291822713,0.021444225594362914,0.014208722450739817,0.28079873466842004,0.01814050943604647,0.005370611731113992,1.0,0.58,oracle_debye_waller_event_path,0.055629000067710876,heldout,36575.0,22101.0,1.0,0.0,0.0
0.0,600.0,19.0,3277.0,3.268287550581972,0.07771697128446275,0.005653437836275155,0.007207118868433309,0.13458483695465123,0.0017130925096514472,-0.0022249918934961477,1.0,0.58,oracle_debye_waller_event_path,0.055629000067710876,heldout,36575.0,22101.0,1.0,0.0,0.0
