replicate,temperature,lag,observed_msd,event_msd,residual_msd,factorized_msd,msd_relative_error,observed_ngp,event_ngp,residual_ngp,factorized_ngp,ngp_absolute_error,oracle_uses_heldout_events_and_residual,prediction_claim_allowed,thermodynamic_claim_allowed,observed_fs_k2,event_fs_k2,residual_fs_k2,factorized_fs_k2,absolute_error_fs_k2,observed_fs_k4,event_fs_k4,residual_fs_k4,factorized_fs_k4,absolute_error_fs_k4,observed_fs_k7p25,event_fs_k7p25,residual_fs_k7p25,factorized_fs_k7p25,absolute_error_fs_k7p25,parent_id,source_doi,source_sha256,source_frame_index,velocity_seed,trajectory_sha256,trajectory_size_bytes,trajectory_hash_scope
2.0,0.45,50.0,0.04435482364366832,0.00926266593614605,0.038393758861793734,0.047656424797939786,0.07443612403456745,1.1460308591928556,24.130881078471837,0.3328168995545884,1.1276105999054682,0.01842025928738744,1.0,0.0,0.0,0.9713162482924576,0.9942661395267295,0.974832611681627,0.9692430575014507,0.0020731907910068736,0.8941124176091022,0.9810660787794605,0.9041439202788661,0.8870249305202763,0.0070874870888258945,0.7109883279666049,0.9580630038600361,0.7254182118861918,0.694996351134461,0.015991976832143928,10.5281/zenodo.7469766:a5fc820faf564c3d69cc1adfc861de11c6cd8a113e7bcd89aa7463f9358e18a2,10.5281/zenodo.7469766,a5fc820faf564c3d69cc1adfc861de11c6cd8a113e7bcd89aa7463f9358e18a2,35000,45157,5890bce162183b3a622ee4bbd45b3fcd97dccc84ed9527142f8d3ea52da05f61,1574632394,complete_file
2.0,0.45,100.0,0.052775278088095054,0.01616926130031921,0.04067932750785044,0.05684858880816965,0.07718217445060604,1.6163795842344126,16.375358556687118,0.3105281024647819,1.4837478797519967,0.1326317044824159,1.0,0.0,0.0,0.9663158180281514,0.9901384086994456,0.9733548011347365,0.9637559738955133,0.0025598441326381005,0.8792594732386941,0.9685217306581769,0.8987479945463795,0.8704569631036253,0.00880251013506883,0.6847219017867405,0.9333421153125181,0.7118997984704111,0.6644460637949288,0.020275837991811763,10.5281/zenodo.7469766:a5fc820faf564c3d69cc1adfc861de11c6cd8a113e7bcd89aa7463f9358e18a2,10.5281/zenodo.7469766,a5fc820faf564c3d69cc1adfc861de11c6cd8a113e7bcd89aa7463f9358e18a2,35000,45157,5890bce162183b3a622ee4bbd45b3fcd97dccc84ed9527142f8d3ea52da05f61,1574632394,complete_file
2.0,0.45,200.0,0.06724485325845257,0.029003206312386877,0.04292060128113736,0.07192380759352424,0.06958085427130478,2.1053026915279753,10.880553150936482,0.28655501517246385,1.8713300338029808,0.23397265772499454,1.0,0.0,0.0,0.9579937366175421,0.9826539866154752,0.9719042096303345,0.9550455462016108,0.0029481904159313066,0.8562828584879376,0.9469850229584288,0.8934321233205141,0.8460668398144748,0.010216018673462779,0.6480499865399985,0.8937631296198991,0.6984075850370287,0.6242109489529706,0.023839037587027878,10.5281/zenodo.7469766:a5fc820faf564c3d69cc1adfc861de11c6cd8a113e7bcd89aa7463f9358e18a2,10.5281/zenodo.7469766,a5fc820faf564c3d69cc1adfc861de11c6cd8a113e7bcd89aa7463f9358e18a2,35000,45157,5890bce162183b3a622ee4bbd45b3fcd97dccc84ed9527142f8d3ea52da05f61,1574632394,complete_file
2.0,0.45,500.0,0.1073797564638258,0.06590039158891046,0.046134996942170214,0.11203538853108068,0.043356701677967235,2.3654625478366693,6.17795891057719,0.24348526608510568,2.1788097615119906,0.18665278632467874,1.0,0.0,0.0,0.9359506294503632,0.9620958027664094,0.9698218081332137,0.9330614910362949,0.0028891384140683485,0.8005729633027215,0.8927390474763237,0.8857871899317742,0.7907768122064215,0.009796151096300054,0.5679871984961697,0.8031017378487639,0.6790171050789612,0.5453198171179505,0.02266738137821922,10.5281/zenodo.7469766:a5fc820faf564c3d69cc1adfc861de11c6cd8a113e7bcd89aa7463f9358e18a2,10.5281/zenodo.7469766,a5fc820faf564c3d69cc1adfc861de11c6cd8a113e7bcd89aa7463f9358e18a2,35000,45157,5890bce162183b3a622ee4bbd45b3fcd97dccc84ed9527142f8d3ea52da05f61,1574632394,complete_file
2.0,0.45,1000.0,0.171315127140714,0.12699448013851092,0.047857132605486616,0.17485161274399752,0.020643160135991545,2.1878435702506227,3.9579074536831085,0.23189299933739815,2.1052060298146054,0.08263754043601734,1.0,0.0,0.0,0.9031995585846249,0.9302104547664607,0.9687120724043851,0.9011060974090436,0.0020934611755812904,0.7283672041708552,0.8183254692660137,0.8817679664765841,0.7215731849506892,0.006794019220165981,0.4797847508304132,0.6941546048929333,0.6690649308023259,0.4644345026888063,0.015350248141606904,10.5281/zenodo.7469766:a5fc820faf564c3d69cc1adfc861de11c6cd8a113e7bcd89aa7463f9358e18a2,10.5281/zenodo.7469766,a5fc820faf564c3d69cc1adfc861de11c6cd8a113e7bcd89aa7463f9358e18a2,35000,45157,5890bce162183b3a622ee4bbd45b3fcd97dccc84ed9527142f8d3ea52da05f61,1574632394,complete_file
2.0,0.45,2000.0,0.30417451341716534,0.25624937578891394,0.04861639744261759,0.3048657732315315,0.0022725763792648124,1.7285262993440798,2.4386991125372495,0.20918466266054891,1.72824514635241,0.00028115299166975305,1.0,0.0,0.0,0.8413429351086408,0.8686244534801051,0.9682142029463524,0.841014532885951,0.00032840222268981645,0.6109579893966665,0.6930141604572091,0.8798828186756934,0.6097712528852584,0.001186736511408104,0.3600406540179815,0.5355598507892687,0.6639709547248469,0.3555961854408473,0.0044444685771342085,10.5281/zenodo.7469766:a5fc820faf564c3d69cc1adfc861de11c6cd8a113e7bcd89aa7463f9358e18a2,10.5281/zenodo.7469766,a5fc820faf564c3d69cc1adfc861de11c6cd8a113e7bcd89aa7463f9358e18a2,35000,45157,5890bce162183b3a622ee4bbd45b3fcd97dccc84ed9527142f8d3ea52da05f61,1574632394,complete_file
2.0,0.45,3000.0,0.43061894250681476,0.38054675359404727,0.04737726588073323,0.4279240194747805,0.006258254725967194,1.4125656124190522,1.8017836244444756,0.20244150351262524,1.4273846145916287,0.014819002172576479,1.0,0.0,0.0,0.7881757849378997,0.81465648575053,0.9690062824060546,0.789407252695102,0.001231467757202287,0.5238939683641092,0.59606738295563,0.8826749859450385,0.5261337688726566,0.0022398005085474404,0.28726954685338274,0.42982886038592477,0.6702370738838158,0.2880872376558774,0.0008176908024946639,10.5281/zenodo.7469766:a5fc820faf564c3d69cc1adfc861de11c6cd8a113e7bcd89aa7463f9358e18a2,10.5281/zenodo.7469766,a5fc820faf564c3d69cc1adfc861de11c6cd8a113e7bcd89aa7463f9358e18a2,35000,45157,5890bce162183b3a622ee4bbd45b3fcd97dccc84ed9527142f8d3ea52da05f61,1574632394,complete_file
2.0,0.45,4096.0,0.5558987627910753,0.5042473298870762,0.047278796353846714,0.5515261262409229,0.007865886457811389,1.2190995155464872,1.4737304600902155,0.20179762432799353,1.233376218799274,0.014276703252786849,1.0,0.0,0.0,0.7401817350929626,0.7657038369467679,0.9690707371996574,0.7420211817466107,0.0018394466536481024,0.4544658532335852,0.5183699423446556,0.8829013553226004,0.45766952465459465,0.0032036714210094686,0.2310186639246761,0.3501942468964473,0.6705578011061979,0.23482548415892265,0.003806820234246555,10.5281/zenodo.7469766:a5fc820faf564c3d69cc1adfc861de11c6cd8a113e7bcd89aa7463f9358e18a2,10.5281/zenodo.7469766,a5fc820faf564c3d69cc1adfc861de11c6cd8a113e7bcd89aa7463f9358e18a2,35000,45157,5890bce162183b3a622ee4bbd45b3fcd97dccc84ed9527142f8d3ea52da05f61,1574632394,complete_file
3.0,0.45,20.0,0.04088453535015432,0.00605616056980076,0.038077860319514455,0.044134020889315215,0.07947957611186673,0.6717795454013664,28.021665184830137,0.3395865501256503,0.7804282635084809,0.10864871810711452,1.0,0.0,0.0,0.9733464399062582,0.9961879395562978,0.9750386780186201,0.9713217716430657,0.002024668263192586,0.8998300405768516,0.9869117147154925,0.9049114921297594,0.8930677523635357,0.006762288213315815,0.719625334776794,0.9695699949064245,0.7274391949907019,0.7053032165818683,0.014322118194925682,10.5281/zenodo.7469766:a5fc820faf564c3d69cc1adfc861de11c6cd8a113e7bcd89aa7463f9358e18a2,10.5281/zenodo.7469766,a5fc820faf564c3d69cc1adfc861de11c6cd8a113e7bcd89aa7463f9358e18a2,65000,45201,263abeaaf4a6366a8379b282ca22f269387aeed921544f5a8561ea406286aee8,1575052965,complete_file
3.0,0.45,50.0,0.049422321755792684,0.0127011641970716,0.04151048610607692,0.05421165030314852,0.09690618281797914,1.1237178798062692,16.5880357687754,0.3243433888357419,1.1007023800175686,0.023015499788700655,1.0,0.0,0.0,0.9681502777661694,0.9921240571298336,0.972824319401271,0.9651624106389581,0.002987867127211219,0.8834658788950288,0.9738593077530443,0.8968824530360602,0.8734373248495498,0.010028554045478977,0.6881653367468185,0.9419424706957766,0.7076460557180632,0.6665618741011936,0.02160346264562485,10.5281/zenodo.7469766:a5fc820faf564c3d69cc1adfc861de11c6cd8a113e7bcd89aa7463f9358e18a2,10.5281/zenodo.7469766,a5fc820faf564c3d69cc1adfc861de11c6cd8a113e7bcd89aa7463f9358e18a2,65000,45201,263abeaaf4a6366a8379b282ca22f269387aeed921544f5a8561ea406286aee8,1575052965,complete_file
3.0,0.45,100.0,0.06145764487131366,0.022643069362301274,0.044736985573490415,0.06738005493579169,0.09636571783508763,1.5290982774510748,11.140037371325967,0.29385202582580705,1.387578864159852,0.14151941329122275,1.0,0.0,0.0,0.9610112315857834,0.9861847851347105,0.9707395414634319,0.957328566119882,0.003682665465901347,0.862271216767361,0.9557487991335749,0.8892823070584576,0.8499304970618559,0.012340719705505099,0.6509038936949388,0.9061506501503457,0.6887098106226563,0.6240748426606415,0.026829051034297335,10.5281/zenodo.7469766:a5fc820faf564c3d69cc1adfc861de11c6cd8a113e7bcd89aa7463f9358e18a2,10.5281/zenodo.7469766,a5fc820faf564c3d69cc1adfc861de11c6cd8a113e7bcd89aa7463f9358e18a2,65000,45201,263abeaaf4a6366a8379b282ca22f269387aeed921544f5a8561ea406286aee8,1575052965,complete_file
3.0,0.45,200.0,0.08291711479064671,0.041812999654220744,0.04798188901374974,0.08979488866797047,0.08294757837014832,1.8615152201432474,7.308595270609127,0.2733337645481875,1.662767821763445,0.1987473983798025,1.0,0.0,0.0,0.9487120659775828,0.9750571045500581,0.9686499938757213,0.9444890583508923,0.004223007626690589,0.8285185258267364,0.923862220927844,0.8817317029433889,0.8145986093437693,0.013919916482967087,0.5978656138385857,0.8478361772143774,0.6701850851078384,0.5682071605839218,0.029658453254663875,10.5281/zenodo.7469766:a5fc820faf564c3d69cc1adfc861de11c6cd8a113e7bcd89aa7463f9358e18a2,10.5281/zenodo.7469766,a5fc820faf564c3d69cc1adfc861de11c6cd8a113e7bcd89aa7463f9358e18a2,65000,45201,263abeaaf4a6366a8379b282ca22f269387aeed921544f5a8561ea406286aee8,1575052965,complete_file
3.0,0.45,500.0,0.1442378852338565,0.09867008941934616,0.052011019026815035,0.1506811084461612,0.04467081032045184,1.8875616697620217,4.032665824084441,0.23026188425435445,1.7566361281341925,0.1309255416278292,1.0,0.0,0.0,0.9154651401493429,0.9436898057317924,0.9660504939480015,0.9116520029608915,0.003813137188451332,0.746495797190644,0.8422522509584824,0.8723037602024427,0.7346998055500557,0.01179599164058831,0.4861965894302254,0.7152079872898024,0.6471013536898278,0.4628120567450083,0.02338453268521712,10.5281/zenodo.7469766:a5fc820faf564c3d69cc1adfc861de11c6cd8a113e7bcd89aa7463f9358e18a2,10.5281/zenodo.7469766,a5fc820faf564c3d69cc1adfc861de11c6cd8a113e7bcd89aa7463f9358e18a2,65000,45201,263abeaaf4a6366a8379b282ca22f269387aeed921544f5a8561ea406286aee8,1575052965,complete_file
3.0,0.45,1000.0,0.24403309580251992,0.19456536715487072,0.0538767893901572,0.2484421565450279,0.018067470430633614,1.5499016636258744,2.4419072010400513,0.2271221501612144,1.5083286645413985,0.04157299908447598,1.0,0.0,0.0,0.8653976751912258,0.8944765671975333,0.9648579254632871,0.8630428050017345,0.0023548701894913204,0.6394261790931611,0.7296396813803268,0.8680754167813833,0.6333822705144629,0.006043908578698187,0.3638800632295381,0.5558454839687922,0.6371006439385618,0.354129515766859,0.00975054746267906,10.5281/zenodo.7469766:a5fc820faf564c3d69cc1adfc861de11c6cd8a113e7bcd89aa7463f9358e18a2,10.5281/zenodo.7469766,a5fc820faf564c3d69cc1adfc861de11c6cd8a113e7bcd89aa7463f9358e18a2,65000,45201,263abeaaf4a6366a8379b282ca22f269387aeed921544f5a8561ea406286aee8,1575052965,complete_file
3.0,0.45,2000.0,0.45236003499621646,0.3985926071561836,0.05437990661318457,0.4529725137693682,0.0013539630510392975,1.073065313621913,1.3980195644628206,0.23232524791715692,1.0858486472581959,0.012783333636282812,1.0,0.0,0.0,0.7710587368632903,0.7996288930019434,0.9645406474705193,0.771274570192229,0.0002158333289387082,0.47164946591635304,0.5465439986468511,0.8669969808497864,0.4738519967283896,0.002202530812036585,0.21085493819329598,0.3410100896050465,0.6347812995986019,0.21646682785572707,0.005611889662431091,10.5281/zenodo.7469766:a5fc820faf564c3d69cc1adfc861de11c6cd8a113e7bcd89aa7463f9358e18a2,10.5281/zenodo.7469766,a5fc820faf564c3d69cc1adfc861de11c6cd8a113e7bcd89aa7463f9358e18a2,65000,45201,263abeaaf4a6366a8379b282ca22f269387aeed921544f5a8561ea406286aee8,1575052965,complete_file
3.0,0.45,3000.0,0.6472318283567606,0.5926010242543649,0.05257004144155423,0.6451710656959191,0.0031839637214281513,0.8235015742528151,0.9927497085335584,0.23405334774139241,0.8391117900144796,0.015610215761664437,1.0,0.0,0.0,0.6922019467726407,0.7183319756593531,0.9656995333542503,0.693692853687674,0.0014909069150332854,0.3580006787434651,0.4169533640023382,0.8710904969131342,0.3632041130383997,0.005203434294934639,0.1294193663865033,0.2161483435838432,0.6439012818669997,0.1391781955070653,0.009758829120562001,10.5281/zenodo.7469766:a5fc820faf564c3d69cc1adfc861de11c6cd8a113e7bcd89aa7463f9358e18a2,10.5281/zenodo.7469766,a5fc820faf564c3d69cc1adfc861de11c6cd8a113e7bcd89aa7463f9358e18a2,65000,45201,263abeaaf4a6366a8379b282ca22f269387aeed921544f5a8561ea406286aee8,1575052965,complete_file
3.0,0.45,4096.0,0.8260570992756984,0.7655907526248114,0.05176342396112066,0.817354176585932,0.010535497724548648,0.6039678820050809,0.7068523753469065,0.2180830419557891,0.6210314726323451,0.017063590627264258,1.0,0.0,0.0,0.6222742180858518,0.6483075347490578,0.9662025646892888,0.6263964027819299,0.004122184696078057,0.266577211230073,0.3162504433313105,0.8727620111581698,0.27601137295149736,0.009434161721424361,0.0704769541542022,0.12594488083673183,0.6473390240252149,0.08152903624182198,0.011052082087619777,10.5281/zenodo.7469766:a5fc820faf564c3d69cc1adfc861de11c6cd8a113e7bcd89aa7463f9358e18a2,10.5281/zenodo.7469766,a5fc820faf564c3d69cc1adfc861de11c6cd8a113e7bcd89aa7463f9358e18a2,65000,45201,263abeaaf4a6366a8379b282ca22f269387aeed921544f5a8561ea406286aee8,1575052965,complete_file
