wave_number,threshold,gamma_k,peak_time,tau_alpha,tau_alpha_over_peak_time,peak_renewal_count,alpha_renewal_count,alpha_to_peak_renewal_count_ratio,peak_ngp
0.6,0.36787944117144233,0.134112251940795,11.30678245091849,45.92466698082009,4.061691925193933,1.25,7.456440299290914,5.965152239432731,0.2
1.1,0.36787944117144233,0.38368679808771045,11.30678245091849,18.968638651492036,1.6776336445697817,1.25,2.606292436914655,2.085033949531724,0.2
1.8,0.36787944117144233,0.726375896629592,11.30678245091849,12.040385819419676,1.064881708981815,1.25,1.376697663895557,1.1013581311164455,0.2
