metric,mean,standard_deviation,standard_error,ci95_low,ci95_high,block_count,temperature,block_size,diffusion_lag,source_doi,uncertainty_method,independent_simulation_replicates,thermodynamic_claim_allowed
diffusion,0.0029621420409837785,8.107122215798772e-05,2.5636971471275226e-05,0.002911893576900079,0.003012390505067478,10.0,0.7,699.0,512.0,10.5281/zenodo.7469766,nonoverlapping_time_block_standard_error,1.0,0.0
alpha_relaxation_time,4.483054305026452,0.05327067302556575,0.016845665925088085,4.4500367998132795,4.516071810239625,10.0,0.7,699.0,512.0,10.5281/zenodo.7469766,nonoverlapping_time_block_standard_error,1.0,0.0
diffusion_alpha_product,0.013280186162229906,0.00042190776176847194,0.00013341894896920815,0.013018685022250258,0.013541687302209554,10.0,0.7,699.0,512.0,10.5281/zenodo.7469766,nonoverlapping_time_block_standard_error,1.0,0.0
ngp_peak,0.3207582165159663,0.006811076483709232,0.00215385150061319,0.31653666757476445,0.32497976545716817,10.0,0.7,699.0,512.0,10.5281/zenodo.7469766,nonoverlapping_time_block_standard_error,1.0,0.0
ngp_peak_time,8.0,0.0,0.0,8.0,8.0,10.0,0.7,699.0,512.0,10.5281/zenodo.7469766,nonoverlapping_time_block_standard_error,1.0,0.0
overlap_chi4_peak,2.8819388175612124,0.431695521123019,0.13651411024420695,2.6143711614825667,3.149506473639858,10.0,0.7,699.0,512.0,10.5281/zenodo.7469766,nonoverlapping_time_block_standard_error,1.0,0.0
overlap_chi4_peak_time,7.6,1.2649110640673518,0.39999999999999997,6.816,8.384,10.0,0.7,699.0,512.0,10.5281/zenodo.7469766,nonoverlapping_time_block_standard_error,1.0,0.0
