replicate,temperature,block_size,first_count,second_count,heldout_probability,hybrid_probability
2.0,0.58,50.0,4.0,1.0,0.0033349317755787086,0.0031560698648680496
2.0,0.58,50.0,4.0,2.0,0.001656567417934522,0.001414699609832755
2.0,0.58,50.0,4.0,3.0,0.0006103143118706134,0.00045788376351075155
2.0,0.58,50.0,4.0,4.0,0.0002397663368063124,0.000113378301646726
2.0,0.58,50.0,4.0,5.0,2.1796939709664764e-05,2.2563672861969498e-05
2.0,0.58,50.0,4.0,6.0,0.0,3.746039001947943e-06
2.0,0.58,50.0,4.0,7.0,0.0,5.332052572315375e-07
2.0,0.58,50.0,5.0,0.0,0.001024456166354244,0.0009043946401157801
2.0,0.58,50.0,5.0,1.0,0.0006103143118706134,0.000627678313173609
2.0,0.58,50.0,5.0,2.0,0.0006103143118706134,0.0002814967750562336
2.0,0.58,50.0,5.0,3.0,0.00013078163825798857,9.112164967528393e-05
2.0,0.58,50.0,5.0,4.0,0.00010898469854832381,2.2563672861969498e-05
2.0,0.58,50.0,5.0,5.0,2.1796939709664764e-05,4.490479958778694e-06
2.0,0.58,50.0,5.0,6.0,0.0,7.455143013091363e-07
2.0,0.58,50.0,5.0,7.0,0.0,1.0611536476288523e-07
2.0,0.58,50.0,6.0,0.0,0.00013078163825798857,0.00015007785108654548
2.0,0.58,50.0,6.0,1.0,6.539081912899428e-05,0.00010419171363106316
2.0,0.58,50.0,6.0,2.0,0.00010898469854832381,4.673257407799653e-05
2.0,0.58,50.0,6.0,3.0,2.1796939709664764e-05,1.5127981017905805e-05
2.0,0.58,50.0,6.0,4.0,0.0,3.746039001947943e-06
2.0,0.58,50.0,6.0,5.0,2.1796939709664764e-05,7.455143013091363e-07
2.0,0.58,50.0,6.0,6.0,0.0,1.237711311463761e-07
2.0,0.58,50.0,6.0,7.0,0.0,1.76173949254047e-08
2.0,0.58,50.0,7.0,0.0,2.1796939709664764e-05,2.1359544095499883e-05
2.0,0.58,50.0,7.0,1.0,0.0,1.4829963277593806e-05
2.0,0.58,50.0,7.0,2.0,0.0,6.65178360588582e-06
2.0,0.58,50.0,7.0,3.0,0.0,2.1532893260473955e-06
2.0,0.58,50.0,7.0,4.0,0.0,5.332052572315375e-07
2.0,0.58,50.0,7.0,5.0,0.0,1.0611536476288523e-07
2.0,0.58,50.0,7.0,6.0,0.0,1.76173949254047e-08
2.0,0.58,50.0,7.0,7.0,0.0,2.5076333007440822e-09
3.0,0.58,20.0,0.0,0.0,0.5597938493879904,0.579924135506132
3.0,0.58,20.0,0.0,1.0,0.14984911673956533,0.1440610294480837
3.0,0.58,20.0,0.0,2.0,0.02638761740073916,0.02666064805404817
3.0,0.58,20.0,0.0,3.0,0.0032634862509748077,0.003654803950176098
3.0,0.58,20.0,0.0,4.0,0.0003136337436001763,0.0003834371388545561
3.0,0.58,20.0,0.0,5.0,8.47658766486963e-06,3.229797783154711e-05
3.0,0.58,20.0,0.0,6.0,0.0,2.268553770607884e-06
3.0,0.58,20.0,1.0,0.0,0.14975587427525175,0.1440610294480837
3.0,0.58,20.0,1.0,1.0,0.05510629640931747,0.04652736480959761
3.0,0.58,20.0,1.0,2.0,0.01033296036347608,0.009282241131145189
3.0,0.58,20.0,1.0,3.0,0.0012460583867358356,0.0012912590217259222
3.0,0.58,20.0,1.0,4.0,0.0001441019903027837,0.0001358250308768927
3.0,0.58,20.0,1.0,5.0,0.0,1.14461759015437e-05
3.0,0.58,20.0,1.0,6.0,8.47658766486963e-06,8.040240945585469e-07
3.0,0.58,20.0,2.0,0.0,0.025344997117960195,0.026660648054048167
3.0,0.58,20.0,2.0,1.0,0.01098565761367104,0.009282241131145189
3.0,0.58,20.0,2.0,2.0,0.001991998101244363,0.001884119014524525
3.0,0.58,20.0,2.0,3.0,0.0002542976299460889,0.0002629396078438931
3.0,0.58,20.0,2.0,4.0,3.390635065947852e-05,2.7673712845947968e-05
3.0,0.58,20.0,2.0,5.0,0.0,2.332335109826419e-06
3.0,0.58,20.0,2.0,6.0,0.0,1.6383515850899745e-07
3.0,0.58,20.0,3.0,0.0,0.0031024310853422846,0.003654803950176098
3.0,0.58,20.0,3.0,1.0,0.0013393008510494016,0.0012912590217259222
3.0,0.58,20.0,3.0,2.0,0.00023734445461634965,0.0002629396078438931
3.0,0.58,20.0,3.0,3.0,0.0,3.6716119780901396e-05
3.0,0.58,20.0,3.0,4.0,0.0,3.864673367570695e-06
3.0,0.58,20.0,3.0,5.0,0.0,3.257197732990851e-07
3.0,0.58,20.0,3.0,6.0,0.0,2.288029637262331e-08
3.0,0.58,20.0,4.0,0.0,0.00032211033126504596,0.00038343713885455604
3.0,0.58,20.0,4.0,1.0,0.00011867222730817482,0.0001358250308768927
3.0,0.58,20.0,4.0,2.0,4.238293832434815e-05,2.7673712845947968e-05
3.0,0.58,20.0,4.0,3.0,0.0,3.864673367570695e-06
3.0,0.58,20.0,4.0,4.0,0.0,4.0679599258732077e-07
3.0,0.58,20.0,4.0,5.0,0.0,3.4285411869267715e-08
3.0,0.58,20.0,4.0,6.0,0.0,2.408391764160709e-09
3.0,0.58,20.0,5.0,0.0,8.47658766486963e-06,3.229797783154711e-05
3.0,0.58,20.0,5.0,1.0,0.0,1.1446175901543699e-05
3.0,0.58,20.0,5.0,2.0,0.0,2.332335109826419e-06
3.0,0.58,20.0,5.0,3.0,0.0,3.257197732990851e-07
3.0,0.58,20.0,5.0,4.0,0.0,3.4285411869267715e-08
3.0,0.58,20.0,5.0,5.0,0.0,2.889630528280734e-09
3.0,0.58,20.0,5.0,6.0,0.0,2.0298321243606853e-10
3.0,0.58,20.0,6.0,0.0,0.0,2.268553770607884e-06
3.0,0.58,20.0,6.0,1.0,8.47658766486963e-06,8.040240945585469e-07
3.0,0.58,20.0,6.0,2.0,0.0,1.6383515850899745e-07
3.0,0.58,20.0,6.0,3.0,0.0,2.288029637262331e-08
3.0,0.58,20.0,6.0,4.0,0.0,2.408391764160709e-09
3.0,0.58,20.0,6.0,5.0,0.0,2.0298321243606853e-10
3.0,0.58,20.0,6.0,6.0,0.0,1.4258634391770641e-11
3.0,0.58,50.0,0.0,0.0,0.24940058415798422,0.2769282672581105
3.0,0.58,50.0,0.0,1.0,0.1521644361131697,0.15301258443457963
3.0,0.58,50.0,0.0,2.0,0.060944243428222675,0.060885281392343546
3.0,0.58,50.0,0.0,3.0,0.019595448798988623,0.01888637307967033
3.0,0.58,50.0,0.0,4.0,0.005405641047996861,0.004603147068535393
3.0,0.58,50.0,0.0,5.0,0.0007846898295479315,0.0009084906940000637
3.0,0.58,50.0,0.0,6.0,0.00015257857796765334,0.00014987490599819412
3.0,0.58,50.0,0.0,7.0,0.0,2.120899695808185e-05
3.0,0.58,50.0,0.0,8.0,2.1796939709664764e-05,2.6266440291894134e-06
3.0,0.58,50.0,1.0,0.0,0.15558655564758708,0.15301258443457963
3.0,0.58,50.0,1.0,1.0,0.10096342473516719,0.09585243187058755
3.0,0.58,50.0,1.0,2.0,0.04514146213871573,0.04063311087533546
3.0,0.58,50.0,1.0,3.0,0.013950041414185448,0.012858522081186837
3.0,0.58,50.0,1.0,4.0,0.0034439164741270328,0.003150628320645691
3.0,0.58,50.0,1.0,5.0,0.0005449234927416191,0.0006226488156960287
3.0,0.58,50.0,1.0,6.0,6.539081912899428e-05,0.00010275340271791621
3.0,0.58,50.0,1.0,7.0,0.0,1.4541973030496124e-05
3.0,0.58,50.0,1.0,8.0,0.0,1.8009984476101587e-06
3.0,0.58,50.0,2.0,0.0,0.06166354243864162,0.060885281392343546
3.0,0.58,50.0,2.0,1.0,0.04564279175203802,0.04063311087533546
3.0,0.58,50.0,2.0,2.0,0.019486464100440297,0.01770948944904932
3.0,0.58,50.0,2.0,3.0,0.006212127817254457,0.005650650374366933
3.0,0.58,50.0,2.0,4.0,0.0014603949605475391,0.001387513634792964
3.0,0.58,50.0,2.0,5.0,0.0005013296133222896,0.00027435793589415165
3.0,0.58,50.0,2.0,6.0,6.539081912899428e-05,4.528234167683747e-05
3.0,0.58,50.0,2.0,7.0,0.0,6.408707886913819e-06
3.0,0.58,50.0,2.0,8.0,0.0,7.937140586632266e-07
3.0,0.58,50.0,3.0,0.0,0.01963904267840795,0.01888637307967033
3.0,0.58,50.0,3.0,1.0,0.014233401630411091,0.012858522081186837
3.0,0.58,50.0,3.0,2.0,0.0064954880334800996,0.005650650374366933
3.0,0.58,50.0,3.0,3.0,0.0022232878503858056,0.0018073022922646892
3.0,0.58,50.0,3.0,4.0,0.000370547975064301,0.000444056927549314
3.0,0.58,50.0,3.0,5.0,0.00015257857796765334,8.78185725261713e-05
3.0,0.58,50.0,3.0,6.0,4.359387941932953e-05,1.4494876011602962e-05
3.0,0.58,50.0,3.0,7.0,0.0,2.0514468536152974e-06
3.0,0.58,50.0,3.0,8.0,0.0,2.5407088499242957e-07
3.0,0.58,50.0,4.0,0.0,0.0047299359169972535,0.004603147068535393
3.0,0.58,50.0,4.0,1.0,0.004185012424255634,0.003150628320645691
3.0,0.58,50.0,4.0,2.0,0.0015257857796765334,0.001387513634792964
3.0,0.58,50.0,4.0,3.0,0.00045773573390296,0.000444056927549314
3.0,0.58,50.0,4.0,4.0,0.00015257857796765334,0.00010912291592038464
3.0,0.58,50.0,4.0,5.0,6.539081912899428e-05,2.158147357618777e-05
3.0,0.58,50.0,4.0,6.0,2.1796939709664764e-05,3.5621610968214296e-06
3.0,0.58,50.0,4.0,7.0,0.0,5.041507258906304e-07
3.0,0.58,50.0,4.0,8.0,0.0,6.24389072283995e-08
3.0,0.58,50.0,5.0,0.0,0.0010898469854832382,0.0009084906940000637
3.0,0.58,50.0,5.0,1.0,0.0006975020707092724,0.0006226488156960287
3.0,0.58,50.0,5.0,2.0,0.0002397663368063124,0.00027435793589415165
3.0,0.58,50.0,5.0,3.0,8.718775883865905e-05,8.78185725261713e-05
3.0,0.58,50.0,5.0,4.0,2.1796939709664764e-05,2.158147357618777e-05
3.0,0.58,50.0,5.0,5.0,0.0,4.268257279290417e-06
3.0,0.58,50.0,5.0,6.0,0.0,7.045050915692488e-07
3.0,0.58,50.0,5.0,7.0,0.0,9.970828493129238e-08
3.0,0.58,50.0,5.0,8.0,0.0,1.234884131126074e-08
3.0,0.58,50.0,6.0,0.0,0.00010898469854832381,0.00014987490599819412
3.0,0.58,50.0,6.0,1.0,0.00019617245738698288,0.00010275340271791621
3.0,0.58,50.0,6.0,2.0,2.1796939709664764e-05,4.528234167683747e-05
3.0,0.58,50.0,6.0,3.0,2.1796939709664764e-05,1.4494876011602962e-05
3.0,0.58,50.0,6.0,4.0,0.0,3.5621610968214296e-06
3.0,0.58,50.0,6.0,5.0,0.0,7.045050915692488e-07
3.0,0.58,50.0,6.0,6.0,0.0,1.1628346184327581e-07
3.0,0.58,50.0,6.0,7.0,0.0,1.6457547963462492e-08
3.0,0.58,50.0,6.0,8.0,0.0,2.038262478325861e-09
3.0,0.58,50.0,7.0,0.0,0.0,2.120899695808185e-05
3.0,0.58,50.0,7.0,1.0,0.0,1.4541973030496124e-05
3.0,0.58,50.0,7.0,2.0,0.0,6.408707886913819e-06
3.0,0.58,50.0,7.0,3.0,0.0,2.0514468536152974e-06
3.0,0.58,50.0,7.0,4.0,0.0,5.041507258906304e-07
3.0,0.58,50.0,7.0,5.0,0.0,9.970828493129238e-08
3.0,0.58,50.0,7.0,6.0,0.0,1.6457547963462492e-08
3.0,0.58,50.0,7.0,7.0,0.0,2.329229720633908e-09
3.0,0.58,50.0,7.0,8.0,0.0,2.884744190709715e-10
3.0,0.58,50.0,8.0,0.0,0.0,2.6266440291894134e-06
3.0,0.58,50.0,8.0,1.0,0.0,1.8009984476101587e-06
3.0,0.58,50.0,8.0,2.0,2.1796939709664764e-05,7.937140586632266e-07
3.0,0.58,50.0,8.0,3.0,0.0,2.5407088499242957e-07
3.0,0.58,50.0,8.0,4.0,0.0,6.24389072283995e-08
3.0,0.58,50.0,8.0,5.0,0.0,1.234884131126074e-08
3.0,0.58,50.0,8.0,6.0,0.0,2.038262478325861e-09
3.0,0.58,50.0,8.0,7.0,0.0,2.884744190709715e-10
3.0,0.58,50.0,8.0,8.0,0.0,3.572747244181501e-11
4.0,0.58,20.0,0.0,0.0,0.5751364730614044,0.5885667632761824
4.0,0.58,20.0,0.0,1.0,0.14540738480317364,0.1412331208452174
4.0,0.58,20.0,0.0,2.0,0.02542128640694402,0.025792675145523452
4.0,0.58,20.0,0.0,3.0,0.0030770013223476757,0.003589772313827845
4.0,0.58,20.0,0.0,4.0,0.0003051571559353067,0.0003859664018845196
4.0,0.58,20.0,0.0,5.0,4.238293832434815e-05,3.33959352230287e-05
4.0,0.58,20.0,1.0,0.0,0.14294069779269658,0.1412331208452174
4.0,0.58,20.0,1.0,1.0,0.05381785508425728,0.045484786090009346
4.0,0.58,20.0,1.0,2.0,0.010044756382870512,0.009190270546341611
4.0,0.58,20.0,1.0,3.0,0.00137320720170888,0.0013085779608327456
4.0,0.58,20.0,1.0,4.0,8.47658766486963e-05,0.0001413420709407129
4.0,0.58,20.0,1.0,5.0,8.47658766486963e-06,1.2240679626602886e-05
4.0,0.58,20.0,2.0,0.0,0.025005933611365407,0.025792675145523452
4.0,0.58,20.0,2.0,1.0,0.009756552402264944,0.009190270546341611
4.0,0.58,20.0,2.0,2.0,0.0020937171532227987,0.0019070841619616818
4.0,0.58,20.0,2.0,3.0,0.00033058691892991557,0.00027305840961119366
