model,replicate,realization,temperature,calibration_time,block_size,radial_bin_count,required_realizations_per_replicate,surrogate_base_seed,surrogate_seed,scheduled_return_fraction_absolute_error,scheduled_return_given_return_absolute_error,scheduled_return_given_escape_absolute_error,radial_mean_relative_error,radial_standard_deviation_relative_error,lag_one_cosine_mean_absolute_error,lag_one_cosine_quantile_maximum_absolute_error,geometric_return_fraction_absolute_error,return_closure_quantile_maximum_error_over_dw,geometric_return_quality_required,unsupported_tuple_count,active_particle_count,non_propagating_particle_count,return_holding_time_mean_relative_error,return_holding_time_quantile_maximum_relative_error,escape_holding_time_mean_relative_error,escape_holding_time_quantile_maximum_relative_error,calibration_events_only,external_cage_channel_used,calibration_cage_residual_transfer,heldout_events_used_in_calibration,heldout_cage_residual_used_in_prediction,macro_fit_parameter_count,microdynamic_closure_claim_allowed,spatial_facilitation_claim_allowed,thermodynamic_claim_allowed
anchor_aware_semi_markov,2.0,13.0,0.58,750.0,20.0,8.0,16.0,84031.0,3350354.0,0.010538036160744522,0.01441254521503034,0.009957115539110849,0.00766299888643851,0.09241321913186218,0.00499505615180914,0.012237237384083513,0.01275335900065596,0.025502418012777084,1.0,0.0,3262.0,13.0,0.044922801992264505,0.0714285714285714,0.04907465802928912,0.07947019867549665,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
state_schedule_without_anchor_geometry,2.0,13.0,0.58,750.0,20.0,8.0,16.0,84031.0,3350354.0,0.010538036160744522,0.01441254521503034,0.009957115539110849,0.00766299888643851,0.09241321913186218,0.0010937357227413813,0.0025623994266320213,0.003543787291162677,2.7427761346174018,0.0,0.0,3262.0,13.0,0.044922801992264505,0.0714285714285714,0.04907465802928912,0.07947019867549665,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
anchor_aware_semi_markov,2.0,14.0,0.58,750.0,20.0,8.0,16.0,84031.0,3447763.0,0.012910782735724276,0.009108485574588376,0.012667688117126319,0.008182958296086174,0.08876853686958552,0.00715821769584339,0.01470460558551745,0.009238254233326464,0.02327456558850627,1.0,0.0,3262.0,13.0,0.10345650771829074,0.2142857142857142,0.0652011558825838,0.08609271523178808,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
state_schedule_without_anchor_geometry,2.0,14.0,0.58,750.0,20.0,8.0,16.0,84031.0,3447763.0,0.012910782735724276,0.009108485574588376,0.012667688117126319,0.008182958296086174,0.08876853686958552,0.001399085893005639,0.0031794210098583207,0.0024098986638647554,2.7981361382329424,0.0,0.0,3262.0,13.0,0.10345650771829074,0.2142857142857142,0.0652011558825838,0.08609271523178808,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
anchor_aware_semi_markov,2.0,15.0,0.58,750.0,20.0,8.0,16.0,84031.0,3545172.0,0.013083878113187682,0.012887021323062645,0.012653462283458428,0.0053079980246441005,0.09386132183330986,0.004373857717119481,0.009281494915869666,0.009714832208287623,0.0267219286397411,1.0,0.0,3262.0,13.0,0.03168888932992964,0.0714285714285714,0.06143236469515223,0.07947019867549665,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
state_schedule_without_anchor_geometry,2.0,15.0,0.58,750.0,20.0,8.0,16.0,84031.0,3545172.0,0.013083878113187682,0.012887021323062645,0.012653462283458428,0.0053079980246441005,0.09386132183330986,0.002272794764238103,0.004281788085371838,0.0032494048443382703,2.7396406570932226,0.0,0.0,3262.0,13.0,0.03168888932992964,0.0714285714285714,0.06143236469515223,0.07947019867549665,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
anchor_aware_semi_markov,3.0,0.0,0.58,750.0,20.0,8.0,16.0,84031.0,3084040.0,0.01141208069379563,0.019936796840957297,0.010498098096816857,0.011302837697264922,0.09621780213713538,0.006506084824851603,0.013006933983704436,0.009930152993690239,0.031244911883340998,1.0,0.0,3269.0,8.0,0.07395986155352352,0.07692307692307687,0.05395078062310943,0.0680272108843537,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
state_schedule_without_anchor_geometry,3.0,0.0,0.58,750.0,20.0,8.0,16.0,84031.0,3084040.0,0.01141208069379563,0.019936796840957297,0.010498098096816857,0.011302837697264922,0.09621780213713538,0.0025585669576189706,0.0069248380869638484,0.00026890821397434345,2.771623833391287,0.0,0.0,3269.0,8.0,0.07395986155352352,0.07692307692307687,0.05395078062310943,0.0680272108843537,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
anchor_aware_semi_markov,3.0,1.0,0.58,750.0,20.0,8.0,16.0,84031.0,3181449.0,0.010670768535052458,0.015844566899749793,0.009946427250633924,0.011853153046679443,0.09214695260263184,0.0021135189332034164,0.003168783249865033,0.011691646868126807,0.0258487516910183,1.0,0.0,3269.0,8.0,0.07593802741884459,0.15384615384615374,0.0672775507988872,0.08163265306122447,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
state_schedule_without_anchor_geometry,3.0,1.0,0.58,750.0,20.0,8.0,16.0,84031.0,3181449.0,0.010670768535052458,0.015844566899749793,0.009946427250633924,0.011853153046679443,0.09214695260263184,0.0009961796504182564,0.0027964536825882246,0.00026779712257305605,2.850094787669325,0.0,0.0,3269.0,8.0,0.07593802741884459,0.15384615384615374,0.0672775507988872,0.08163265306122447,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
anchor_aware_semi_markov,3.0,2.0,0.58,750.0,20.0,8.0,16.0,84031.0,3278858.0,0.011671947975820898,0.017234072581045923,0.010885833577694487,0.010760362988321948,0.09759323210322868,0.002912764500037751,0.005628434612161892,0.011069480917456076,0.031438766658657524,1.0,0.0,3269.0,8.0,0.07808625233171673,0.15384615384615374,0.05727168405554295,0.07482993197278909,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
state_schedule_without_anchor_geometry,3.0,2.0,0.58,750.0,20.0,8.0,16.0,84031.0,3278858.0,0.011671947975820898,0.017234072581045923,0.010885833577694487,0.010760362988321948,0.09759323210322868,0.0005376639952553928,0.0029324068398532965,0.0007192152032082233,2.7687730150824037,0.0,0.0,3269.0,8.0,0.07808625233171673,0.15384615384615374,0.05727168405554295,0.07482993197278909,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
anchor_aware_semi_markov,3.0,3.0,0.58,750.0,20.0,8.0,16.0,84031.0,3376267.0,0.012255174416709279,0.02308671419878447,0.01122497850636276,0.00840278829621699,0.09542836780493469,0.004929059614791136,0.012531204567639787,0.009494290760376528,0.02471643750047281,1.0,0.0,3269.0,8.0,0.05216282619280044,0.15384615384615374,0.05967910921067088,0.07482993197278909,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
state_schedule_without_anchor_geometry,3.0,3.0,0.58,750.0,20.0,8.0,16.0,84031.0,3376267.0,0.012255174416709279,0.02308671419878447,0.01122497850636276,0.00840278829621699,0.09542836780493469,0.0028139576700699862,0.0031763234130628426,0.0004230427842448689,2.7766584254523416,0.0,0.0,3269.0,8.0,0.05216282619280044,0.15384615384615374,0.05967910921067088,0.07482993197278909,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
anchor_aware_semi_markov,3.0,4.0,0.58,750.0,20.0,8.0,16.0,84031.0,3473676.0,0.010577781283348582,0.01880443286054176,0.009709864926628703,0.0108211201845958,0.09037646246353503,0.0023827858732836118,0.004049101752236835,0.012167399154745656,0.029009537944635788,1.0,0.0,3269.0,8.0,0.06148023192422758,0.15384615384615374,0.06309555310186532,0.08163265306122447,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
state_schedule_without_anchor_geometry,3.0,4.0,0.58,750.0,20.0,8.0,16.0,84031.0,3473676.0,0.010577781283348582,0.01880443286054176,0.009709864926628703,0.0108211201845958,0.09037646246353503,0.0022025053173196237,0.003936799497161957,0.0012407008610131262,2.842638318061421,0.0,0.0,3269.0,8.0,0.06148023192422758,0.15384615384615374,0.06309555310186532,0.08163265306122447,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
anchor_aware_semi_markov,3.0,5.0,0.58,750.0,20.0,8.0,16.0,84031.0,3571085.0,0.012069789578012913,0.01299142663802523,0.011483030990603799,0.0066031365665703,0.08876702773192602,0.005437552136838567,0.009881043322390658,0.01089477556391344,0.032625471716251186,1.0,0.0,3269.0,8.0,0.047111156229936224,0.07692307692307687,0.04963740963969843,0.0680272108843537,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
state_schedule_without_anchor_geometry,3.0,5.0,0.58,750.0,20.0,8.0,16.0,84031.0,3571085.0,0.012069789578012913,0.01299142663802523,0.011483030990603799,0.0066031365665703,0.08876702773192602,0.0009353209540506484,0.00485992698107196,0.00048061230187707027,2.776295019235604,0.0,0.0,3269.0,8.0,0.047111156229936224,0.07692307692307687,0.04963740963969843,0.0680272108843537,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
anchor_aware_semi_markov,3.0,6.0,0.58,750.0,20.0,8.0,16.0,84031.0,3668494.0,0.011708118348321209,0.01206067067434756,0.011155169724284694,0.009945174197110607,0.09488466580764876,0.0076681934331629936,0.010405834710948803,0.010704275013138531,0.022998828881542255,1.0,0.0,3269.0,8.0,0.06327952772732548,0.15384615384615374,0.05278598184954442,0.0680272108843537,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
state_schedule_without_anchor_geometry,3.0,6.0,0.58,750.0,20.0,8.0,16.0,84031.0,3668494.0,0.011708118348321209,0.01206067067434756,0.011155169724284694,0.009945174197110607,0.09488466580764876,0.0020067650040749402,0.006125620573941504,0.0014468622428072814,2.805281606542884,0.0,0.0,3269.0,8.0,0.06327952772732548,0.15384615384615374,0.05278598184954442,0.0680272108843537,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
anchor_aware_semi_markov,3.0,7.0,0.58,750.0,20.0,8.0,16.0,84031.0,3765903.0,0.010962006471695984,0.014022953270720687,0.01031538489183223,0.010156431932562882,0.09026952575668612,0.0033349608432382697,0.007903771545437865,0.010751125056196215,0.02822733848432324,1.0,0.0,3269.0,8.0,0.06059903286894852,0.07692307692307687,0.053282081927936376,0.0680272108843537,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
state_schedule_without_anchor_geometry,3.0,7.0,0.58,750.0,20.0,8.0,16.0,84031.0,3765903.0,0.010962006471695984,0.014022953270720687,0.01031538489183223,0.010156431932562882,0.09026952575668612,0.00047015285714458436,0.002168425292238152,0.0010887771416935935,2.8376339740988707,0.0,0.0,3269.0,8.0,0.06059903286894852,0.07692307692307687,0.053282081927936376,0.0680272108843537,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
anchor_aware_semi_markov,3.0,8.0,0.58,750.0,20.0,8.0,16.0,84031.0,3863312.0,0.012723010579375436,0.0181632826299173,0.01189631548307113,0.00965046035071615,0.09605336565678557,0.00333481542022201,0.008050906919301326,0.009352306761558238,0.022156996367846182,1.0,0.0,3269.0,8.0,0.04426239004286514,0.07692307692307687,0.06182655597122677,0.07482993197278909,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
state_schedule_without_anchor_geometry,3.0,8.0,0.58,750.0,20.0,8.0,16.0,84031.0,3863312.0,0.012723010579375436,0.0181632826299173,0.01189631548307113,0.00965046035071615,0.09605336565678557,0.001989017330672859,0.005119300867755583,0.0006231504468971472,2.803503484680409,0.0,0.0,3269.0,8.0,0.04426239004286514,0.07692307692307687,0.06182655597122677,0.07482993197278909,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
anchor_aware_semi_markov,3.0,9.0,0.58,750.0,20.0,8.0,16.0,84031.0,3960721.0,0.011001370459356778,0.010030266406354918,0.010530766539105167,0.010819273137485652,0.09216076457555988,0.005163600566147815,0.007186189387364417,0.010622106458439681,0.024282215969394616,1.0,0.0,3269.0,8.0,0.06176233100716422,0.15384615384615374,0.060489727321499154,0.0680272108843537,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
state_schedule_without_anchor_geometry,3.0,9.0,0.58,750.0,20.0,8.0,16.0,84031.0,3960721.0,0.011001370459356778,0.010030266406354918,0.010530766539105167,0.010819273137485652,0.09216076457555988,0.0023711169338581336,0.00457845752030106,0.0004008503342099179,2.834607579692477,0.0,0.0,3269.0,8.0,0.06176233100716422,0.15384615384615374,0.060489727321499154,0.0680272108843537,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
anchor_aware_semi_markov,3.0,10.0,0.58,750.0,20.0,8.0,16.0,84031.0,4058130.0,0.011569952169255361,0.016282744993933396,0.01083184328778252,0.009326935003858283,0.09714445065667998,0.0026362312662930867,0.009601193734964597,0.010596749935783967,0.032996896954956,1.0,0.0,3269.0,8.0,0.0478107858890382,0.07692307692307687,0.0542285122874957,0.0680272108843537,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
state_schedule_without_anchor_geometry,3.0,10.0,0.58,750.0,20.0,8.0,16.0,84031.0,4058130.0,0.011569952169255361,0.016282744993933396,0.01083184328778252,0.009326935003858283,0.09714445065667998,0.0015227553585628409,0.0028979396975932215,0.0007523889117601462,2.809446498324872,0.0,0.0,3269.0,8.0,0.0478107858890382,0.07692307692307687,0.0542285122874957,0.0680272108843537,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
anchor_aware_semi_markov,3.0,11.0,0.58,750.0,20.0,8.0,16.0,84031.0,4155539.0,0.01043983131205848,0.02009010596839725,0.009510589036430914,0.010353940937854467,0.0931889136164914,0.004052245922907047,0.008072627687895628,0.011725130694619931,0.03124491188334122,1.0,0.0,3269.0,8.0,0.009660706678386255,0.15384615384615374,0.06231200349025123,0.08163265306122447,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
state_schedule_without_anchor_geometry,3.0,11.0,0.58,750.0,20.0,8.0,16.0,84031.0,4155539.0,0.01043983131205848,0.02009010596839725,0.009510589036430914,0.010353940937854467,0.0931889136164914,0.0010072259809615113,0.0043057961599746175,0.0006295032132221934,2.8191336114554124,0.0,0.0,3269.0,8.0,0.009660706678386255,0.15384615384615374,0.06231200349025123,0.08163265306122447,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
anchor_aware_semi_markov,3.0,12.0,0.58,750.0,20.0,8.0,16.0,84031.0,4252948.0,0.0110244336418353,0.022733410257039746,0.009996178660631468,0.007691801134988574,0.09345435995395657,0.00381574632617663,0.0071861893873643515,0.010670247576465772,0.029025594198961446,1.0,0.0,3269.0,8.0,0.06635671436325596,0.15384615384615374,0.053609745540581066,0.07482993197278909,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
state_schedule_without_anchor_geometry,3.0,12.0,0.58,750.0,20.0,8.0,16.0,84031.0,4252948.0,0.0110244336418353,0.022733410257039746,0.009996178660631468,0.007691801134988574,0.09345435995395657,0.0024031621725533717,0.004548929484525455,0.0011463168570029839,2.854080657991457,0.0,0.0,3269.0,8.0,0.06635671436325596,0.15384615384615374,0.053609745540581066,0.07482993197278909,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
anchor_aware_semi_markov,3.0,13.0,0.58,750.0,20.0,8.0,16.0,84031.0,4350357.0,0.011343727933949908,0.010967328767340162,0.01084022164370426,0.00722883349732506,0.09142400890552993,0.008597072153271374,0.012105980451740939,0.011871392616374002,0.015915568438183647,1.0,0.0,3269.0,8.0,0.0004826091120454512,0.07692307692307687,0.046435699642962236,0.0680272108843537,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
state_schedule_without_anchor_geometry,3.0,13.0,0.58,750.0,20.0,8.0,16.0,84031.0,4350357.0,0.011343727933949908,0.010967328767340162,0.01084022164370426,0.00722883349732506,0.09142400890552993,0.009010714705075753,0.013894355200898392,0.0003172618476569855,2.8306777576739006,0.0,0.0,3269.0,8.0,0.0004826091120454512,0.07692307692307687,0.046435699642962236,0.0680272108843537,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
anchor_aware_semi_markov,3.0,14.0,0.58,750.0,20.0,8.0,16.0,84031.0,4447766.0,0.010231901650593268,0.016657086177689948,0.009462477219485219,0.011566092617838364,0.09388265754837422,0.003120267494733523,0.005628434612161781,0.011630414516187612,0.025447860716517723,1.0,0.0,3269.0,8.0,0.047112051622390405,0.07692307692307687,0.06042610658719849,0.08163265306122447,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
state_schedule_without_anchor_geometry,3.0,14.0,0.58,750.0,20.0,8.0,16.0,84031.0,4447766.0,0.010231901650593268,0.016657086177689948,0.009462477219485219,0.011566092617838364,0.09388265754837422,0.00842835058564632,0.01672934667231877,0.00042746329731721544,2.8267440582144663,0.0,0.0,3269.0,8.0,0.047112051622390405,0.07692307692307687,0.06042610658719849,0.08163265306122447,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
anchor_aware_semi_markov,3.0,15.0,0.58,750.0,20.0,8.0,16.0,84031.0,4545175.0,0.013070270952446936,0.01963763597482479,0.012193809130274326,0.009701570587357766,0.09601696674519744,0.004997067944214906,0.009619518534707275,0.008350247649582379,0.02414717255326082,1.0,0.0,3269.0,8.0,0.06457774926675452,0.07692307692307687,0.05667613103606306,0.0680272108843537,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
state_schedule_without_anchor_geometry,3.0,15.0,0.58,750.0,20.0,8.0,16.0,84031.0,4545175.0,0.013070270952446936,0.01963763597482479,0.012193809130274326,0.009701570587357766,0.09601696674519744,0.005881305481055524,0.010239171216332221,0.001013768531862018,2.852521834238688,0.0,0.0,3269.0,8.0,0.06457774926675452,0.07692307692307687,0.05667613103606306,0.0680272108843537,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
anchor_aware_semi_markov,4.0,0.0,0.58,750.0,20.0,8.0,16.0,84031.0,4084043.0,0.013429365597372192,0.0202116997099637,0.012655040471942804,0.008024920554333015,0.09503641696991827,0.007028348137147824,0.011741167240973429,0.010118157829669315,0.020909192918308506,1.0,0.0,3264.0,13.0,0.006027181625238409,0.0714285714285714,0.05464188105374068,0.08333333333333337,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
state_schedule_without_anchor_geometry,4.0,0.0,0.58,750.0,20.0,8.0,16.0,84031.0,4084043.0,0.013429365597372192,0.0202116997099637,0.012655040471942804,0.008024920554333015,0.09503641696991827,0.0018660782624819747,0.005102718932196396,0.0025993789842530465,2.7620743631462266,0.0,0.0,3264.0,13.0,0.006027181625238409,0.0714285714285714,0.05464188105374068,0.08333333333333337,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
anchor_aware_semi_markov,4.0,1.0,0.58,750.0,20.0,8.0,16.0,84031.0,4181452.0,0.01298591055517525,0.02035968883540415,0.01218570131280479,0.007195252925462525,0.10001998606123153,0.004713260483244062,0.007343142614959049,0.009907117537783512,0.016273264122684816,1.0,0.0,3264.0,13.0,0.024284659093958716,0.1428571428571428,0.060709475711472005,0.08333333333333337,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
state_schedule_without_anchor_geometry,4.0,1.0,0.58,750.0,20.0,8.0,16.0,84031.0,4181452.0,0.01298591055517525,0.02035968883540415,0.01218570131280479,0.007195252925462525,0.10001998606123153,0.002634209675473548,0.009316303629383182,0.0016793946420540912,2.754881955243505,0.0,0.0,3264.0,13.0,0.024284659093958716,0.1428571428571428,0.060709475711472005,0.08333333333333337,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
anchor_aware_semi_markov,4.0,2.0,0.58,750.0,20.0,8.0,16.0,84031.0,4278861.0,0.012473475178934754,0.015053957575401691,0.011928517638061076,0.006496180756403791,0.09647966563163302,0.004742211733285967,0.010367641769793101,0.010055711887294337,0.022376076980758608,1.0,0.0,3264.0,13.0,0.013965004284498539,0.0714285714285714,0.04953297936787482,0.0714285714285714,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
state_schedule_without_anchor_geometry,4.0,2.0,0.58,750.0,20.0,8.0,16.0,84031.0,4278861.0,0.012473475178934754,0.015053957575401691,0.011928517638061076,0.006496180756403791,0.09647966563163302,0.00033712659702256256,0.0035658765005364135,0.0043360673132221556,2.7905189315531604,0.0,0.0,3264.0,13.0,0.013965004284498539,0.0714285714285714,0.04953297936787482,0.0714285714285714,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
anchor_aware_semi_markov,4.0,3.0,0.58,750.0,20.0,8.0,16.0,84031.0,4376270.0,0.013003250104511609,0.020223687878220376,0.01222053580690996,0.008874292073085766,0.09467976675544798,0.010095484074014758,0.01493519720444621,0.010259649809378567,0.031673859849113195,1.0,0.0,3264.0,13.0,0.009278526874638482,0.0714285714285714,0.06459035211989506,0.08333333333333337,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
state_schedule_without_anchor_geometry,4.0,3.0,0.58,750.0,20.0,8.0,16.0,84031.0,4376270.0,0.013003250104511609,0.020223687878220376,0.01222053580690996,0.008874292073085766,0.09467976675544798,0.0017756008565755418,0.0028891883166138922,0.0030675012802418855,2.7743165450869607,0.0,0.0,3264.0,13.0,0.009278526874638482,0.0714285714285714,0.06459035211989506,0.08333333333333337,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
anchor_aware_semi_markov,4.0,4.0,0.58,750.0,20.0,8.0,16.0,84031.0,4473679.0,0.01215854901365869,0.01731965543070385,0.011491372748734976,0.008748728046061305,0.09653117715620385,0.0037374467137225352,0.006161643394265937,0.010443926622202136,0.025951882140092364,1.0,0.0,3264.0,13.0,0.0020703348421309276,0.0714285714285714,0.061719518261224016,0.08333333333333337,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
state_schedule_without_anchor_geometry,4.0,4.0,0.58,750.0,20.0,8.0,16.0,84031.0,4473679.0,0.01215854901365869,0.01731965543070385,0.011491372748734976,0.008748728046061305,0.09653117715620385,0.0012672814938897064,0.006386772037827337,0.0030909676115074697,2.788143762797561,0.0,0.0,3264.0,13.0,0.0020703348421309276,0.0714285714285714,0.061719518261224016,0.08333333333333337,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
anchor_aware_semi_markov,4.0,5.0,0.58,750.0,20.0,8.0,16.0,84031.0,4571088.0,0.012634682589313863,0.010603406928051493,0.01231440986163828,0.008611284190792268,0.10307081787391548,0.0027045448824416967,0.007790418620635564,0.010513527649008085,0.015851501223040465,1.0,0.0,3264.0,13.0,0.02442693967437981,0.07270560190703101,0.05349904388917204,0.07432432432432434,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
state_schedule_without_anchor_geometry,4.0,5.0,0.58,750.0,20.0,8.0,16.0,84031.0,4571088.0,0.012634682589313863,0.010603406928051493,0.01231440986163828,0.008611284190792268,0.10307081787391548,0.0010247141158608707,0.006789689403216115,0.0027236006854205116,2.728091080651808,0.0,0.0,3264.0,13.0,0.02442693967437981,0.07270560190703101,0.05349904388917204,0.07432432432432434,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
anchor_aware_semi_markov,4.0,6.0,0.58,750.0,20.0,8.0,16.0,84031.0,4668497.0,0.011638598280890096,0.018947887391353807,0.01088291399017749,0.00909296060652931,0.09310108997318822,0.004181069802012172,0.005955665182381106,0.011318844827194509,0.015956361577062594,1.0,0.0,3264.0,13.0,0.007693017535703062,0.07857142857142851,0.05495155062748969,0.08108108108108103,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
state_schedule_without_anchor_geometry,4.0,6.0,0.58,750.0,20.0,8.0,16.0,84031.0,4668497.0,0.011638598280890096,0.018947887391353807,0.01088291399017749,0.00909296060652931,0.09310108997318822,0.002112312805277637,0.005933909199324128,0.004253686511855891,2.7520325184141945,0.0,0.0,3264.0,13.0,0.007693017535703062,0.07857142857142851,0.05495155062748969,0.08108108108108103,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
anchor_aware_semi_markov,4.0,7.0,0.58,750.0,20.0,8.0,16.0,84031.0,4765906.0,0.01096797880872099,0.01851425805752295,0.010218978913728187,0.006833606321617558,0.09680029998948048,0.003708847140492597,0.006184302099012773,0.012217076463387856,0.02825534393839546,1.0,0.0,3264.0,13.0,0.005155671517670379,0.0714285714285714,0.06209816563050041,0.08333333333333337,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
state_schedule_without_anchor_geometry,4.0,7.0,0.58,750.0,20.0,8.0,16.0,84031.0,4765906.0,0.01096797880872099,0.01851425805752295,0.010218978913728187,0.006833606321617558,0.09680029998948048,0.001028532006495591,0.007624688119817091,0.0025841565298094227,2.7760451372103563,0.0,0.0,3264.0,13.0,0.005155671517670379,0.0714285714285714,0.06209816563050041,0.08333333333333337,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
anchor_aware_semi_markov,4.0,8.0,0.58,750.0,20.0,8.0,16.0,84031.0,4863315.0,0.011710137620827052,0.014607376777491368,0.011183548127981953,0.007058300069164858,0.10001085665906295,0.0061265510361593846,0.009823612705236795,0.01038352555147936,0.02610692730626374,1.0,0.0,3264.0,13.0,0.017019883019646187,0.0714285714285714,0.053966565654966825,0.07432432432432434,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
state_schedule_without_anchor_geometry,4.0,8.0,0.58,750.0,20.0,8.0,16.0,84031.0,4863315.0,0.011710137620827052,0.014607376777491368,0.011183548127981953,0.007058300069164858,0.10001085665906295,0.005734820541024274,0.013340630112871565,0.001884766149303184,2.6988535610320823,0.0,0.0,3264.0,13.0,0.017019883019646187,0.0714285714285714,0.053966565654966825,0.07432432432432434,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
anchor_aware_semi_markov,4.0,9.0,0.58,750.0,20.0,8.0,16.0,84031.0,4960724.0,0.011262549598850029,0.015404180544058732,0.010675621691592592,0.0064311476945631,0.09493495578758926,0.0028570099482086745,0.004369104142705128,0.011328352839849863,0.0288077345406772,1.0,0.0,3264.0,13.0,0.0078543315083075,0.0714285714285714,0.06091810200554593,0.08333333333333337,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
state_schedule_without_anchor_geometry,4.0,9.0,0.58,750.0,20.0,8.0,16.0,84031.0,4960724.0,0.011262549598850029,0.015404180544058732,0.010675621691592592,0.0064311476945631,0.09493495578758926,0.0006289230392062823,0.009355994122774769,0.0030005057740958296,2.7806911328510706,0.0,0.0,3264.0,13.0,0.0078543315083075,0.0714285714285714,0.06091810200554593,0.08333333333333337,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
anchor_aware_semi_markov,4.0,10.0,0.58,750.0,20.0,8.0,16.0,84031.0,5058133.0,0.013880588433064764,0.024717790169846418,0.012896601668261398,0.007980750326910258,0.0982653185581761,0.008180073099667486,0.011243326470608328,0.007773478858246995,0.01431434483020022,1.0,0.0,3264.0,13.0,0.0019450439646031548,0.1428571428571428,0.0609586495858474,0.08333333333333337,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
state_schedule_without_anchor_geometry,4.0,10.0,0.58,750.0,20.0,8.0,16.0,84031.0,5058133.0,0.013880588433064764,0.024717790169846418,0.012896601668261398,0.007980750326910258,0.0982653185581761,0.0021445693375368143,0.006520365606595635,0.002754097802741079,2.6921607182730773,0.0,0.0,3264.0,13.0,0.0019450439646031548,0.1428571428571428,0.0609586495858474,0.08333333333333337,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
