mechanism_state,provenance_and_competitor_completeness_pass,all_low_anchor_replicates_improve_over_recoil,microdynamic_closure_claim_allowed,spatial_facilitation_claim_allowed,thermodynamic_claim_allowed,low_anchor_aware_semi_markov_quality_pass,low_anchor_aware_semi_markov_precision_pass,low_anchor_aware_semi_markov_raw_curve_transfer_pass,low_anchor_aware_semi_markov_curve_transfer_pass,low_anchor_aware_semi_markov_maximum_ensemble_msd_relative_error,low_anchor_aware_semi_markov_maximum_ensemble_ngp_absolute_error,low_anchor_aware_semi_markov_maximum_ensemble_fs_absolute_error,low_state_schedule_without_anchor_geometry_quality_pass,low_state_schedule_without_anchor_geometry_precision_pass,low_state_schedule_without_anchor_geometry_raw_curve_transfer_pass,low_state_schedule_without_anchor_geometry_curve_transfer_pass,low_state_schedule_without_anchor_geometry_maximum_ensemble_msd_relative_error,low_state_schedule_without_anchor_geometry_maximum_ensemble_ngp_absolute_error,low_state_schedule_without_anchor_geometry_maximum_ensemble_fs_absolute_error,high_anchor_aware_semi_markov_quality_pass,high_anchor_aware_semi_markov_precision_pass,high_anchor_aware_semi_markov_raw_curve_transfer_pass,high_anchor_aware_semi_markov_curve_transfer_pass,high_anchor_aware_semi_markov_maximum_ensemble_msd_relative_error,high_anchor_aware_semi_markov_maximum_ensemble_ngp_absolute_error,high_anchor_aware_semi_markov_maximum_ensemble_fs_absolute_error,high_state_schedule_without_anchor_geometry_quality_pass,high_state_schedule_without_anchor_geometry_precision_pass,high_state_schedule_without_anchor_geometry_raw_curve_transfer_pass,high_state_schedule_without_anchor_geometry_curve_transfer_pass,high_state_schedule_without_anchor_geometry_maximum_ensemble_msd_relative_error,high_state_schedule_without_anchor_geometry_maximum_ensemble_ngp_absolute_error,high_state_schedule_without_anchor_geometry_maximum_ensemble_fs_absolute_error
anchor_aware_model_rejected,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8522771507785174,1.435275446424439,0.16668763659391972,0.0,0.0,0.0,0.0,0.9604931501469938,1.7922149948041213,0.17594429788813154,0.0,1.0,0.0,0.0,0.34596673084693186,0.21047603236341383,0.060604248400437766,0.0,1.0,0.0,0.0,0.3666796261742822,0.242133638048316,0.0626856931364056
