replicate,temperature,kernel_mode,kernel_state,block_green_kubo_factor,posterior_weight_sum,effective_sample_size,posterior_mean_count,conditional_msd,conditional_fourth_moment,conditional_characteristic_k2,conditional_characteristic_k4,conditional_characteristic_k7p25
1.0,0.45,state-conditioned-joint-finite-gk,slow,0.09459516121409872,665960.6848993666,767880.7498715529,0.008887130949925291,0.034647637333063,0.0025702235324652797,0.9772390307324698,0.9127684968082159,0.7459931478542329
1.0,0.45,state-conditioned-joint-finite-gk,fast,0.09459516121409872,153289.31510063345,362075.49942545145,0.4980681147650446,0.05947939422504468,0.011844887107593918,0.9618600198253456,0.8627241539149372,0.6494624833128037
2.0,0.45,state-conditioned-joint-finite-gk,slow,0.09367258076993601,665123.1011030428,766995.5788601238,0.008401220389668108,0.034900783882309806,0.0025940327360335514,0.9770728880632018,0.9121385088688663,0.7443235447269657
2.0,0.45,state-conditioned-joint-finite-gk,fast,0.09367258076993601,154126.89889695708,361101.3198256971,0.500127847851584,0.05999091547089285,0.011720247467466364,0.9615059228798171,0.8612256367496294,0.6452914428681273
3.0,0.45,state-conditioned-joint-finite-gk,slow,0.08446907736325437,667008.6870606052,768189.1411411492,0.007565238143694563,0.0343026327926821,0.0024973478147615673,0.97745928670772,0.913545389415867,0.7477842557704389
3.0,0.45,state-conditioned-joint-finite-gk,fast,0.08446907736325437,152241.31293939482,359966.9030715939,0.4928945960177409,0.05797397641569125,0.011335528013688987,0.9627787854252072,0.8655417535216784,0.6537879334932588
