replicate,temperature,lag,block_size,block_count,calibration_jump_count,raw_calibration_jump_msd,raw_calibration_jump_fourth_moment,calibration_green_kubo_factor,event_correlation_lag_count,correlated_jump_kernel_maximum_count,correlated_jump_kernel_minimum_samples,count_tail_probability,predicted_event_msd,predicted_event_fourth_moment,predicted_mean_count,predicted_count_variance,heldout_events_used_in_prediction,macro_fit_parameter_count,jump_direction_correlation_included,thermodynamic_claim_allowed,predicted_fs_k2,observed_fs_k2,absolute_error_fs_k2,predicted_event_fs_k2,predicted_fs_k4,observed_fs_k4,absolute_error_fs_k4,predicted_event_fs_k4,predicted_fs_k7p25,observed_fs_k7p25,absolute_error_fs_k7p25,predicted_event_fs_k7p25,predicted_msd,observed_msd,msd_relative_error,predicted_ngp,observed_ngp,ngp_absolute_error
1.0,0.58,20.0,20.0,1.0,34616.0,0.3326365126259139,0.23788227580204316,1.050308820062796,8.0,17.0,500.0,0.0,0.0977804145510237,0.09544872662370357,0.2925684690211053,0.3213590081431769,0.0,0.0,1.0,0.0,0.8725601946400611,0.8977103424506039,0.02515014781054281,0.945631987683702,0.628572279358238,0.6706091522002315,0.04203687284199353,0.8571022032359039,0.3075792438159207,0.3302563514537057,0.022677107637784966,0.782783681008437,0.2200651603226961,0.16660841604263024,0.3208526048671385,1.0899390766445465,0.5385549106326213,0.5513841660119252
1.0,0.58,100.0,20.0,5.0,34616.0,0.3326365126259139,0.23788227580204316,1.050308820062796,8.0,17.0,500.0,7.46502859527709e-12,0.4899796165396978,0.8821443008201378,1.4628423451055266,1.9083626944046275,0.0,0.0,1.0,0.0,0.6726438909577903,0.6748742076596806,0.0022303167018903336,0.7619831681206904,0.3061721561832687,0.25770578929215066,0.04846636689111805,0.49063873879250075,0.08715895011173615,0.03757140173250425,0.0495875483792319,0.336010535543177,0.6808707904944478,0.6244853324897498,0.09029108462787394,0.6495357715052599,0.2825033492140283,0.36703242229123156
1.0,0.58,200.0,20.0,10.0,34616.0,0.3326365126259139,0.23788227580204316,1.050308820062796,8.0,17.0,500.0,1.6346478404205556e-07,0.966729684890078,2.532057443899399,2.925684690211053,4.134369177466629,0.0,0.0,1.0,0.0,0.5194438389176587,0.4733264732392782,0.046117365678380484,0.5873591482604711,0.1629396134630592,0.07641999280253814,0.08651962066052107,0.2579274574657388,0.034894091424878405,0.0035374896626027496,0.03135660176227566,0.13009579406667593,1.1560444379303052,1.1970958003749623,0.0342924621670202,0.44934403254499977,0.17003137790337108,0.2793126546416287
1.0,0.58,400.0,20.0,20.0,34616.0,0.3326365126259139,0.23788227580204316,1.050308820062796,8.0,17.0,500.0,0.0004885664378553312,1.8509764712810106,7.396743514415677,5.851369380422106,8.720812988202482,0.0,0.0,1.0,0.0,0.3167603431550544,0.2367746362454057,0.07998570690964871,0.35566923546905355,0.0491335525433461,0.005007075510426834,0.04412647703291927,0.07634191209209805,0.005811172935044893,-0.0015893870932790705,0.0074005600283239634,0.021251082949622024,2.02816745761099,2.302522122507715,0.11915397564038199,0.248596479168818,0.08241548506967367,0.16618099409914433
1.0,0.58,600.0,20.0,30.0,34616.0,0.3326365126259139,0.23788227580204316,1.050308820062796,8.0,17.0,500.0,0.015113501927580986,2.576542332423644,13.215681725508817,8.77705407063316,13.34527213863808,0.0,0.0,1.0,0.0,0.19535760492480087,0.10971466137823888,0.08564294354656199,0.21748495165108891,0.014342500955532807,0.003664696471714173,0.010677804483818634,0.021613875542365952,0.0010986099217874966,-0.002099056579231919,0.0031976665010194157,0.003700210509378408,2.7402859918973688,3.5092386999443375,0.2191223720572686,0.17309710216882634,0.04880248109629837,0.12429462107252798
2.0,0.58,20.0,20.0,1.0,34996.0,0.32606577777008633,0.2242255992247785,1.1112210496248789,8.0,17.0,500.0,0.0,0.09591180392916898,0.09081643030935332,0.2925407376418617,0.3210666649428907,0.0,0.0,1.0,0.0,0.8734081049768768,0.8963572500530242,0.022949145076147426,0.9463408968467713,0.6295646818032774,0.6669561225844329,0.03739144078115553,0.8579432934518882,0.30806020698582315,0.3258010831779263,0.017740876192103128,0.7827007319938302,0.21782298791982974,0.16893775764805471,0.2893682913302118,1.058949754814705,0.5268513866039641,0.532098368210741
2.0,0.58,100.0,20.0,5.0,34996.0,0.32606577777008633,0.2242255992247785,1.1112210496248789,8.0,17.0,500.0,6.0884630670443585e-12,0.48218321465107633,0.8515762735019625,1.4627036882093085,1.894618217467213,0.0,0.0,1.0,0.0,0.6768056958453018,0.6661168891936906,0.010688806651611205,0.7643256204428189,0.3111903313202949,0.24525439631843157,0.06593593500186332,0.4929830729331306,0.0892556100720681,0.03400429515488748,0.05525131491718062,0.33533188173132145,0.6683228995293082,0.6429152367660607,0.03951945965855641,0.6492138013937958,0.2515771495978034,0.3976366517959924
2.0,0.58,200.0,20.0,10.0,34996.0,0.32606577777008633,0.2242255992247785,1.1112210496248789,8.0,17.0,500.0,1.3757724037777308e-07,0.9573041586014827,2.4836162880888306,2.925407376418616,4.080928739026174,0.0,0.0,1.0,0.0,0.522402958630551,0.45825187248330496,0.06415108614724602,0.5897518995276085,0.16505887998179047,0.06963898340301387,0.0954198965787766,0.25951216965665874,0.03530426460809053,0.0013632909193586297,0.033940973688731904,0.1289906603484039,1.144503963490436,1.239448946514999,0.07660257672695847,0.45086094857569536,0.13004647316350693,0.32081447541218844
2.0,0.58,400.0,20.0,20.0,34996.0,0.32606577777008633,0.2242255992247785,1.1112210496248789,8.0,17.0,500.0,0.0004362336901390096,1.8571141545794028,7.425162656217856,5.850814752837234,8.552625545004808,0.0,0.0,1.0,0.0,0.31641563311864407,0.2134958630148948,0.10291977010374928,0.35495478288072985,0.048658384906965134,-0.0008022615567074514,0.04946064646367258,0.07518225647333693,0.006089686880774168,0.0005040949482152632,0.005585591932558905,0.02198022166692762,2.0340984878669555,2.446386944815099,0.16852953610709565,0.2468464080242081,0.06244093818479679,0.1844054698394113
2.0,0.58,600.0,20.0,30.0,34996.0,0.32606577777008633,0.2242255992247785,1.1112210496248789,8.0,17.0,500.0,0.01416900406260635,2.6199142611822905,13.532313115008028,8.77622212925585,13.034101007259537,0.0,0.0,1.0,0.0,0.19227248592127283,0.09566220281545856,0.09661028310581427,0.214533366176336,0.013216488457986428,-0.0033646927489369453,0.016581181206923375,0.020019167358372277,0.0016659878273682714,0.004720807730679563,0.003054819903311292,0.005622984208826205,2.788225490522798,3.687875142081927,0.24394796919595474,0.16316337810038828,0.05260664913915636,0.11055672896123192
