paired_shift_not_detected,paired_curve_equivalent,relative_equivalence_margin,tested_bin_count,nonequivalent_bin_count,independent_replicate_count,ci95_method,calibration_halo_radius_lower_bound,heldout_halo_radius_lower_bound,binary_radius_gate_stable,radius_difference_interpretation,primary_calibration_radius,primary_closure_pass,posthoc_sensitivity_radius,posthoc_sensitivity_closure_pass,closure_rejection_robust_to_radius_boundary,spatial_measurement_claim_allowed,spatial_model_claim_allowed,thermodynamic_claim_allowed
1.0,1.0,0.2,8.0,0.0,3.0,student_t_paired_independent_replicates,5.0,4.0,0.0,ci_significance_boundary_not_profile_shift,5.0,0.0,4.0,0.0,1.0,1.0,0.0,0.0
