replicate,temperature,calibration_time,heldout_time,heldout_diffusion_lag,threshold,half_window,calibration_event_count,calibration_exchange_interval_count,observed_diffusion,uncorrelated_event_diffusion,correlated_event_diffusion,uncorrelated_coverage,correlated_coverage,macro_fit_parameter_count,independence_class,thermodynamic_claim_allowed
1.0,0.45,5000.0,5000.0,4096.0,0.2,5.0,2990.0,1326.0,2.946573173782478e-05,8.217170013726151e-06,1.056500332877825e-05,0.2788720839122375,0.35855221322116676,0.0,decorrelated_parent_frames_plus_velocity_seeds,0.0
2.0,0.45,5000.0,5000.0,4096.0,0.2,5.0,2901.0,1244.0,2.2619579491826396e-05,8.032706715067589e-06,1.1000392419139563e-05,0.3551218411451996,0.4863217029792514,0.0,decorrelated_parent_frames_plus_velocity_seeds,0.0
3.0,0.45,5000.0,5000.0,4096.0,0.2,5.0,2785.0,1135.0,3.361234848853201e-05,7.656333108471105e-06,9.727379830200909e-06,0.22778334310925413,0.2893989937513511,0.0,decorrelated_parent_frames_plus_velocity_seeds,0.0
