replicate,temperature,block_size,window,block_lag,first_count,second_count,frequency,probability,pair_observation_count
1.0,0.45,20.0,heldout,1.0,0.0,6.0,1.0,1.2255307467281393e-06,815973.0
1.0,0.45,20.0,heldout,1.0,1.0,0.0,33098.0,0.04056261665520795,815973.0
1.0,0.45,20.0,heldout,1.0,1.0,1.0,11821.0,0.014486998957073335,815973.0
1.0,0.45,20.0,heldout,1.0,1.0,2.0,3482.0,0.004267298060107381,815973.0
1.0,0.45,20.0,heldout,1.0,1.0,3.0,712.0,0.0008725778916704352,815973.0
1.0,0.45,20.0,heldout,1.0,1.0,4.0,115.0,0.000140936035873736,815973.0
1.0,0.45,20.0,heldout,1.0,1.0,5.0,16.0,1.960849194765023e-05,815973.0
1.0,0.45,20.0,heldout,1.0,1.0,6.0,1.0,1.2255307467281393e-06,815973.0
1.0,0.45,20.0,heldout,1.0,2.0,0.0,8280.0,0.010147394582908992,815973.0
1.0,0.45,20.0,heldout,1.0,2.0,1.0,3502.0,0.004291808675041944,815973.0
1.0,0.45,20.0,heldout,1.0,2.0,2.0,1086.0,0.0013309263909467592,815973.0
1.0,0.45,20.0,heldout,1.0,2.0,3.0,242.0,0.0002965784407082097,815973.0
1.0,0.45,20.0,heldout,1.0,2.0,4.0,35.0,4.289357613548488e-05,815973.0
1.0,0.45,20.0,heldout,1.0,2.0,5.0,5.0,6.127653733640696e-06,815973.0
1.0,0.45,20.0,heldout,1.0,3.0,0.0,1452.0,0.0017794706442492583,815973.0
1.0,0.45,20.0,heldout,1.0,3.0,1.0,712.0,0.0008725778916704352,815973.0
1.0,0.45,20.0,heldout,1.0,3.0,2.0,250.0,0.0003063826866820348,815973.0
1.0,0.45,20.0,heldout,1.0,3.0,3.0,35.0,4.289357613548488e-05,815973.0
1.0,0.45,20.0,heldout,1.0,3.0,4.0,9.0,1.1029776720553254e-05,815973.0
1.0,0.45,20.0,heldout,1.0,3.0,5.0,1.0,1.2255307467281393e-06,815973.0
1.0,0.45,20.0,heldout,1.0,4.0,0.0,193.0,0.00023652743411853088,815973.0
1.0,0.45,20.0,heldout,1.0,4.0,1.0,101.0,0.00012377860541954206,815973.0
1.0,0.45,20.0,heldout,1.0,4.0,2.0,44.0,5.392335285603813e-05,815973.0
1.0,0.45,20.0,heldout,1.0,4.0,3.0,9.0,1.1029776720553254e-05,815973.0
1.0,0.45,20.0,heldout,1.0,4.0,4.0,1.0,1.2255307467281393e-06,815973.0
1.0,0.45,20.0,heldout,1.0,5.0,0.0,21.0,2.5736145681290926e-05,815973.0
1.0,0.45,20.0,heldout,1.0,5.0,1.0,13.0,1.593189970746581e-05,815973.0
1.0,0.45,20.0,heldout,1.0,5.0,2.0,4.0,4.902122986912557e-06,815973.0
1.0,0.45,20.0,heldout,1.0,5.0,3.0,1.0,1.2255307467281393e-06,815973.0
1.0,0.45,20.0,heldout,1.0,5.0,5.0,1.0,1.2255307467281393e-06,815973.0
1.0,0.45,20.0,heldout,1.0,6.0,0.0,2.0,2.4510614934562785e-06,815973.0
1.0,0.45,50.0,calibration,1.0,0.0,0.0,247999.0,0.7644310052000012,324423.0
1.0,0.45,50.0,calibration,1.0,0.0,1.0,17346.0,0.053467232594483126,324423.0
1.0,0.45,50.0,calibration,1.0,0.0,2.0,6722.0,0.020719862648455874,324423.0
1.0,0.45,50.0,calibration,1.0,0.0,3.0,2211.0,0.0068151764825551825,324423.0
1.0,0.45,50.0,calibration,1.0,0.0,4.0,702.0,0.0021638416511776293,324423.0
1.0,0.45,50.0,calibration,1.0,0.0,5.0,200.0,0.0006164791028996095,324423.0
1.0,0.45,50.0,calibration,1.0,0.0,6.0,43.0,0.00013254300712341603,324423.0
1.0,0.45,50.0,calibration,1.0,0.0,7.0,11.0,3.390635065947852e-05,324423.0
1.0,0.45,50.0,calibration,1.0,0.0,8.0,3.0,9.247186543494142e-06,324423.0
1.0,0.45,50.0,calibration,1.0,1.0,0.0,17433.0,0.05373540100424446,324423.0
1.0,0.45,50.0,calibration,1.0,1.0,1.0,5886.0,0.018142979998335508,324423.0
1.0,0.45,50.0,calibration,1.0,1.0,2.0,2981.0,0.00918862102871868,324423.0
1.0,0.45,50.0,calibration,1.0,1.0,3.0,1386.0,0.0042722001830942935,324423.0
1.0,0.45,50.0,calibration,1.0,1.0,4.0,479.0,0.0014764674514445646,324423.0
1.0,0.45,50.0,calibration,1.0,1.0,5.0,147.0,0.00045311214063121293,324423.0
1.0,0.45,50.0,calibration,1.0,1.0,6.0,44.0,0.0001356254026379141,324423.0
1.0,0.45,50.0,calibration,1.0,1.0,7.0,16.0,4.9318328231968756e-05,324423.0
1.0,0.45,50.0,calibration,1.0,2.0,0.0,6637.0,0.02045785902972354,324423.0
1.0,0.45,50.0,calibration,1.0,2.0,1.0,3064.0,0.009444459856422017,324423.0
1.0,0.45,50.0,calibration,1.0,2.0,2.0,1810.0,0.005579135881241466,324423.0
1.0,0.45,50.0,calibration,1.0,2.0,3.0,903.0,0.002783403149591737,324423.0
1.0,0.45,50.0,calibration,1.0,2.0,4.0,361.0,0.001112744780733795,324423.0
1.0,0.45,50.0,calibration,1.0,2.0,5.0,111.0,0.00034214590210928324,324423.0
1.0,0.45,50.0,calibration,1.0,2.0,6.0,29.0,8.938946992044337e-05,324423.0
1.0,0.45,50.0,calibration,1.0,2.0,7.0,6.0,1.8494373086988284e-05,324423.0
1.0,0.45,50.0,calibration,1.0,2.0,8.0,2.0,6.1647910289960945e-06,324423.0
1.0,0.45,50.0,calibration,1.0,3.0,0.0,2277.0,0.007018614586512054,324423.0
1.0,0.45,50.0,calibration,1.0,3.0,1.0,1371.0,0.004225964250376823,324423.0
1.0,0.45,50.0,calibration,1.0,3.0,2.0,869.0,0.002678601702098803,324423.0
1.0,0.45,50.0,calibration,1.0,3.0,3.0,460.0,0.0014179019366691017,324423.0
1.0,0.45,50.0,calibration,1.0,3.0,4.0,181.0,0.0005579135881241465,324423.0
1.0,0.45,50.0,calibration,1.0,3.0,5.0,69.0,0.00021268529050036527,324423.0
1.0,0.45,50.0,calibration,1.0,3.0,6.0,18.0,5.548311926096485e-05,324423.0
1.0,0.45,50.0,calibration,1.0,3.0,7.0,8.0,2.4659164115984378e-05,324423.0
1.0,0.45,50.0,calibration,1.0,4.0,0.0,668.0,0.0020590402036846957,324423.0
1.0,0.45,50.0,calibration,1.0,4.0,1.0,504.0,0.001553527339307016,324423.0
1.0,0.45,50.0,calibration,1.0,4.0,2.0,359.0,0.001106579989704799,324423.0
1.0,0.45,50.0,calibration,1.0,4.0,3.0,186.0,0.0005733255656966368,324423.0
1.0,0.45,50.0,calibration,1.0,4.0,4.0,95.0,0.0002928275738773145,324423.0
1.0,0.45,50.0,calibration,1.0,4.0,5.0,37.0,0.00011404863403642775,324423.0
1.0,0.45,50.0,calibration,1.0,4.0,6.0,11.0,3.390635065947852e-05,324423.0
1.0,0.45,50.0,calibration,1.0,4.0,7.0,1.0,3.0823955144980473e-06,324423.0
1.0,0.45,50.0,calibration,1.0,4.0,10.0,1.0,3.0823955144980473e-06,324423.0
1.0,0.45,50.0,calibration,1.0,5.0,0.0,187.0,0.0005764079612111348,324423.0
1.0,0.45,50.0,calibration,1.0,5.0,1.0,154.0,0.0004746889092326993,324423.0
1.0,0.45,50.0,calibration,1.0,5.0,2.0,123.0,0.0003791346482832598,324423.0
1.0,0.45,50.0,calibration,1.0,5.0,3.0,71.0,0.00021885008152936137,324423.0
1.0,0.45,50.0,calibration,1.0,5.0,4.0,29.0,8.938946992044337e-05,324423.0
1.0,0.45,50.0,calibration,1.0,5.0,5.0,9.0,2.7741559630482425e-05,324423.0
1.0,0.45,50.0,calibration,1.0,5.0,6.0,2.0,6.1647910289960945e-06,324423.0
1.0,0.45,50.0,calibration,1.0,5.0,7.0,1.0,3.0823955144980473e-06,324423.0
1.0,0.45,50.0,calibration,1.0,6.0,0.0,48.0,0.00014795498469590628,324423.0
1.0,0.45,50.0,calibration,1.0,6.0,1.0,43.0,0.00013254300712341603,324423.0
1.0,0.45,50.0,calibration,1.0,6.0,2.0,32.0,9.863665646393751e-05,324423.0
1.0,0.45,50.0,calibration,1.0,6.0,3.0,19.0,5.85655147754629e-05,324423.0
1.0,0.45,50.0,calibration,1.0,6.0,4.0,5.0,1.5411977572490238e-05,324423.0
1.0,0.45,50.0,calibration,1.0,6.0,5.0,3.0,9.247186543494142e-06,324423.0
1.0,0.45,50.0,calibration,1.0,6.0,6.0,1.0,3.0823955144980473e-06,324423.0
1.0,0.45,50.0,calibration,1.0,7.0,0.0,16.0,4.9318328231968756e-05,324423.0
1.0,0.45,50.0,calibration,1.0,7.0,1.0,11.0,3.390635065947852e-05,324423.0
1.0,0.45,50.0,calibration,1.0,7.0,2.0,10.0,3.0823955144980475e-05,324423.0
1.0,0.45,50.0,calibration,1.0,7.0,3.0,3.0,9.247186543494142e-06,324423.0
1.0,0.45,50.0,calibration,1.0,7.0,4.0,1.0,3.0823955144980473e-06,324423.0
1.0,0.45,50.0,calibration,1.0,7.0,5.0,1.0,3.0823955144980473e-06,324423.0
1.0,0.45,50.0,calibration,1.0,7.0,6.0,1.0,3.0823955144980473e-06,324423.0
1.0,0.45,50.0,calibration,1.0,8.0,0.0,4.0,1.2329582057992189e-05,324423.0
1.0,0.45,50.0,calibration,1.0,8.0,6.0,1.0,3.0823955144980473e-06,324423.0
1.0,0.45,50.0,calibration,1.0,10.0,1.0,1.0,3.0823955144980473e-06,324423.0
1.0,0.45,50.0,heldout,1.0,0.0,0.0,247326.0,0.762356553018744,324423.0
1.0,0.45,50.0,heldout,1.0,0.0,1.0,16904.0,0.052104813777074994,324423.0
1.0,0.45,50.0,heldout,1.0,0.0,2.0,6723.0,0.020722945043970372,324423.0
1.0,0.45,50.0,heldout,1.0,0.0,3.0,2368.0,0.007299112578331376,324423.0
1.0,0.45,50.0,heldout,1.0,0.0,4.0,768.0,0.0023672797551345004,324423.0
1.0,0.45,50.0,heldout,1.0,0.0,5.0,217.0,0.0006688798266460763,324423.0
1.0,0.45,50.0,heldout,1.0,0.0,6.0,47.0,0.00014487258918140822,324423.0
1.0,0.45,50.0,heldout,1.0,0.0,7.0,10.0,3.0823955144980475e-05,324423.0
1.0,0.45,50.0,heldout,1.0,0.0,8.0,4.0,1.2329582057992189e-05,324423.0
1.0,0.45,50.0,heldout,1.0,1.0,0.0,17025.0,0.052477783634329256,324423.0
1.0,0.45,50.0,heldout,1.0,1.0,1.0,5927.0,0.018269358214429925,324423.0
1.0,0.45,50.0,heldout,1.0,1.0,2.0,3248.0,0.010011620631089657,324423.0
1.0,0.45,50.0,heldout,1.0,1.0,3.0,1388.0,0.00427836497412329,324423.0
1.0,0.45,50.0,heldout,1.0,1.0,4.0,532.0,0.0016398344137129612,324423.0
1.0,0.45,50.0,heldout,1.0,1.0,5.0,152.0,0.0004685241182037032,324423.0
1.0,0.45,50.0,heldout,1.0,1.0,6.0,44.0,0.0001356254026379141,324423.0
1.0,0.45,50.0,heldout,1.0,1.0,7.0,5.0,1.5411977572490238e-05,324423.0
1.0,0.45,50.0,heldout,1.0,1.0,8.0,1.0,3.0823955144980473e-06,324423.0
1.0,0.45,50.0,heldout,1.0,1.0,9.0,1.0,3.0823955144980473e-06,324423.0
1.0,0.45,50.0,heldout,1.0,2.0,0.0,6835.0,0.021068173341594155,324423.0
1.0,0.45,50.0,heldout,1.0,2.0,1.0,3193.0,0.009842088877792265,324423.0
1.0,0.45,50.0,heldout,1.0,2.0,2.0,1939.0,0.0059767649026117135,324423.0
1.0,0.45,50.0,heldout,1.0,2.0,3.0,912.0,0.002811144709222219,324423.0
1.0,0.45,50.0,heldout,1.0,2.0,4.0,350.0,0.0010788384300743166,324423.0
1.0,0.45,50.0,heldout,1.0,2.0,5.0,143.0,0.00044078255857322074,324423.0
1.0,0.45,50.0,heldout,1.0,2.0,6.0,38.0,0.0001171310295509258,324423.0
1.0,0.45,50.0,heldout,1.0,2.0,7.0,12.0,3.698874617397657e-05,324423.0
1.0,0.45,50.0,heldout,1.0,2.0,8.0,2.0,6.1647910289960945e-06,324423.0
1.0,0.45,50.0,heldout,1.0,3.0,0.0,2350.0,0.007243629459070412,324423.0
1.0,0.45,50.0,heldout,1.0,3.0,1.0,1385.0,0.004269117787579796,324423.0
1.0,0.45,50.0,heldout,1.0,3.0,2.0,939.0,0.0028943693881136666,324423.0
1.0,0.45,50.0,heldout,1.0,3.0,3.0,498.0,0.0015350329662200276,324423.0
1.0,0.45,50.0,heldout,1.0,3.0,4.0,222.0,0.0006842918042185665,324423.0
1.0,0.45,50.0,heldout,1.0,3.0,5.0,68.0,0.0002096028949858672,324423.0
1.0,0.45,50.0,heldout,1.0,3.0,6.0,21.0,6.4730305804459e-05,324423.0
1.0,0.45,50.0,heldout,1.0,3.0,7.0,5.0,1.5411977572490238e-05,324423.0
1.0,0.45,50.0,heldout,1.0,3.0,8.0,1.0,3.0823955144980473e-06,324423.0
1.0,0.45,50.0,heldout,1.0,4.0,0.0,744.0,0.0022933022627865474,324423.0
1.0,0.45,50.0,heldout,1.0,4.0,1.0,548.0,0.00168915274194493,324423.0
1.0,0.45,50.0,heldout,1.0,4.0,2.0,371.0,0.0011435687358787756,324423.0
1.0,0.45,50.0,heldout,1.0,4.0,3.0,205.0,0.0006318910804720997,324423.0
1.0,0.45,50.0,heldout,1.0,4.0,4.0,85.0,0.000262003618732334,324423.0
1.0,0.45,50.0,heldout,1.0,4.0,5.0,29.0,8.938946992044337e-05,324423.0
1.0,0.45,50.0,heldout,1.0,4.0,6.0,7.0,2.157676860148633e-05,324423.0
1.0,0.45,50.0,heldout,1.0,4.0,7.0,2.0,6.1647910289960945e-06,324423.0
1.0,0.45,50.0,heldout,1.0,5.0,0.0,200.0,0.0006164791028996095,324423.0
1.0,0.45,50.0,heldout,1.0,5.0,1.0,177.0,0.0005455840060661544,324423.0
1.0,0.45,50.0,heldout,1.0,5.0,2.0,138.0,0.00042537058100073055,324423.0
1.0,0.45,50.0,heldout,1.0,5.0,3.0,73.0,0.00022501487255835746,324423.0
1.0,0.45,50.0,heldout,1.0,5.0,4.0,21.0,6.4730305804459e-05,324423.0
1.0,0.45,50.0,heldout,1.0,5.0,5.0,12.0,3.698874617397657e-05,324423.0
1.0,0.45,50.0,heldout,1.0,5.0,6.0,2.0,6.1647910289960945e-06,324423.0
1.0,0.45,50.0,heldout,1.0,5.0,7.0,1.0,3.0823955144980473e-06,324423.0
1.0,0.45,50.0,heldout,1.0,5.0,8.0,1.0,3.0823955144980473e-06,324423.0
1.0,0.45,50.0,heldout,1.0,6.0,0.0,46.0,0.00014179019366691018,324423.0
1.0,0.45,50.0,heldout,1.0,6.0,1.0,42.0,0.000129460611608918,324423.0
1.0,0.45,50.0,heldout,1.0,6.0,2.0,34.0,0.0001048014474929336,324423.0
1.0,0.45,50.0,heldout,1.0,6.0,3.0,28.0,8.630707440594533e-05,324423.0
1.0,0.45,50.0,heldout,1.0,6.0,4.0,7.0,2.157676860148633e-05,324423.0
1.0,0.45,50.0,heldout,1.0,6.0,5.0,2.0,6.1647910289960945e-06,324423.0
1.0,0.45,50.0,heldout,1.0,7.0,0.0,10.0,3.0823955144980475e-05,324423.0
1.0,0.45,50.0,heldout,1.0,7.0,1.0,8.0,2.4659164115984378e-05,324423.0
1.0,0.45,50.0,heldout,1.0,7.0,2.0,5.0,1.5411977572490238e-05,324423.0
1.0,0.45,50.0,heldout,1.0,7.0,3.0,6.0,1.8494373086988284e-05,324423.0
1.0,0.45,50.0,heldout,1.0,7.0,4.0,5.0,1.5411977572490238e-05,324423.0
1.0,0.45,50.0,heldout,1.0,7.0,5.0,1.0,3.0823955144980473e-06,324423.0
1.0,0.45,50.0,heldout,1.0,8.0,0.0,2.0,6.1647910289960945e-06,324423.0
1.0,0.45,50.0,heldout,1.0,8.0,1.0,2.0,6.1647910289960945e-06,324423.0
1.0,0.45,50.0,heldout,1.0,8.0,2.0,2.0,6.1647910289960945e-06,324423.0
1.0,0.45,50.0,heldout,1.0,8.0,3.0,2.0,6.1647910289960945e-06,324423.0
1.0,0.45,50.0,heldout,1.0,8.0,4.0,1.0,3.0823955144980473e-06,324423.0
1.0,0.45,50.0,heldout,1.0,9.0,2.0,1.0,3.0823955144980473e-06,324423.0
1.0,0.45,100.0,calibration,1.0,0.0,0.0,104567.0,0.6512115984630044,160573.0
1.0,0.45,100.0,calibration,1.0,0.0,1.0,9785.0,0.060938015731162774,160573.0
1.0,0.45,100.0,calibration,1.0,0.0,2.0,4546.0,0.028311110834324575,160573.0
1.0,0.45,100.0,calibration,1.0,0.0,3.0,2046.0,0.01274186818456403,160573.0
1.0,0.45,100.0,calibration,1.0,0.0,4.0,957.0,0.005959906086328337,160573.0
1.0,0.45,100.0,calibration,1.0,0.0,5.0,451.0,0.0028086913740168022,160573.0
1.0,0.45,100.0,calibration,1.0,0.0,6.0,176.0,0.0010960746825431423,160573.0
1.0,0.45,100.0,calibration,1.0,0.0,7.0,87.0,0.000541809644211667,160573.0
1.0,0.45,100.0,calibration,1.0,0.0,8.0,39.0,0.00024288018533626452,160573.0
1.0,0.45,100.0,calibration,1.0,0.0,9.0,12.0,7.473236471885062e-05,160573.0
1.0,0.45,100.0,calibration,1.0,0.0,10.0,5.0,3.113848529952109e-05,160573.0
1.0,0.45,100.0,calibration,1.0,1.0,0.0,9907.0,0.06169779477247109,160573.0
1.0,0.45,100.0,calibration,1.0,1.0,1.0,3221.0,0.020059412229951487,160573.0
1.0,0.45,100.0,calibration,1.0,1.0,2.0,1872.0,0.011658248896140696,160573.0
1.0,0.45,100.0,calibration,1.0,1.0,3.0,1054.0,0.0065639927011390455,160573.0
1.0,0.45,100.0,calibration,1.0,1.0,4.0,579.0,0.0036058365976845423,160573.0
1.0,0.45,100.0,calibration,1.0,1.0,5.0,298.0,0.001855853723851457,160573.0
1.0,0.45,100.0,calibration,1.0,1.0,6.0,143.0,0.0008905606795663032,160573.0
1.0,0.45,100.0,calibration,1.0,1.0,7.0,63.0,0.00039234491477396576,160573.0
1.0,0.45,100.0,calibration,1.0,1.0,8.0,26.0,0.00016192012355750968,160573.0
1.0,0.45,100.0,calibration,1.0,1.0,9.0,11.0,6.850466765894639e-05,160573.0
1.0,0.45,100.0,calibration,1.0,1.0,10.0,5.0,3.113848529952109e-05,160573.0
1.0,0.45,100.0,calibration,1.0,1.0,12.0,1.0,6.227697059904218e-06,160573.0
1.0,0.45,100.0,calibration,1.0,1.0,14.0,1.0,6.227697059904218e-06,160573.0
1.0,0.45,100.0,calibration,1.0,2.0,0.0,4596.0,0.028622495687319786,160573.0
1.0,0.45,100.0,calibration,1.0,2.0,1.0,1872.0,0.011658248896140696,160573.0
1.0,0.45,100.0,calibration,1.0,2.0,2.0,1294.0,0.008058639995516058,160573.0
1.0,0.45,100.0,calibration,1.0,2.0,3.0,836.0,0.005206354742079926,160573.0
1.0,0.45,100.0,calibration,1.0,2.0,4.0,480.0,0.0029892945887540247,160573.0
1.0,0.45,100.0,calibration,1.0,2.0,5.0,278.0,0.0017312997826533726,160573.0
1.0,0.45,100.0,calibration,1.0,2.0,6.0,137.0,0.0008531944972068778,160573.0
1.0,0.45,100.0,calibration,1.0,2.0,7.0,64.0,0.00039857261183386995,160573.0
1.0,0.45,100.0,calibration,1.0,2.0,8.0,27.0,0.0001681478206174139,160573.0
1.0,0.45,100.0,calibration,1.0,2.0,9.0,15.0,9.341545589856327e-05,160573.0
1.0,0.45,100.0,calibration,1.0,2.0,10.0,6.0,3.736618235942531e-05,160573.0
1.0,0.45,100.0,calibration,1.0,2.0,11.0,1.0,6.227697059904218e-06,160573.0
1.0,0.45,100.0,calibration,1.0,3.0,0.0,2036.0,0.012679591213964989,160573.0
1.0,0.45,100.0,calibration,1.0,3.0,1.0,1121.0,0.006981248404152629,160573.0
1.0,0.45,100.0,calibration,1.0,3.0,2.0,816.0,0.005081800800881842,160573.0
1.0,0.45,100.0,calibration,1.0,3.0,3.0,539.0,0.0033567287152883735,160573.0
1.0,0.45,100.0,calibration,1.0,3.0,4.0,359.0,0.002235743244505614,160573.0
1.0,0.45,100.0,calibration,1.0,3.0,5.0,195.0,0.0012144009266813224,160573.0
1.0,0.45,100.0,calibration,1.0,3.0,6.0,123.0,0.0007660067383682188,160573.0
1.0,0.45,100.0,calibration,1.0,3.0,7.0,50.0,0.0003113848529952109,160573.0
1.0,0.45,100.0,calibration,1.0,3.0,8.0,24.0,0.00014946472943770124,160573.0
1.0,0.45,100.0,calibration,1.0,3.0,9.0,5.0,3.113848529952109e-05,160573.0
1.0,0.45,100.0,calibration,1.0,3.0,10.0,3.0,1.8683091179712656e-05,160573.0
1.0,0.45,100.0,calibration,1.0,4.0,0.0,942.0,0.005866490630429774,160573.0
1.0,0.45,100.0,calibration,1.0,4.0,1.0,629.0,0.003917221450679753,160573.0
1.0,0.45,100.0,calibration,1.0,4.0,2.0,510.0,0.003176125500551151,160573.0
1.0,0.45,100.0,calibration,1.0,4.0,3.0,334.0,0.002080050818008009,160573.0
1.0,0.45,100.0,calibration,1.0,4.0,4.0,261.0,0.0016254289326350009,160573.0
1.0,0.45,100.0,calibration,1.0,4.0,5.0,131.0,0.0008158283148474526,160573.0
1.0,0.45,100.0,calibration,1.0,4.0,6.0,68.0,0.0004234834000734868,160573.0
1.0,0.45,100.0,calibration,1.0,4.0,7.0,44.0,0.00027401867063578557,160573.0
1.0,0.45,100.0,calibration,1.0,4.0,8.0,12.0,7.473236471885062e-05,160573.0
1.0,0.45,100.0,calibration,1.0,4.0,9.0,8.0,4.9821576479233744e-05,160573.0
1.0,0.45,100.0,calibration,1.0,4.0,10.0,2.0,1.2455394119808436e-05,160573.0
1.0,0.45,100.0,calibration,1.0,5.0,0.0,426.0,0.002652998947519197,160573.0
1.0,0.45,100.0,calibration,1.0,5.0,1.0,319.0,0.0019866353621094453,160573.0
1.0,0.45,100.0,calibration,1.0,5.0,2.0,267.0,0.0016627951149944262,160573.0
1.0,0.45,100.0,calibration,1.0,5.0,3.0,208.0,0.0012953609884600774,160573.0
1.0,0.45,100.0,calibration,1.0,5.0,4.0,125.0,0.0007784621324880272,160573.0
1.0,0.45,100.0,calibration,1.0,5.0,5.0,80.0,0.0004982157647923374,160573.0
1.0,0.45,100.0,calibration,1.0,5.0,6.0,50.0,0.0003113848529952109,160573.0
1.0,0.45,100.0,calibration,1.0,5.0,7.0,23.0,0.000143237032377797,160573.0
1.0,0.45,100.0,calibration,1.0,5.0,8.0,16.0,9.964315295846749e-05,160573.0
1.0,0.45,100.0,calibration,1.0,5.0,9.0,8.0,4.9821576479233744e-05,160573.0
1.0,0.45,100.0,calibration,1.0,5.0,10.0,2.0,1.2455394119808436e-05,160573.0
1.0,0.45,100.0,calibration,1.0,5.0,11.0,1.0,6.227697059904218e-06,160573.0
1.0,0.45,100.0,calibration,1.0,6.0,0.0,174.0,0.001083619288423334,160573.0
1.0,0.45,100.0,calibration,1.0,6.0,1.0,133.0,0.000828283708967261,160573.0
1.0,0.45,100.0,calibration,1.0,6.0,2.0,147.0,0.00091547146780592,160573.0
1.0,0.45,100.0,calibration,1.0,6.0,3.0,117.0,0.0007286405560087935,160573.0
1.0,0.45,100.0,calibration,1.0,6.0,4.0,84.0,0.0005231265530319543,160573.0
1.0,0.45,100.0,calibration,1.0,6.0,5.0,51.0,0.0003176125500551151,160573.0
1.0,0.45,100.0,calibration,1.0,6.0,6.0,32.0,0.00019928630591693497,160573.0
1.0,0.45,100.0,calibration,1.0,6.0,7.0,15.0,9.341545589856327e-05,160573.0
1.0,0.45,100.0,calibration,1.0,6.0,8.0,8.0,4.9821576479233744e-05,160573.0
1.0,0.45,100.0,calibration,1.0,6.0,9.0,3.0,1.8683091179712656e-05,160573.0
