consensus_verdict,consensus_replicate_count,independent_replicate_count,all_replicates_agree,finite_memory_model_required,persistent_environment_identifiable,collective_covariance_replicate_count,spatial_cooperation_test_required,spatial_cooperation_proven,thermodynamic_claim_allowed,mean_median_empirical_iid_relative_error,standard_error_median_empirical_iid_relative_error,mean_median_gamma_iid_relative_error,standard_error_median_gamma_iid_relative_error,mean_median_temporal_memory_excess_fraction,standard_error_median_temporal_memory_excess_fraction,mean_median_persistent_environment_excess_fraction,standard_error_median_persistent_environment_excess_fraction,mean_median_waiting_correlation_z_vs_shuffle,standard_error_median_waiting_correlation_z_vs_shuffle,temperature,calibration_time,count_windows,shuffle_replicates,event_definition
empirical_iid_waiting_law_sufficient,5.0,5.0,1.0,0.0,0.0,5.0,1.0,0.0,0.0,0.03816348326684042,0.00995200558038899,0.04788674629607035,0.00791044380284859,0.009809420023989057,0.0015478224273443727,0.2182934380609291,0.0938538889907309,2.4433568134796415,0.5102247846590833,0.58,750.0,20;50;100;200;300,32.0,debye_waller_finite_duration_cage_jump
