independent_replicate_count,required_replicate_count,required_realizations_per_replicate,radial_bin_count,quality_realization_completeness_pass,quality_pass,precision_pass,raw_curve_transfer_pass,curve_transfer_pass,mechanism_state,maximum_ensemble_msd_relative_error,maximum_ensemble_ngp_absolute_error,maximum_ensemble_fs_absolute_error,maximum_ensemble_msd_mc_relative_se,maximum_ensemble_ngp_mc_se,maximum_ensemble_fs_mc_se,cage_anchor_memory_required,heldout_events_used_in_calibration,next_required_test,microdynamic_closure_claim_allowed,spatial_facilitation_claim_allowed,thermodynamic_claim_allowed,temperature,calibration_time,block_size,surrogate_realizations_per_replicate,surrogate_base_seed
5.0,5.0,16.0,8.0,1.0,1.0,1.0,1.0,1.0,curve_closed,0.036308802277920216,0.09621280512626257,0.01698840077369959,0.0017987709602170863,0.0031686635042362777,0.0005997721085086086,0.0,0.0,cross_temperature_cage_anchor_gate,0.0,0.0,0.0,0.58,750.0,20.0,16.0,781031.0
