model,replicate,temperature,lag,block_size,block_count,particle_window_count,predicted_msd,observed_msd,msd_relative_error,predicted_msd_mc_se,predicted_ngp,observed_ngp,ngp_absolute_error,predicted_ngp_mc_se,shuffle_realizations,shuffle_base_seed,heldout_path_used_in_prediction,macro_fit_parameter_count,calibration_path_distribution_used,microdynamic_closure_claim_allowed,spatial_facilitation_claim_allowed,thermodynamic_claim_allowed,predicted_fs_k2,observed_fs_k2,absolute_error_fs_k2,predicted_fs_k2_mc_se,predicted_fs_k4,observed_fs_k4,absolute_error_fs_k4,predicted_fs_k4_mc_se,predicted_fs_k7p25,observed_fs_k7p25,absolute_error_fs_k7p25,predicted_fs_k7p25_mc_se
contiguous_empirical_path,1.0,0.58,20.0,20.0,1.0,121249.0,0.1606402341972408,0.16660841604263024,0.03582161085945601,0.0,0.5601949371167014,0.5385549106326213,0.021640026484080144,0.0,0.0,45101.0,0.0,0.0,1.0,0.0,0.0,0.0,0.901245739948005,0.8977103424506039,0.0035353974974011715,0.0,0.6807857830105443,0.6706091522002315,0.010176630810312726,0.0,0.34426177593355606,0.3302563514537057,0.01400542447985037,0.0
contiguous_empirical_path,1.0,0.58,100.0,20.0,5.0,108141.0,0.5967807096901058,0.6244853324897498,0.04436392875584272,0.0,0.28567392157992044,0.2825033492140283,0.0031705723658921325,0.0,0.0,45101.0,0.0,0.0,1.0,0.0,0.0,0.0,0.6865921924159478,0.6748742076596806,0.011717984756267175,0.0,0.2750526057321665,0.25770578929215066,0.017346816440015844,0.0,0.0476089199153923,0.03757140173250425,0.010037518182888054,0.0
contiguous_empirical_path,1.0,0.58,200.0,20.0,10.0,91756.0,1.1428469638316323,1.1970958003749623,0.045317038558098544,0.0,0.16478162672847385,0.17003137790337108,0.0052497511748972325,0.0,0.0,45101.0,0.0,0.0,1.0,0.0,0.0,0.0,0.4893514663737454,0.4733264732392782,0.016024993134467203,0.0,0.09146604053660105,0.07641999280253814,0.015046047734062915,0.0,0.004097069500259005,0.0035374896626027496,0.0005595798376562557,0.0
contiguous_empirical_path,1.0,0.58,400.0,20.0,20.0,58986.0,2.209503102178128,2.302522122507715,0.04039875205554089,0.0,0.09061225377972382,0.08241548506967367,0.00819676871005015,0.0,0.0,45101.0,0.0,0.0,1.0,0.0,0.0,0.0,0.24995328858450114,0.2367746362454057,0.013178652339095431,0.0,0.010073593331774247,0.005007075510426834,0.005066517821347413,0.0,0.007152130189042313,-0.0015893870932790705,0.008741517282321382,0.0
contiguous_empirical_path,1.0,0.58,600.0,20.0,30.0,26216.0,3.288907546850616,3.5092386999443375,0.06278602623902907,0.0,0.05860705577600678,0.04880248109629837,0.009804574679708411,0.0,0.0,45101.0,0.0,0.0,1.0,0.0,0.0,0.0,0.12209798429711935,0.10971466137823888,0.012383322918880474,0.0,-0.0009552483537193571,0.003664696471714173,0.0046199448254335305,0.0,-6.540553662511483e-05,-0.002099056579231919,0.0020336510426068044,0.0
direction_randomized_path,1.0,0.58,20.0,20.0,1.0,121249.0,0.1606402341972408,0.16660841604263024,0.03582161085945601,0.0,0.5601949371167014,0.5385549106326213,0.021640026484080144,0.0,0.0,45101.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9012106095900227,0.8977103424506039,0.0035002671394188667,0.0,0.6805130822064946,0.6706091522002315,0.009903930006263106,0.0,0.34402233924249426,0.3302563514537057,0.01376598778878857,0.0
direction_randomized_path,1.0,0.58,100.0,20.0,5.0,108141.0,0.8043145226842681,0.6244853324897498,0.2879638333178465,0.0,0.1701525653565925,0.2825033492140283,0.1123507838574358,0.0,0.0,45101.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5988143165859707,0.6748742076596806,0.07605989107370992,0.0,0.1617345654465117,0.25770578929215066,0.09597122384563894,0.0,0.009333120012944658,0.03757140173250425,0.02823828171955959,0.0
direction_randomized_path,1.0,0.58,200.0,20.0,10.0,91756.0,1.609124453741859,1.1970958003749623,0.34419020870162464,0.0,0.09159954971718798,0.17003137790337108,0.0784318281861831,0.0,0.0,45101.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3598359485030248,0.4733264732392782,0.11349052473625337,0.0,0.027564696890972545,0.07641999280253814,0.048855295911565594,0.0,0.00013640327933183498,0.0035374896626027496,0.003401086383270915,0.0
direction_randomized_path,1.0,0.58,400.0,20.0,20.0,58986.0,3.2215925338915055,2.302522122507715,0.39915812421503083,0.0,0.05038249674355111,0.08241548506967367,0.03203298832612256,0.0,0.0,45101.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1304076166717428,0.2367746362454057,0.1063670195736629,0.0,0.0008402259456812048,0.005007075510426834,0.004166849564745629,0.0,3.642873876651121e-08,-0.0015893870932790705,0.001589423522017837,0.0
direction_randomized_path,1.0,0.58,600.0,20.0,30.0,26216.0,4.836467548267309,3.5092386999443375,0.37820990870299687,0.0,0.03485821441299608,0.04880248109629837,0.013944266683302287,0.0,0.0,45101.0,0.0,0.0,1.0,0.0,0.0,0.0,0.047269662299700775,0.10971466137823888,0.0624449990785381,0.0,2.691751792668681e-05,0.003664696471714173,0.0036377789537874864,0.0,-8.256477488591216e-12,-0.002099056579231919,0.0020990565709754416,0.0
within_particle_time_shuffle,1.0,0.58,20.0,20.0,1.0,121249.0,0.1606402341972408,0.16660841604263024,0.03582161085945601,1.0706945744044232e-18,0.5601949371167017,0.5385549106326213,0.021640026484080366,3.444021317021596e-17,64.0,45101.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9012457399480052,0.8977103424506039,0.0035353974974012825,1.3987495347505254e-17,0.6807857830105444,0.6706091522002315,0.010176630810312837,1.6951724862951457e-17,0.34426177593355606,0.3302563514537057,0.01400542447985037,4.542572364846072e-18
within_particle_time_shuffle,1.0,0.58,100.0,20.0,5.0,108141.0,0.774727616951979,0.6244853324897498,0.2405857698262197,0.00043356515799735675,0.13206579454776515,0.2825033492140283,0.15043755466626316,0.0007376163238528924,64.0,45101.0,0.0,0.0,1.0,0.0,0.0,0.0,0.6068636909025179,0.6748742076596806,0.06801051675716274,0.00016875295123643162,0.16079000155038192,0.25770578929215066,0.09691578774176873,0.00023164203339651472,0.007148373935263198,0.03757140173250425,0.03042302779724105,0.00018823093177219519
within_particle_time_shuffle,1.0,0.58,200.0,20.0,10.0,91756.0,1.4776109420193733,1.1970958003749623,0.23432973497738963,0.0011314754543109468,0.0797163452843129,0.17003137790337108,0.09031503261905818,0.0008220645694483459,64.0,45101.0,0.0,0.0,1.0,0.0,0.0,0.0,0.38748447137240405,0.4733264732392782,0.08584200186687413,0.0002834106471434476,0.032638046259307774,0.07641999280253814,0.043781946543230366,0.000270453881280822,0.00022982023059102283,0.0035374896626027496,0.003307669432011727,0.00021700597154100486
within_particle_time_shuffle,1.0,0.58,400.0,20.0,20.0,58986.0,2.6677859262791284,2.302522122507715,0.15863639276290598,0.002790500131999103,0.05474465994308253,0.08241548506967367,0.027670825126591136,0.0010349608713976736,64.0,45101.0,0.0,0.0,1.0,0.0,0.0,0.0,0.18289366629311155,0.2367746362454057,0.05388096995229416,0.0003965287068130527,0.0020890797287841153,0.005007075510426834,0.002917995781642719,0.00033711242627908054,-0.00014974267527376715,-0.0015893870932790705,0.0014396444180053035,0.00022723845121247976
within_particle_time_shuffle,1.0,0.58,600.0,20.0,30.0,26216.0,3.5711300087930185,3.5092386999443375,0.01763667682385428,0.0032039270025877565,0.04265109210432069,0.04880248109629837,0.006151388991977674,0.0009979665768209685,64.0,45101.0,0.0,0.0,1.0,0.0,0.0,0.0,0.10116796131789153,0.10971466137823888,0.008546700060347343,0.0003595659448005965,-0.0012042797722362796,0.003664696471714173,0.004868976243950452,0.00039981321109385946,0.0001492286263459549,-0.002099056579231919,0.002248285205577874,0.0003477601564131412
contiguous_empirical_path,2.0,0.58,20.0,20.0,1.0,121249.0,0.16053700090835266,0.16893775764805471,0.049726934088963226,0.0,0.5462323279317298,0.5268513866039641,0.01938094132776569,0.0,0.0,45101.0,0.0,0.0,1.0,0.0,0.0,0.0,0.901170792786551,0.8963572500530242,0.004813542733526743,0.0,0.6798053645526074,0.6669561225844329,0.012849241968174496,0.0,0.34270610722102185,0.3258010831779263,0.016905024043095573,0.0
contiguous_empirical_path,2.0,0.58,100.0,20.0,5.0,108141.0,0.5792284668985787,0.6429152367660607,0.09905935685679801,0.0,0.33559499204921317,0.2515771495978034,0.08401784245140975,0.0,0.0,45101.0,0.0,0.0,1.0,0.0,0.0,0.0,0.6957847578030929,0.6661168891936906,0.029667868609402293,0.0,0.2917306019315881,0.24525439631843157,0.046476205613156546,0.0,0.058147162979440926,0.03400429515488748,0.024142867824553445,0.0
contiguous_empirical_path,2.0,0.58,200.0,20.0,10.0,91756.0,1.0888265141430928,1.239448946514999,0.12152370841527305,0.0,0.20903486390900428,0.13004647316350693,0.07898839074549735,0.0,0.0,45101.0,0.0,0.0,1.0,0.0,0.0,0.0,0.510184229028037,0.45825187248330496,0.051932356544731995,0.0,0.10891506441089699,0.06963898340301387,0.039276081007883115,0.0,0.008557034180820874,0.0013632909193586297,0.007193743261462244,0.0
contiguous_empirical_path,2.0,0.58,400.0,20.0,20.0,58986.0,2.079455055303822,2.446386944815099,0.14998930986324832,0.0,0.0986644242749457,0.06244093818479679,0.036223486090148915,0.0,0.0,45101.0,0.0,0.0,1.0,0.0,0.0,0.0,0.2754702385359905,0.2134958630148948,0.06197437552109572,0.0,0.013242152590926056,-0.0008022615567074514,0.014044414147633508,0.0,0.00023724251587226673,0.0005040949482152632,0.0002668524323429965,0.0
contiguous_empirical_path,2.0,0.58,600.0,20.0,30.0,26216.0,3.2828079370837937,3.687875142081927,0.10983755940540318,0.0,0.05118211481238588,0.05260664913915636,0.0014245343267704769,0.0,0.0,45101.0,0.0,0.0,1.0,0.0,0.0,0.0,0.12795915428226046,0.09566220281545856,0.03229695146680189,0.0,-0.0017453407829790663,-0.0033646927489369453,0.001619351965957879,0.0,0.0015038427506015753,0.004720807730679563,0.003216964980077988,0.0
direction_randomized_path,2.0,0.58,20.0,20.0,1.0,121249.0,0.16053700090835266,0.16893775764805471,0.049726934088963226,0.0,0.5462323279317298,0.5268513866039641,0.01938094132776569,0.0,0.0,45101.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9012011827081345,0.8963572500530242,0.004843932655110295,0.0,0.6800416386040183,0.6669561225844329,0.013085516019585408,0.0,0.34294643711292894,0.3258010831779263,0.01714535393500266,0.0
direction_randomized_path,2.0,0.58,100.0,20.0,5.0,108141.0,0.7937787002131983,0.6429152367660607,0.23465529329495838,0.0,0.17521804063763957,0.2515771495978034,0.07635910896016385,0.0,0.0,45101.0,0.0,0.0,1.0,0.0,0.0,0.0,0.6028836111287097,0.6661168891936906,0.06323327806498091,0.0,0.16525594789384973,0.24525439631843157,0.07999844842458184,0.0,0.010114904110491794,0.03400429515488748,0.023889391044395688,0.0
direction_randomized_path,2.0,0.58,200.0,20.0,10.0,91756.0,1.569412650165439,1.239448946514999,0.2662180677777899,0.0,0.10029641138984502,0.13004647316350693,0.029750061773661907,0.0,0.0,45101.0,0.0,0.0,1.0,0.0,0.0,0.0,0.36975804477537505,0.45825187248330496,0.0884938277079299,0.0,0.030270884645248994,0.06963898340301387,0.03936809875776488,0.0,0.00016541214397104934,0.0013632909193586297,0.0011978787753875804,0.0
direction_randomized_path,2.0,0.58,400.0,20.0,20.0,58986.0,3.0806811918340675,2.446386944815099,0.25927797250688367,0.0,0.049795128241893805,0.06244093818479679,0.012645809942902986,0.0,0.0,45101.0,0.0,0.0,1.0,0.0,0.0,0.0,0.14150245278369494,0.2134958630148948,0.07199341023119984,0.0,0.0010076962527962579,-0.0008022615567074514,0.0018099578095037093,0.0,-1.6410811001257043e-08,0.0005040949482152632,0.0005041113590262645,0.0
direction_randomized_path,2.0,0.58,600.0,20.0,30.0,26216.0,4.7318857268818935,3.687875142081927,0.2830927145246538,0.0,0.03242814774749303,0.05260664913915636,0.020178501391663328,0.0,0.0,45101.0,0.0,0.0,1.0,0.0,0.0,0.0,0.04969991819245204,0.09566220281545856,0.04596228462300652,0.0,2.4617012140036794e-05,-0.0033646927489369453,0.003389309761076982,0.0,2.3888472236326275e-12,0.004720807730679563,0.004720807728290716,0.0
within_particle_time_shuffle,2.0,0.58,20.0,20.0,1.0,121249.0,0.16053700090835266,0.16893775764805471,0.049726934088963226,0.0,0.5462323279317297,0.5268513866039641,0.019380941327765577,1.3987495347505254e-17,64.0,45101.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9011707927865509,0.8963572500530242,0.004813542733526632,1.2608157922686045e-17,0.6798053645526075,0.6669561225844329,0.012849241968174607,1.3987495347505254e-17,0.3427061072210219,0.3258010831779263,0.01690502404309563,5.929238067763129e-18
within_particle_time_shuffle,2.0,0.58,100.0,20.0,5.0,108141.0,0.7745043016248088,0.6429152367660607,0.2046756047043723,0.0003563918118424319,0.13087382114190713,0.2515771495978034,0.12070332845589629,0.0007171002497350361,64.0,45101.0,0.0,0.0,1.0,0.0,0.0,0.0,0.60657108420318,0.6661168891936906,0.05954580499051065,0.00012594298116521096,0.16019756595402423,0.24525439631843157,0.08505683036440734,0.00020367805889660786,0.007263916357896912,0.03400429515488748,0.02674037879699057,0.00016435776063876257
