metric,mean,standard_deviation,standard_error,ci95_low,ci95_high,ci95_critical_value,ci95_method,independent_replicate_count,temperature,threshold,half_window,independence_class,thermodynamic_claim_allowed
event_rate,0.005154755365679992,0.0001414833692301202,6.327328625685016e-05,0.004979080559762381,0.005330430171597603,2.7764451051977987,student_t_independent_replicates,5.0,0.58,0.2,5.0,decorrelated_parent_frames_plus_velocity_seeds,0.0
exchange_mean,160.93515774614963,4.538449562499318,2.029656346840531,155.2999283167306,166.57038717556867,2.7764451051977987,student_t_independent_replicates,5.0,0.58,0.2,5.0,decorrelated_parent_frames_plus_velocity_seeds,0.0
exchange_cv2,1.087173821296527,0.017703412487832266,0.007917206751302322,1.0651921313650345,1.1091555112280194,2.7764451051977987,student_t_independent_replicates,5.0,0.58,0.2,5.0,decorrelated_parent_frames_plus_velocity_seeds,0.0
stationary_persistence_mean,167.96463586470767,5.521299703180303,2.469200292092114,161.10903679997554,174.8202349294398,2.7764451051977987,student_t_independent_replicates,5.0,0.58,0.2,5.0,decorrelated_parent_frames_plus_velocity_seeds,0.0
persistence_exchange_ratio,1.0435869106482634,0.008851706243916149,0.003958603375651168,1.0325960656825173,1.0545777556140095,2.7764451051977987,student_t_independent_replicates,5.0,0.58,0.2,5.0,decorrelated_parent_frames_plus_velocity_seeds,0.0
jump_squared_mean,0.2850285381770341,0.0012263266311130965,0.0005484299419574384,0.28350585254914246,0.28655122380492576,2.7764451051977987,student_t_independent_replicates,5.0,0.58,0.2,5.0,decorrelated_parent_frames_plus_velocity_seeds,0.0
count_fano,1.1776375553809788,0.01832222753675041,0.00819394925427849,1.1548875050816982,1.2003876056802594,2.7764451051977987,student_t_independent_replicates,5.0,0.58,0.2,5.0,decorrelated_parent_frames_plus_velocity_seeds,0.0
correlated_diffusion,0.0002779904475865755,5.5570685147941955e-06,2.4851965909407233e-06,0.00027109043567620386,0.0002848904594969471,2.7764451051977987,student_t_independent_replicates,5.0,0.58,0.2,5.0,decorrelated_parent_frames_plus_velocity_seeds,0.0
