q_over_A,t_over_t_peak,alpha_over_alpha_peak,predicted_t_peak,predicted_alpha_peak
0.6,1.294334763948498,0.9686347358335068,13.69700402475259,0.15
0.6,1.3000429184549356,0.9676229371509952,13.69700402475259,0.15
0.6,1.3057510729613735,0.9666020451131423,13.69700402475259,0.15
0.6,1.3114592274678112,0.9655723142316738,13.69700402475259,0.15
0.6,1.317167381974249,0.9645339935681374,13.69700402475259,0.15
0.6,1.3228755364806868,0.96348732685046,13.69700402475259,0.15
0.6,1.3285836909871245,0.9624325525870618,13.69700402475259,0.15
0.6,1.3342918454935624,0.961369904178507,13.69700402475259,0.15
0.6,1.34,0.9602996100268143,13.69700402475259,0.15
0.6,1.3457081545064378,0.9592218936423821,13.69700402475259,0.15
0.6,1.3514163090128757,0.9581369737486808,13.69700402475259,0.15
0.6,1.3571244635193134,0.9570450643846378,13.69700402475259,0.15
0.6,1.362832618025751,0.9559463750048829,13.69700402475259,0.15
0.6,1.368540772532189,0.9548411105777829,13.69700402475259,0.15
0.6,1.3742489270386267,0.9537294716814031,13.69700402475259,0.15
0.6,1.3799570815450644,0.9526116545973581,13.69700402475259,0.15
0.6,1.3856652360515023,0.9514878514026763,13.69700402475259,0.15
0.6,1.39137339055794,0.9503582500596419,13.69700402475259,0.15
0.6,1.3970815450643777,0.9492230345036983,13.69700402475259,0.15
0.6,1.4027896995708156,0.9480823847294539,13.69700402475259,0.15
0.6,1.4084978540772533,0.9469364768748061,13.69700402475259,0.15
0.6,1.414206008583691,0.9457854833032497,13.69700402475259,0.15
0.6,1.4199141630901289,0.944629572684382,13.69700402475259,0.15
0.6,1.4256223175965665,0.9434689100726661,13.69700402475259,0.15
0.6,1.4313304721030045,0.9423036569844667,13.69700402475259,0.15
0.6,1.4370386266094421,0.941133971473415,13.69700402475259,0.15
0.6,1.4427467811158798,0.9399600082041326,13.69700402475259,0.15
0.6,1.4484549356223178,0.9387819185243348,13.69700402475259,0.15
0.6,1.4541630901287554,0.9375998505353571,13.69700402475259,0.15
0.6,1.4598712446351931,0.9364139491611789,13.69700402475259,0.15
0.6,1.465579399141631,0.9352243562158691,13.69700402475259,0.15
0.6,1.4712875536480687,0.9340312104696421,13.69700402475259,0.15
0.6,1.4769957081545064,0.932834647713398,13.69700402475259,0.15
0.6,1.4827038626609443,0.9316348008218849,13.69700402475259,0.15
0.6,1.488412017167382,0.9304317998154928,13.69700402475259,0.15
0.6,1.4941201716738197,0.9292257719206691,13.69700402475259,0.15
0.6,1.4998283261802576,0.9280168416290218,13.69700402475259,0.15
0.6,1.5055364806866953,0.9268051307551403,13.69700402475259,0.15
0.6,1.511244635193133,0.9255907584931489,13.69700402475259,0.15
0.6,1.516952789699571,0.9243738414720223,13.69700402475259,0.15
0.6,1.5226609442060086,0.92315449380968,13.69700402475259,0.15
0.6,1.5283690987124465,0.9219328271659263,13.69700402475259,0.15
0.6,1.5340772532188842,0.9207089507942194,13.69700402475259,0.15
0.6,1.539785407725322,0.9194829715923003,13.69700402475259,0.15
0.6,1.5454935622317598,0.9182549941517312,13.69700402475259,0.15
0.6,1.5512017167381975,0.91702512080636,13.69700402475259,0.15
0.6,1.5569098712446352,0.9157934516797036,13.69700402475259,0.15
0.6,1.5626180257510731,0.9145600847313211,13.69700402475259,0.15
0.6,1.5683261802575108,0.9133251158021668,13.69700402475259,0.15
0.6,1.5740343347639485,0.9120886386589537,13.69700402475259,0.15
0.6,1.5797424892703864,0.9108507450375658,13.69700402475259,0.15
0.6,1.585450643776824,0.9096115246855045,13.69700402475259,0.15
0.6,1.5911587982832618,0.9083710654034327,13.69700402475259,0.15
0.6,1.5968669527896997,0.9071294530858065,13.69700402475259,0.15
0.6,1.6025751072961374,0.9058867717606194,13.69700402475259,0.15
0.6,1.608283261802575,0.9046431036283058,13.69700402475259,0.15
0.6,1.613991416309013,0.9033985290997704,13.69700402475259,0.15
0.6,1.6196995708154507,0.9021531268336321,13.69700402475259,0.15
0.6,1.6254077253218884,0.9009069737726113,13.69700402475259,0.15
0.6,1.6311158798283263,0.899660145179193,13.69700402475259,0.15
0.6,1.636824034334764,0.8984127146704572,13.69700402475259,0.15
0.6,1.642532188841202,0.8971647542522037,13.69700402475259,0.15
0.6,1.6482403433476396,0.895916334352321,13.69700402475259,0.15
0.6,1.6539484978540773,0.894667523853426,13.69700402475259,0.15
0.6,1.6596566523605152,0.8934183901248257,13.69700402475259,0.15
0.6,1.6653648068669529,0.8921689990537759,13.69700402475259,0.15
0.6,1.6710729613733906,0.8909194150760651,13.69700402475259,0.15
0.6,1.6767811158798285,0.8896697012059522,13.69700402475259,0.15
0.6,1.6824892703862662,0.8884199190654529,13.69700402475259,0.15
0.6,1.6881974248927039,0.8871701289130026,13.69700402475259,0.15
0.6,1.6939055793991418,0.8859203896715092,13.69700402475259,0.15
0.6,1.6996137339055795,0.8846707589557983,13.69700402475259,0.15
0.6,1.7053218884120172,0.8834212930994667,13.69700402475259,0.15
0.6,1.711030042918455,0.8821720471811882,13.69700402475259,0.15
0.6,1.7167381974248928,0.8809230750504282,13.69700402475259,0.15
0.6,1.7224463519313304,0.8796744293526215,13.69700402475259,0.15
0.6,1.7281545064377684,0.8784261615538262,13.69700402475259,0.15
0.6,1.733862660944206,0.8771783219648318,13.69700402475259,0.15
0.6,1.739570815450644,0.8759309597647806,13.69700402475259,0.15
0.6,1.7452789699570816,0.8746841230242527,13.69700402475259,0.15
0.6,1.7509871244635193,0.8734378587279028,13.69700402475259,0.15
0.6,1.7566952789699573,0.8721922127965875,13.69700402475259,0.15
0.6,1.762403433476395,0.870947230109042,13.69700402475259,0.15
0.6,1.7681115879828326,0.8697029545230794,13.69700402475259,0.15
0.6,1.7738197424892705,0.8684594288963658,13.69700402475259,0.15
0.6,1.7795278969957082,0.8672166951067458,13.69700402475259,0.15
0.6,1.785236051502146,0.865974794072136,13.69700402475259,0.15
0.6,1.7909442060085838,0.8647337657700138,13.69700402475259,0.15
0.6,1.7966523605150215,0.8634936492564771,13.69700402475259,0.15
0.6,1.8023605150214592,0.8622544826849232,13.69700402475259,0.15
0.6,1.8080686695278971,0.8610163033243298,13.69700402475259,0.15
0.6,1.8137768240343348,0.8597791475771451,13.69700402475259,0.15
0.6,1.8194849785407725,0.8585430509968184,13.69700402475259,0.15
0.6,1.8251931330472104,0.8573080483049471,13.69700402475259,0.15
0.6,1.8309012875536481,0.8560741734080917,13.69700402475259,0.15
0.6,1.8366094420600858,0.854841459414207,13.69700402475259,0.15
0.6,1.8423175965665237,0.8536099386487613,13.69700402475259,0.15
0.6,1.8480257510729614,0.8523796426704999,13.69700402475259,0.15
0.6,1.8537339055793993,0.8511506022869039,13.69700402475259,0.15
0.6,1.859442060085837,0.8499228475692977,13.69700402475259,0.15
0.6,1.8651502145922747,0.8486964078676678,13.69700402475259,0.15
0.6,1.8708583690987126,0.8474713118251758,13.69700402475259,0.15
0.6,1.8765665236051503,0.8462475873923466,13.69700402475259,0.15
0.6,1.882274678111588,0.8450252618409934,13.69700402475259,0.15
0.6,1.887982832618026,0.8438043617778401,13.69700402475259,0.15
