model,replicate,realization,temperature,block_size,surrogate_seed,radial_mean_relative_error,radial_standard_deviation_relative_error,lag_one_cosine_mean_absolute_error,lag_one_cosine_quantile_0p10_absolute_error,lag_one_cosine_quantile_0p25_absolute_error,lag_one_cosine_quantile_0p50_absolute_error,lag_one_cosine_quantile_0p75_absolute_error,lag_one_cosine_quantile_0p90_absolute_error,lag_one_cosine_quantile_maximum_absolute_error,normalized_lag_one_dot_correlation_absolute_error,calibration_path_used_in_kernel,heldout_events_used_in_calibration,microdynamic_closure_claim_allowed,spatial_facilitation_claim_allowed,thermodynamic_claim_allowed,calibration_time,surrogate_realizations_per_replicate,surrogate_base_seed
radial_recoil_markov_surrogate,1.0,11.0,0.58,20.0,2852533.0,0.0027973137828818384,0.007985442035674861,0.0015333113964288991,0.0004746275345824946,0.001703898448605301,0.0010387740269364176,0.002718785963859438,0.0032054855859302567,0.0032054855859302567,0.00023780761801486805,1.0,0.0,0.0,0.0,0.0,750.0,16.0,781031.0
radial_recoil_markov_surrogate,1.0,12.0,0.58,20.0,2949942.0,0.0035404150163798054,0.004211800782777386,0.0022201661373565107,0.0005495137442430575,7.891288747441383e-05,0.003357907598162513,0.005053490829499463,0.0028419002623545353,0.005053490829499463,0.0023417576730792034,1.0,0.0,0.0,0.0,0.0,750.0,16.0,781031.0
radial_recoil_markov_surrogate,1.0,13.0,0.58,20.0,3047351.0,0.0023631537975831174,0.007060766075654312,0.0004966273140221689,0.00024555174939078217,0.0005896028745809856,0.0012992087099521488,0.004119056656971154,0.0009025940287898937,0.004119056656971154,0.00031413380005540503,1.0,0.0,0.0,0.0,0.0,750.0,16.0,781031.0
radial_recoil_markov_surrogate,1.0,14.0,0.58,20.0,3144760.0,0.0013564639478905738,0.0031715020883705813,0.000901722068516686,0.0026177465626672225,0.0017613284832183052,0.00208378788122221,2.7913947042990106e-05,0.0032683628348836313,0.0032683628348836313,0.003135827825060361,1.0,0.0,0.0,0.0,0.0,750.0,16.0,781031.0
radial_recoil_markov_surrogate,1.0,15.0,0.58,20.0,3242169.0,0.003467049064379779,0.004161977015824991,0.0019715821660263033,0.0018038513172131676,0.0021023880897651503,0.0009958094425241426,0.0030176888188757633,0.0007129041090860877,0.0030176888188757633,0.002458137182260678,1.0,0.0,0.0,0.0,0.0,750.0,16.0,781031.0
radial_recoil_markov_surrogate,2.0,0.0,0.58,20.0,2781037.0,0.002267955369049224,0.007034481246187108,0.0022546164044077166,2.018195391195743e-05,0.0006918947247842588,0.002765822189168654,0.0066904419105169866,0.005765698431431487,0.0066904419105169866,0.0008328794216940771,1.0,0.0,0.0,0.0,0.0,750.0,16.0,781031.0
radial_recoil_markov_surrogate,2.0,1.0,0.58,20.0,2878446.0,0.0019625396331659495,0.0008704157481782548,0.0011217645193995485,4.710206136238071e-06,0.0011719966507249824,0.0004124597327834767,0.0010625494050736095,0.003387752005282074,0.003387752005282074,0.00031132782034853923,1.0,0.0,0.0,0.0,0.0,750.0,16.0,781031.0
radial_recoil_markov_surrogate,2.0,2.0,0.58,20.0,2975855.0,0.0014350439661388048,0.000965972732083431,0.0014607068553193492,0.0012884053543235074,0.001879502706021774,0.0015529835611262643,0.0008738734795503689,0.0020461749921820704,0.0020461749921820704,0.00126121882166072,1.0,0.0,0.0,0.0,0.0,750.0,16.0,781031.0
radial_recoil_markov_surrogate,2.0,3.0,0.58,20.0,3073264.0,0.0022404752918021575,0.0009928153824152464,0.00011999849165753029,0.001156434865913214,0.001032734685722847,0.00029716355490178037,0.0012242671190758059,0.0012406481854615459,0.0012406481854615459,0.0007289217939775439,1.0,0.0,0.0,0.0,0.0,750.0,16.0,781031.0
radial_recoil_markov_surrogate,2.0,4.0,0.58,20.0,3170673.0,0.0008531682898560433,0.00044325900127595297,0.0015315571619451962,0.0002061125178790535,0.0005710146713633346,0.003779202932078507,3.47320910158988e-05,0.0002090945509938269,0.003779202932078507,0.0009911067489519199,1.0,0.0,0.0,0.0,0.0,750.0,16.0,781031.0
radial_recoil_markov_surrogate,2.0,5.0,0.58,20.0,3268082.0,0.0013128721740911509,0.0007205436884880623,0.000297228853062631,0.0005473219087649417,0.0017930664935633667,0.0006784258095083318,0.0018452739175804367,0.0013805272063417418,0.0018452739175804367,0.0008626715540625274,1.0,0.0,0.0,0.0,0.0,750.0,16.0,781031.0
radial_recoil_markov_surrogate,2.0,6.0,0.58,20.0,3365491.0,0.0037145070503548094,0.0005911945918817274,0.0008991821436182545,0.0009350538042639522,0.0021747119775789026,0.0032229480280818734,0.001133947353505138,0.002323945834198482,0.0032229480280818734,0.0020168968738639714,1.0,0.0,0.0,0.0,0.0,750.0,16.0,781031.0
radial_recoil_markov_surrogate,2.0,7.0,0.58,20.0,3462900.0,0.0012782611882617978,0.00651827372963143,0.0005394654564011003,4.1783791410288096e-05,0.0004729545655358658,0.00116605671120934,0.00022829208064995,0.002039865932473739,0.002039865932473739,0.0026247840816734647,1.0,0.0,0.0,0.0,0.0,750.0,16.0,781031.0
