model,temperature,segment_length,tau_L,replicate,lag,block_size,block_count,realization_count,particle_window_count,predicted_msd,observed_msd,msd_relative_error,predicted_msd_mc_se,predicted_ngp,observed_ngp,ngp_absolute_error,predicted_ngp_mc_se,heldout_path_used_in_prediction,macro_fit_parameter_count,microdynamic_closure_claim_allowed,spatial_facilitation_claim_allowed,thermodynamic_claim_allowed,predicted_fs_k2,observed_fs_k2,absolute_error_fs_k2,predicted_fs_k2_mc_se,predicted_fs_k4,observed_fs_k4,absolute_error_fs_k4,predicted_fs_k4_mc_se,predicted_fs_k7p25,observed_fs_k7p25,absolute_error_fs_k7p25,predicted_fs_k7p25_mc_se,segment_splice_base_seed,source_ensemble_directory,source_heldout_factorization,source_stationarity_control
cross_particle_segment_splice,0.58,1.0,20.0,1.0,20.0,20.0,1.0,64.0,121249.0,0.16064023419704043,0.16660841604263024,0.035821610860658604,2.394145851508497e-18,0.5601949369127203,0.5385549106326213,0.02164002628009898,4.2252887334836544e-17,0.0,0.0,0.0,0.0,0.0,0.9012457399471581,0.8977103424506039,0.0035353974965541823,1.7484369184381566e-17,0.6807857830017356,0.6706091522002315,0.010176630801504105,3.9096238039979734e-18,0.34426177591605134,0.3302563514537057,0.01400542446234565,1.236331601504531e-18,20260718,/Users/luicy/AI/renewal-cage-arxiv/tmp/ka_replicates/T058,/Users/luicy/AI/renewal-cage-arxiv/.worktrees/segment-splice-gate/data/renewal_cage_ka_replicates_T058_event_oracle_factorization_rows.csv,/Users/luicy/AI/renewal-cage-arxiv/.worktrees/segment-splice-gate/data/renewal_cage_ka_replicates_T058_block20_nonlinear_path_stationarity.csv
cross_particle_segment_splice,0.58,1.0,20.0,1.0,100.0,20.0,5.0,64.0,108141.0,0.8043430524257268,0.6244853324897498,0.28800951852448686,0.0005553265884139702,0.11074920871613532,0.2825033492140283,0.171754140497893,0.0006769670777536126,0.0,0.0,0.0,0.0,0.0,0.594092306671826,0.6748742076596806,0.08078190098785465,0.00021151201110921648,0.14567867042454935,0.25770578929215066,0.1120271188676013,0.00025459562080799316,0.004736903774436221,0.03757140173250425,0.03283449795806803,0.00017620805351375697,20260718,/Users/luicy/AI/renewal-cage-arxiv/tmp/ka_replicates/T058,/Users/luicy/AI/renewal-cage-arxiv/.worktrees/segment-splice-gate/data/renewal_cage_ka_replicates_T058_event_oracle_factorization_rows.csv,/Users/luicy/AI/renewal-cage-arxiv/.worktrees/segment-splice-gate/data/renewal_cage_ka_replicates_T058_block20_nonlinear_path_stationarity.csv
cross_particle_segment_splice,0.58,1.0,20.0,1.0,200.0,20.0,10.0,64.0,91756.0,1.6098633018950732,1.1970958003749623,0.34480740922390773,0.0016697186136574755,0.05525971647746287,0.17003137790337108,0.11477166142590822,0.0008289611774445438,0.0,0.0,0.0,0.0,0.0,0.35259973007819817,0.4733264732392782,0.12072674316108001,0.00041434656388857847,0.02102561217621448,0.07641999280253814,0.05539438062632366,0.00027872726258019553,-3.364114508725397e-05,0.0035374896626027496,0.0035711308076900035,0.0001988375290434389,20260718,/Users/luicy/AI/renewal-cage-arxiv/tmp/ka_replicates/T058,/Users/luicy/AI/renewal-cage-arxiv/.worktrees/segment-splice-gate/data/renewal_cage_ka_replicates_T058_event_oracle_factorization_rows.csv,/Users/luicy/AI/renewal-cage-arxiv/.worktrees/segment-splice-gate/data/renewal_cage_ka_replicates_T058_block20_nonlinear_path_stationarity.csv
cross_particle_segment_splice,0.58,1.0,20.0,1.0,400.0,20.0,20.0,64.0,58986.0,3.218197276341455,2.302522122507715,0.39768354226992764,0.004835494468063087,0.02738801060447032,0.08241548506967367,0.05502747446520335,0.0011054070818886396,0.0,0.0,0.0,0.0,0.0,0.12376709297922286,0.2367746362454057,0.11300754326618284,0.0006051166590698947,0.00023910326824036905,0.005007075510426834,0.004767972242186465,0.00034794414393446167,0.0002971692281863712,-0.0015893870932790705,0.0018865563214654417,0.0002637472068866976,20260718,/Users/luicy/AI/renewal-cage-arxiv/tmp/ka_replicates/T058,/Users/luicy/AI/renewal-cage-arxiv/.worktrees/segment-splice-gate/data/renewal_cage_ka_replicates_T058_event_oracle_factorization_rows.csv,/Users/luicy/AI/renewal-cage-arxiv/.worktrees/segment-splice-gate/data/renewal_cage_ka_replicates_T058_block20_nonlinear_path_stationarity.csv
cross_particle_segment_splice,0.58,1.0,20.0,1.0,600.0,20.0,30.0,64.0,26216.0,4.828704279533689,3.5092386999443375,0.3759976714067015,0.007858187976396818,0.01734074401270422,0.04880248109629837,0.03146173708359415,0.001532725005016731,0.0,0.0,0.0,0.0,0.0,0.04300264018102465,0.10971466137823888,0.06671202119721423,0.0008240121270781416,0.0012728342238653109,0.003664696471714173,0.0023918622478488623,0.0004894978008297877,-0.0007503908942176613,-0.002099056579231919,0.0013486656850142578,0.0003653435633538948,20260718,/Users/luicy/AI/renewal-cage-arxiv/tmp/ka_replicates/T058,/Users/luicy/AI/renewal-cage-arxiv/.worktrees/segment-splice-gate/data/renewal_cage_ka_replicates_T058_event_oracle_factorization_rows.csv,/Users/luicy/AI/renewal-cage-arxiv/.worktrees/segment-splice-gate/data/renewal_cage_ka_replicates_T058_block20_nonlinear_path_stationarity.csv
cross_particle_segment_splice,0.58,2.0,40.0,1.0,20.0,20.0,1.0,64.0,121249.0,0.16064023419704043,0.16660841604263024,0.035821610860658604,2.2288284913505492e-18,0.5601949369127204,0.5385549106326213,0.02164002628009909,4.625929269271486e-17,0.0,0.0,0.0,0.0,0.0,0.9012457399471581,0.8977103424506039,0.0035353974965541823,2.134239248551741e-17,0.6807857830017356,0.6706091522002315,0.010176630801504105,3.9096238039979734e-18,0.34426177591605134,0.3302563514537057,0.01400542446234565,0.0,20260718,/Users/luicy/AI/renewal-cage-arxiv/tmp/ka_replicates/T058,/Users/luicy/AI/renewal-cage-arxiv/.worktrees/segment-splice-gate/data/renewal_cage_ka_replicates_T058_event_oracle_factorization_rows.csv,/Users/luicy/AI/renewal-cage-arxiv/.worktrees/segment-splice-gate/data/renewal_cage_ka_replicates_T058_block20_nonlinear_path_stationarity.csv
cross_particle_segment_splice,0.58,2.0,40.0,1.0,100.0,20.0,5.0,64.0,108141.0,0.7047366262746764,0.6244853324897498,0.12850789219496006,0.0005347686024674351,0.1678304704377339,0.2825033492140283,0.11467287877629442,0.0006776788628060211,0.0,0.0,0.0,0.0,0.0,0.6364236525014254,0.6748742076596806,0.03845055515825524,0.000220033727285575,0.19572730771635366,0.25770578929215066,0.061978481575796995,0.000292277152291446,0.01312297163499211,0.03757140173250425,0.024448430097512137,0.0001592200283567578,20260718,/Users/luicy/AI/renewal-cage-arxiv/tmp/ka_replicates/T058,/Users/luicy/AI/renewal-cage-arxiv/.worktrees/segment-splice-gate/data/renewal_cage_ka_replicates_T058_event_oracle_factorization_rows.csv,/Users/luicy/AI/renewal-cage-arxiv/.worktrees/segment-splice-gate/data/renewal_cage_ka_replicates_T058_block20_nonlinear_path_stationarity.csv
cross_particle_segment_splice,0.58,2.0,40.0,1.0,200.0,20.0,10.0,64.0,91756.0,1.3857415605697612,1.1970958003749623,0.15758618494502263,0.0017445070596523345,0.08726418018476412,0.17003137790337108,0.08276719771860697,0.0008694174889727299,0.0,0.0,0.0,0.0,0.0,0.41147096712305886,0.4733264732392782,0.061855506116219316,0.00048415345438239567,0.04112032590101012,0.07641999280253814,0.03529966690152802,0.00033848101538865483,7.690463236393646e-05,0.0035374896626027496,0.003460585030238813,0.00020005113323239926,20260718,/Users/luicy/AI/renewal-cage-arxiv/tmp/ka_replicates/T058,/Users/luicy/AI/renewal-cage-arxiv/.worktrees/segment-splice-gate/data/renewal_cage_ka_replicates_T058_event_oracle_factorization_rows.csv,/Users/luicy/AI/renewal-cage-arxiv/.worktrees/segment-splice-gate/data/renewal_cage_ka_replicates_T058_block20_nonlinear_path_stationarity.csv
cross_particle_segment_splice,0.58,2.0,40.0,1.0,400.0,20.0,20.0,64.0,58986.0,2.7486293402358326,2.302522122507715,0.1937472015436077,0.0053933958803845826,0.04344132348203486,0.08241548506967367,0.038974161587638806,0.0012173450688039683,0.0,0.0,0.0,0.0,0.0,0.17172627658785306,0.2367746362454057,0.06504835965755265,0.0007042046884923026,0.0015696499329948647,0.005007075510426834,0.0034374255774319695,0.0003618203230555417,-0.00020435090613287322,-0.0015893870932790705,0.0013850361871461973,0.00024206889942273826,20260718,/Users/luicy/AI/renewal-cage-arxiv/tmp/ka_replicates/T058,/Users/luicy/AI/renewal-cage-arxiv/.worktrees/segment-splice-gate/data/renewal_cage_ka_replicates_T058_event_oracle_factorization_rows.csv,/Users/luicy/AI/renewal-cage-arxiv/.worktrees/segment-splice-gate/data/renewal_cage_ka_replicates_T058_block20_nonlinear_path_stationarity.csv
cross_particle_segment_splice,0.58,2.0,40.0,1.0,600.0,20.0,30.0,64.0,26216.0,4.115370317734385,3.5092386999443375,0.17272453361455908,0.007744304359244378,0.030942745756401314,0.04880248109629837,0.017859735339897053,0.0015510068962169997,0.0,0.0,0.0,0.0,0.0,0.0715367388411236,0.10971466137823888,0.03817792253711527,0.0006904223516406695,-0.00012592070980694173,0.003664696471714173,0.003790617181521115,0.0005837486124690116,-7.562869449407445e-05,-0.002099056579231919,0.0020234278847378446,0.0003157233288315026,20260718,/Users/luicy/AI/renewal-cage-arxiv/tmp/ka_replicates/T058,/Users/luicy/AI/renewal-cage-arxiv/.worktrees/segment-splice-gate/data/renewal_cage_ka_replicates_T058_event_oracle_factorization_rows.csv,/Users/luicy/AI/renewal-cage-arxiv/.worktrees/segment-splice-gate/data/renewal_cage_ka_replicates_T058_block20_nonlinear_path_stationarity.csv
