temperature,parent_count,distinct_parent_restart_hash_count,clone_count_per_parent,target_count,observation_count,configuration_count,event_count,censored_count,horizon_tau,phop_threshold,half_window_frames,l2_regularization,radial_radii,radial_width,radial_cutoff,structural_brier_reference,maximum_clone_position_difference,maximum_geometry_reference_error,integrity_gate_pass,geometry_reproduction_gate_pass,clone_invariance_gate_pass,geometry_mean_heldout_brier_skill,geometry_mean_heldout_log_likelihood_gain_per_observation,geometry_minimum_group_log_likelihood_gain,geometry_maximum_heldout_survival_calibration_error,geometry_binomial_mean_heldout_brier_skill,geometry_binomial_mean_heldout_log_likelihood_gain_per_trial,radial_mean_heldout_brier_skill,radial_mean_heldout_log_likelihood_gain_per_observation,radial_minimum_group_log_likelihood_gain,radial_maximum_heldout_survival_calibration_error,radial_binomial_mean_heldout_brier_skill,radial_binomial_mean_heldout_log_likelihood_gain_per_trial,geometry_radial_mean_heldout_brier_skill,geometry_radial_mean_heldout_log_likelihood_gain_per_observation,geometry_radial_minimum_group_log_likelihood_gain,geometry_radial_maximum_heldout_survival_calibration_error,geometry_radial_binomial_mean_heldout_brier_skill,geometry_radial_binomial_mean_heldout_log_likelihood_gain_per_trial,brier_increment_gate_pass,brier_reference_gate_pass,likelihood_gate_pass,survival_gate_pass,binomial_gate_pass,static_radial_precursor_allowed,event_clock_claim_allowed,autonomous_single_particle_gle_claim_allowed,kramers_escape_claim_allowed,fit_parameters_from_macro_observables,thermodynamic_claim_allowed
0.58,5,5,8,64,2560,320,1731,829,20.0,0.08,8,1.0,0.8;1.05;1.3;1.55;1.8;2.05;2.3,0.12,2.5,0.026964,0.0,0.0,True,True,True,0.008357453921058,0.0064617896947432914,1.2946834014508113,0.06742767815935347,0.008479689552262948,0.004420638783677688,0.008245690851927922,0.006551603080514656,0.6379093170062333,0.06436539978856415,0.008857360204007247,0.004353469597003712,0.007976460582519707,0.00658926542632825,1.197559860265983,0.060997073186634054,0.00744133755698233,0.003700557762480727,False,False,True,True,False,False,False,False,False,False,False
