replicate,temperature,jump_count,sample_count,conditional_msd,conditional_fourth_moment,conditional_characteristic_k2,conditional_characteristic_k4,conditional_characteristic_k7p25
1.0,0.58,0.0,3277.0,0.0,0.0,1.0,1.0,1.0
1.0,0.58,1.0,34616.0,0.3326365126259139,0.23788227580204316,0.8067742347138458,0.45440883393500675,0.12054730881885418
1.0,0.58,2.0,31339.0,0.675202612685544,0.9388984892345389,0.652380489479847,0.22793427404519312,0.0353615055829924
1.0,0.58,3.0,28064.0,1.0141194419027282,2.024689920256667,0.5295735190152253,0.11618786299891667,0.012258118307302454
1.0,0.58,4.0,24806.0,1.3383975803237955,3.407365478052424,0.43253058511651815,0.06077044815781802,0.006402678193905361
1.0,0.58,5.0,21591.0,1.6484929240717758,5.021240661972977,0.3547546468818373,0.03360292228209963,0.0015911144541852602
1.0,0.58,6.0,18453.0,1.9437435363771742,6.830054365975597,0.29393818172131075,0.024698661734635967,0.0001466843403250257
1.0,0.58,7.0,15470.0,2.2296256211966914,8.85715613844733,0.24429867673928848,0.018197477498845024,-0.004235145396501791
1.0,0.58,8.0,12700.0,2.5073577068494037,11.109002928457462,0.20486417020836226,0.011017119846308696,0.003551137647439704
1.0,0.58,9.0,10174.0,2.7732897027535652,13.381725710464323,0.16956617127326776,0.006496104967985676,0.002498188938589306
1.0,0.58,10.0,7946.0,3.0320860769641946,15.998943141696808,0.1429544138710567,0.0003200981042721619,-0.0063070019539424845
1.0,0.58,11.0,6037.0,3.275412778563366,18.63954417574315,0.11836310742665947,-0.005853411212572455,-0.0038265933017943396
1.0,0.58,12.0,4465.0,3.531446256527681,21.4988882161225,0.09595035340183189,-0.010705283884497445,0.0012220263945644566
1.0,0.58,13.0,3199.0,3.7433584721314337,24.17255566084277,0.0766027578181995,-0.012127362679771802,0.0041953386289181336
1.0,0.58,14.0,2216.0,3.983113362099504,27.387232924741742,0.0519046528843476,-0.012122199330258904,0.005528491080511686
1.0,0.58,15.0,1513.0,4.191406043903186,30.200406312352055,0.03540448330590648,-0.009441988463688957,-3.391958409651257e-06
1.0,0.58,16.0,1019.0,4.3849989636106805,33.05059552076139,0.028580921348569727,-0.019583556316454167,-0.008302693382323652
1.0,0.58,17.0,657.0,4.5409632454439945,35.774935729832784,0.02901606867663433,-0.03127375309434929,0.012446416402739066
2.0,0.58,0.0,3275.0,0.0,0.0,1.0,1.0,1.0
2.0,0.58,1.0,34996.0,0.32606577777008633,0.2242255992247785,0.8094346998000129,0.457414618956613,0.11957202452204206
2.0,0.58,2.0,31721.0,0.6634812104639262,0.9031421625339907,0.6563732073899925,0.2337979374997559,0.03934292185942862
2.0,0.58,3.0,28447.0,0.9949894946334613,1.9389837174943119,0.5344840348190185,0.1221574739349117,0.00963221991066411
2.0,0.58,4.0,25185.0,1.3215929062387717,3.308107280633147,0.4366767339345959,0.0636150480732137,0.0038829058728990506
2.0,0.58,5.0,21967.0,1.6380498367258383,4.967254502061663,0.35837310502344966,0.03411863107050192,0.0013896189098246932
2.0,0.58,6.0,18829.0,1.9427575774808135,6.835260532149066,0.2941775231855688,0.023606292334425766,0.0003072728205245232
2.0,0.58,7.0,15814.0,2.236568907727931,8.886084634310032,0.24150576786946434,0.009491207396341121,-0.0012613453981569819
2.0,0.58,8.0,12988.0,2.5215571106642427,11.115381842015864,0.200618856833916,0.007762758316307469,0.008550159814523119
2.0,0.58,9.0,10420.0,2.7975545734253346,13.496599784254403,0.1671042112193338,0.0049879840506862885,0.006794442611057175
2.0,0.58,10.0,8150.0,3.069889763865666,16.154303159677113,0.13506753792787535,-0.0022693553400751935,0.004498791530761745
2.0,0.58,11.0,6191.0,3.3362363153287604,19.002759812560054,0.10889118854651259,-0.0070999640944442435,0.0015346962862832357
2.0,0.58,12.0,4566.0,3.6169637471854825,22.237104600604273,0.08335076710042716,-0.00877229879066213,0.0008608122472560076
2.0,0.58,13.0,3222.0,3.9139007795857133,25.919124764506076,0.06339998621906064,-0.011750585488875089,0.008759846570176071
2.0,0.58,14.0,2190.0,4.151890945795733,29.09178098658915,0.0530282371436763,-0.012601681493303186,0.006173314549681828
2.0,0.58,15.0,1447.0,4.328682940603265,31.728058966487797,0.05683967859111982,-0.014224737552422395,-0.011514836059611594
2.0,0.58,16.0,929.0,4.498354575366619,34.049907851822404,0.05441679449951296,-0.007516399594203865,-0.024864063875841575
2.0,0.58,17.0,568.0,4.6233519332071085,35.43702012321983,0.05711690297525933,-0.006099009775703298,0.0030505288595955088
3.0,0.58,0.0,3277.0,0.0,0.0,1.0,1.0,1.0
3.0,0.58,1.0,35587.0,0.33353090708205124,0.23325995853559836,0.8055031326917822,0.44852023165270133,0.11429275171903246
3.0,0.58,2.0,32310.0,0.6771489081237678,0.9283803138029052,0.6506808484589793,0.2271762768305988,0.03769341629829579
3.0,0.58,3.0,29034.0,1.011452127455605,1.988244139885973,0.528527838288385,0.11673719020913721,0.015134015615787892
3.0,0.58,4.0,25765.0,1.3391739852605193,3.3993595113135626,0.4318528129032348,0.05968344186754693,0.000812732633073031
3.0,0.58,5.0,22523.0,1.6517998934440055,5.083784517579327,0.35638759157780925,0.030044260163706225,-0.0027044890550884985
3.0,0.58,6.0,19348.0,1.9482593512363593,6.927634223596825,0.2948612531844565,0.013470182722446315,-0.001734343189463497
3.0,0.58,7.0,16281.0,2.22830859931185,8.935737205956672,0.246847619128565,0.007469171871364094,0.0024144246010492916
3.0,0.58,8.0,13370.0,2.4921031454178677,11.070079940833223,0.20825188405751965,0.006948252643642805,0.0005590712620961334
3.0,0.58,9.0,10688.0,2.7430060619804273,13.364939567326884,0.1792019911290362,0.004687880711394316,-0.004738456453460662
3.0,0.58,10.0,8321.0,2.973479016111456,15.621860824685205,0.15809744544548499,6.254616549519535e-05,0.004245596840320551
3.0,0.58,11.0,6289.0,3.17445429642599,17.67855178941407,0.1385810993836712,0.003770781662890351,-0.002454748277364875
3.0,0.58,12.0,4629.0,3.372076454682874,19.691949890035136,0.11930086542394545,-0.0007668439642179892,-0.0012344491963472094
