replicate,temperature,jump_count,sample_count,conditional_msd,conditional_fourth_moment,conditional_characteristic_k2,conditional_characteristic_k4,conditional_characteristic_k7p25
3.0,0.58,13.0,3315.0,3.512744581139983,20.97411036351139,0.10256871687325937,0.006155775093210664,0.005487256371721649
3.0,0.58,14.0,2300.0,3.6040181829743525,21.482072355881165,0.09047979483730233,0.006667300411103457,-0.0023470687049982125
3.0,0.58,15.0,1559.0,3.7141311672613324,22.304265937282743,0.0821090649034441,-0.0009600395308189904,0.0137227661415741
3.0,0.58,16.0,1036.0,3.8456091495800786,23.69467438094871,0.08596534160705703,0.00411417561312912,0.018907698848692155
3.0,0.58,17.0,669.0,3.961563598536542,24.80925530662148,0.08010403752413185,0.017228247209114488,-0.012811561297822458
4.0,0.58,0.0,3277.0,0.0,0.0,1.0,1.0,1.0
4.0,0.58,1.0,34685.0,0.323865617042664,0.22318435655576133,0.8110185481392134,0.46256535980167474,0.12512018532307842
4.0,0.58,2.0,31408.0,0.6640398080421156,0.9082073375621269,0.6571376094714246,0.23599093627165144,0.03965349557194041
4.0,0.58,3.0,28132.0,0.9960354623311265,1.9499560361981054,0.5360375234491604,0.12637054063100375,0.010845307018091947
4.0,0.58,4.0,24868.0,1.3206471878764439,3.3212514416392356,0.4384223799653805,0.0693697976570875,0.001987542831059508
4.0,0.58,5.0,21640.0,1.6267641421782153,4.917935366173245,0.36119716234128757,0.03941773229523596,-0.000752894720572397
4.0,0.58,6.0,18489.0,1.9192855456947115,6.735424466221277,0.3013690312203509,0.02252722722302675,0.002471353341674199
4.0,0.58,7.0,15485.0,2.2045472966499062,8.776206320371827,0.2503890218649704,0.011038697907032623,0.006735173674524981
4.0,0.58,8.0,12660.0,2.4657764556029695,10.902737920725727,0.21412788945459763,0.00914456312461785,-0.004991500121384637
4.0,0.58,9.0,10081.0,2.710119935635401,13.125826576032486,0.18834768538682048,0.007283608796749403,-0.008341376115072888
4.0,0.58,10.0,7824.0,2.9269695588914333,15.130661020012642,0.16413220607369225,0.004041173919250477,-0.004608255304977343
4.0,0.58,11.0,5892.0,3.1366077093259954,17.254276953256568,0.14959350715315983,0.0005628533617812976,-0.002532278308694722
4.0,0.58,12.0,4310.0,3.3104056856144717,19.05921331008446,0.13540619022244754,-0.005280894878784139,-0.008031070701385964
4.0,0.58,13.0,3062.0,3.465833570908449,20.351261458373507,0.11588919610488174,-0.0038623666227646106,0.0047805966278566545
4.0,0.58,14.0,2109.0,3.6294208377902244,21.774003728385754,0.09974473254764145,-0.014384139524120057,0.015755129332349724
4.0,0.58,15.0,1408.0,3.8218274881404852,23.818140572275638,0.08463814056788266,-0.012370919725602619,0.004026366681021327
4.0,0.58,16.0,912.0,3.924779586320197,24.847781246534197,0.07290651719765097,-0.013516900608832906,-0.001815785509087235
4.0,0.58,17.0,573.0,3.9564041878594653,24.569043320660786,0.05236616670992697,-0.025126651589873355,-0.012625308964815915
5.0,0.58,0.0,3277.0,0.0,0.0,1.0,1.0,1.0
5.0,0.58,1.0,35467.0,0.3227297814800958,0.2191159032619674,0.8111780942430756,0.4609111548847895,0.12545476979910794
5.0,0.58,2.0,32190.0,0.6603678433803609,0.8904973609418448,0.6578531847069454,0.23425644026150735,0.040142158587274074
5.0,0.58,3.0,28915.0,0.9921780019409168,1.9272593181032707,0.5356009315097734,0.11967794066236494,0.011792288151913721
5.0,0.58,4.0,25650.0,1.3178736170611052,3.313392470237938,0.43802550119198363,0.06366711412141142,-0.0005365302492608348
5.0,0.58,5.0,22429.0,1.6299521221904691,4.962386656260553,0.3607646976497252,0.03750441196252025,0.0024311066876787704
5.0,0.58,6.0,19264.0,1.9245786496029333,6.796178887482298,0.2989506387743134,0.019139107369279693,-0.002123228066833685
5.0,0.58,7.0,16222.0,2.214731047563014,8.904972854702805,0.24979311214643693,0.011551044081650379,-0.006035340103218565
5.0,0.58,8.0,13371.0,2.4962829837841363,11.219698448655889,0.2119911797330772,0.005977971766943436,-0.0006376411456326105
5.0,0.58,9.0,10739.0,2.7647423402278495,13.71580101058656,0.1827750385481211,0.0046184816372821565,-0.0030219844953137966
5.0,0.58,10.0,8385.0,3.0269611282101203,16.26530590888561,0.1535871169916199,-0.0014414931388456193,0.0035831714259668963
5.0,0.58,11.0,6380.0,3.2951560769294552,19.07976582434255,0.12554335051027232,-0.004914608960547307,-0.0036190845855267623
5.0,0.58,12.0,4696.0,3.5489524765812255,21.681276380575504,0.09814768835941624,-0.0025843911458355642,-0.00086321868656789
5.0,0.58,13.0,3355.0,3.798391575471212,24.606038542091845,0.07885067174703268,-0.004822788955369567,-0.0033157171840351744
5.0,0.58,14.0,2345.0,4.08402297886361,28.19173443357007,0.06368419167208098,-0.008477521141648651,-0.005094427798921252
5.0,0.58,15.0,1589.0,4.4122896555257345,32.89895871549704,0.05538131488595918,-0.007471560034509385,0.0006505601375259633
5.0,0.58,16.0,1050.0,4.701281509275012,37.597689040520024,0.045750053047959066,-0.024353550422229,0.022232196118820543
5.0,0.58,17.0,665.0,4.864758133269519,40.049606422934154,0.047385283171635484,-0.02893410527732314,-0.012576463824886175
